市区町村コード,区市町村名,合計（人）,一般／行政職（人）,税務職（人）,海事職（人）,医師／歯科医師職（人）,薬剤師／医療技術職（人）,看護／保健職（人）,福祉職（人）,消防職（人）,企業職（人）,技能労務職（人）,教育職・高等学校（特殊・専修・各種）（人）,教育職・小・中学校（幼稚園）（人）,教育職・その他（人）,臨時職員（人）,一般行政職・平均給料月額（百円）,一般行政職・平均経験年数（年）,,一般行政職・平均経験年数（月）,区分
132012,八王子市,2823,1880,215,0,3,83,81,126,0,0,424,7,4,0,0,3312,20,,0,八
132021,立川市,1075,735,73,0,0,23,32,117,0,0,92,2,1,0,0,3286,19,,9,立
132039,武蔵野市,940,655,70,0,0,19,40,110,0,23,20,2,1,0,0,3309,18,,0,武
132047,三鷹市,986,603,72,0,0,39,29,159,0,0,81,0,1,2,0,3303,19,,9,三
132055,青梅市,1481,574,63,0,0,5,13,0,0,742,82,0,2,0,0,3328,21,,7,青
132063,府中市,1258,785,87,0,0,26,50,207,0,0,84,3,16,0,0,2970,16,,0,府
132071,昭島市,643,451,47,0,0,10,12,19,0,24,77,2,0,1,0,3328,21,,4,昭
132080,調布市,1257,856,87,0,0,30,39,147,0,0,96,1,1,0,0,3112,17,,3,調
132098,町田市,2946,1587,170,0,3,55,68,158,0,649,252,1,3,0,0,3163,17,,9,町
132101,小金井市,671,395,64,0,0,19,14,125,0,0,52,1,1,0,0,3005,15,,9,金
132110,小平市,929,590,71,0,0,10,25,151,0,0,79,2,0,1,0,3190,17,,0,平
132128,日野市,1348,655,56,0,49,77,237,148,0,0,105,0,20,1,0,3365,21,,8,日
132136,東村山市,787,503,55,0,0,21,24,132,0,0,50,1,1,0,0,3143,18,,5,東
132144,国分寺市,661,418,47,0,0,14,20,78,0,0,82,0,2,0,0,3312,19,,3,分
132152,国立市,454,299,43,0,0,10,19,69,0,0,12,1,1,0,0,3148,17,,10,国
132187,福生市,369,306,27,0,0,0,11,0,0,0,22,1,2,0,0,3122,17,,6,福
132195,狛江市,450,275,31,0,0,8,11,81,0,0,42,1,1,0,0,3107,16,,1,狛
132209,東大和市,474,371,40,0,0,2,12,25,0,0,22,2,0,0,0,3151,18,,1,大
132217,清瀬市,435,275,31,0,0,6,17,55,0,0,48,2,1,0,0,3180,19,,3,清
132225,東久留米市,598,359,52,0,0,16,25,108,0,0,36,2,0,0,0,3137,17,,7,久
132233,武蔵村山市,382,307,39,0,0,3,12,0,0,0,19,2,0,0,0,3127,20,,10,村
132241,多摩市,808,627,62,0,0,11,32,28,0,0,46,0,2,0,0,3388,22,,1,多
132250,稲城市,833,331,40,0,44,69,187,43,97,0,20,0,2,0,0,3160,17,,1,稲
132276,羽村市,350,281,26,0,0,2,12,9,0,10,8,2,0,0,0,3336,21,,1,羽
132284,あきる野市,420,328,39,0,0,4,14,18,0,0,15,1,1,0,0,3340,21,,2,あ
132292,西東京市,980,607,70,0,0,22,40,148,0,0,90,2,0,1,0,3220,20,,2,西
133035,瑞穂町,214,187,18,0,0,0,5,0,0,0,2,0,2,0,0,3257,19,,0,瑞
133051,日の出町,151,136,12,0,0,0,0,0,0,0,3,0,0,0,0,3396,23,,11,日
133078,檜原村,57,40,4,0,1,2,6,0,0,0,4,0,0,0,0,2938,17,,7,檜
133086,奥多摩町,127,88,7,0,4,6,17,0,0,0,5,0,0,0,0,3213,21,,3,奥
133612,大島町,175,101,8,0,0,2,6,22,21,6,9,0,0,0,0,2820,20,,9,大
133621,利島村,27,20,0,0,1,0,2,4,0,0,0,0,0,0,0,2767,16,,4,利
133639,新島村,117,72,4,5,2,5,12,12,0,0,5,0,0,0,0,2804,19,,0,新
133647,神津島村,71,50,4,0,1,2,7,6,0,0,1,0,0,0,0,2869,18,,10,神
133817,三宅村,117,67,4,0,2,2,11,6,15,8,2,0,0,0,0,2705,18,,1,三
133825,御蔵島村,26,16,1,0,1,0,0,2,0,0,6,0,0,0,0,2611,16,,3,御
134015,八丈町,246,102,12,0,0,2,3,28,23,67,9,0,0,0,0,2622,16,,9,八
134023,青ヶ島村,22,12,1,0,1,0,0,1,0,0,7,0,0,0,0,2427,16,,6,青
134210,小笠原村,123,67,4,0,6,7,16,15,0,0,8,0,0,0,0,3144,20,,10,小
,市計,24358,15053,1677,0,99,584,1076,2261,97,1448,1956,38,63,6,0,3222,19,,0,市
,西多摩計,549,451,41,0,5,8,28,0,0,0,14,0,2,0,0,#REF!,#REF!,.,#REF!,
,島しょ計,924,507,38,5,14,20,57,96,59,81,47,0,0,0,0,#REF!,#REF!,.,#REF!,
,町村計,1473,958,79,5,19,28,85,96,59,81,61,0,2,0,0,3013,19,,8,町
,市町村計,25831,16011,1756,5,118,612,1161,2357,156,1529,2017,38,65,6,0,3210,19,,0,計
