規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,19.2,159.2,146.4,12.8,13.7,83,80.3,2.7
５人以上,鉱業,17.7,140.3,129.3,11,9.7,55.7,54.9,0.8
５人以上,建設業,20.2,170.7,155,15.7,16.3,107.6,106.3,1.3
５人以上,製造業,19.1,158.6,148.4,10.2,17,116.9,110.9,6
５人以上,電気・ガス・熱供給・水道業,18,157.1,136.8,20.3,15.3,108.3,108.3,0
５人以上,情報通信業,18.8,161.8,141.6,20.2,13.8,88.8,86.2,2.6
５人以上,運輸業,20.3,176.9,154.5,22.4,16.7,110.9,100,10.9
５人以上,卸売・小売業,19.8,160.7,151.4,9.3,15,90.3,88.2,2.1
５人以上,金融・保険業,18,149.2,135,14.2,15.3,102.7,99.5,3.2
５人以上,不動産業,19.8,162,150.2,11.8,16.8,93.3,91.7,1.6
５人以上,"飲食店,宿泊業",20.6,167.8,158,9.8,12.9,77.5,74.3,3.2
５人以上,"医療,福祉",18.8,151,143.7,7.3,12.8,71.2,70.1,1.1
５人以上,"教育,学習支援業",17.9,134.2,129.3,4.9,8.6,46,44.8,1.2
５人以上,複合サービス事業,16.8,145.1,133.9,11.2,13.9,90.7,89.2,1.5
５人以上,サービス業（他に分類されないもの）,19.2,158.2,145.1,13.1,14.7,91.1,88.4,2.7
30人以上,調査産業計,18.8,157,143,14,13.8,84.6,81.5,3.1
30人以上,鉱業,17.7,140.3,129.3,11,9.7,55.7,54.9,0.8
30人以上,建設業,19.3,167.1,148,19.1,16.8,116.8,115.4,1.4
30人以上,製造業,18.7,156.4,145.5,10.9,17.6,128.3,119.4,8.9
30人以上,電気・ガス・熱供給・水道業,17.8,156.2,134.7,21.5,14.9,105.5,105.4,0.1
30人以上,情報通信業,18.6,160.5,139.9,20.6,14.6,94.8,91.9,2.9
30人以上,運輸業,20.1,175.2,153,22.2,15.8,114.3,103.2,11.1
30人以上,卸売・小売業,19.3,158.7,148.3,10.4,16.3,101.1,98.2,2.9
30人以上,金融・保険業,18,150.3,135.3,15,15.1,99.5,96.9,2.6
30人以上,不動産業,19.4,159.1,145.4,13.7,17,94,91.7,2.3
30人以上,"飲食店,宿泊業",20.5,170.2,159.3,10.9,12.7,74.2,70.9,3.3
30人以上,"医療,福祉",18.4,149.4,141.2,8.2,12.6,70.6,69.4,1.2
30人以上,"教育,学習支援業",17.5,129.6,125.4,4.2,7.1,38.3,37.2,1.1
30人以上,複合サービス事業,16.6,144.6,133.1,11.5,13.9,92.4,90.9,1.5
30人以上,サービス業（他に分類されないもの）,18.8,155.4,141.2,14.2,14.4,88.6,85.7,2.9
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２１年９月分,,,,,,,,,
第６表  産業、就業形態別労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
