規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,6655030,4180239,2474791,100188,47846,52342,106325,54935,51390,6648893,4173150,2475743,20,10.3,36.5
５人以上,鉱業,2165,1796,369,13,13,0,33,33,0,2145,1776,369,1.8,0.1,9.8
５人以上,建設業,356758,298606,58152,2786,2290,496,3818,2579,1239,355726,298317,57409,3.5,1.6,13.2
５人以上,製造業,720233,534025,186208,6896,4145,2751,6700,4578,2122,720429,533592,186837,8.2,2.8,23.6
５人以上,電気・ガス・熱供給・水道業,43582,35997,7585,287,255,32,443,380,63,43426,35872,7554,7.6,6,14.9
５人以上,情報通信業,618520,489359,129161,5771,3917,1854,6139,4299,1840,618152,488977,129175,5.6,2.2,18.4
５人以上,運輸業,324454,283205,41249,3569,3233,336,4531,3565,966,323492,282873,40619,11.2,8.3,31.4
５人以上,卸売・小売業,1485808,888689,597119,18847,9201,9646,22521,11106,11415,1482134,886784,595350,26.5,13.2,46.3
５人以上,金融・保険業,404668,227091,177577,7815,2254,5561,5608,3177,2431,406875,226168,180707,7.9,1.5,15.8
５人以上,不動産業,112809,75460,37349,1633,1065,568,1931,1082,849,112511,75443,37068,12,6.4,23.3
５人以上,"飲食店,宿泊業",499341,239613,259728,24296,8869,15427,18496,8468,10028,505141,240014,265127,61.6,44.9,76.7
５人以上,"医療,福祉",415954,96564,319390,6677,1777,4900,7106,1985,5121,415525,96356,319169,29.2,19.8,32
５人以上,"教育,学習支援業",354886,196111,158775,2232,1334,898,3505,1394,2111,353613,196051,157562,24.4,19.3,30.8
５人以上,複合サービス事業,54895,38897,15998,156,57,99,305,57,248,54746,38897,15849,19.1,10.6,39.7
５人以上,サービス業（他に分類されないもの）,1260957,774826,486131,19210,9436,9774,25189,12232,12957,1254978,772030,482948,17.5,10.2,29.2
30人以上,調査産業計,4507183,2986553,1520630,55070,28595,26475,60819,32634,28185,4501434,2982514,1518920,14.6,7.1,29.3
30人以上,鉱業,2165,1796,369,13,13,0,33,33,0,2145,1776,369,1.8,0.1,9.8
30人以上,建設業,214584,187327,27257,1413,1224,189,1806,1080,726,214191,187471,26720,2.5,1.2,11.7
30人以上,製造業,513701,394596,119105,5012,3177,1835,4453,3147,1306,514260,394626,119634,6,1.9,19.6
30人以上,電気・ガス・熱供給・水道業,40693,33532,7161,247,215,32,377,314,63,40563,33433,7130,7,5.9,12.4
30人以上,情報通信業,521324,414655,106669,5192,3489,1703,4496,3302,1194,522020,414842,107178,5.2,1.8,18.4
30人以上,運輸業,256246,225306,30940,2116,1780,336,3423,2824,599,254939,224262,30677,10.2,8.1,25.2
30人以上,卸売・小売業,872677,553135,319542,9505,4806,4699,10344,5193,5151,871838,552748,319090,18.5,6.2,39.8
30人以上,金融・保険業,334245,192582,141663,7137,1977,5160,4636,3097,1539,336746,191462,145284,7.4,1.6,15.1
30人以上,不動産業,65855,46571,19284,517,376,141,998,689,309,65374,46258,19116,11.5,6.5,23.6
30人以上,"飲食店,宿泊業",190921,108801,82120,4959,2243,2716,3779,1735,2044,192101,109309,82792,53,36.6,74.6
30人以上,"医療,福祉",265136,64727,200409,3477,1255,2222,4147,1393,2754,264466,64589,199877,22.3,17.3,23.9
30人以上,"教育,学習支援業",266601,159337,107264,1114,284,830,2481,855,1626,265234,158766,106468,17.5,14.7,21.8
30人以上,複合サービス事業,38870,32171,6699,114,57,57,127,57,70,38857,32171,6686,18.6,12.9,46.2
30人以上,サービス業（他に分類されないもの）,924165,572017,352148,14254,7699,6555,19719,8915,10804,918700,570801,347899,17,9.7,29.1
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２１年１月分（暫定版）,,,,,,,,,,,,,,,,
第３表  産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
