規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,18.3,152.5,139,13.5,13.4,80.8,77.4,3.4
５人以上,鉱業,18.5,148.8,135.3,13.5,9.8,59.4,56.3,3.1
５人以上,建設業,18.3,156.3,141,15.3,16.9,102.7,96.5,6.2
５人以上,製造業,17.7,147.8,137.2,10.6,15.3,103.3,98.2,5.1
５人以上,電気・ガス・熱供給・水道業,18.2,159.4,138.5,20.9,16,105,104.5,0.5
５人以上,情報通信業,18.2,159.5,138.8,20.7,13.9,93.1,87.4,5.7
５人以上,運輸業,19.4,168.1,146.1,22,14.4,95,86.1,8.9
５人以上,卸売・小売業,18.6,150.7,141,9.7,14.7,90.1,86.6,3.5
５人以上,金融・保険業,18.4,154.7,137.6,17.1,15.5,102.9,99.3,3.6
５人以上,不動産業,19.3,160.4,145.2,15.2,15.6,90.6,87.6,3
５人以上,"飲食店,宿泊業",19.6,167.1,155.5,11.6,12.7,75,71.7,3.3
５人以上,"医療,福祉",18.5,147.2,138.2,9,12.1,64.8,62.9,1.9
５人以上,"教育,学習支援業",16.8,129.3,123.5,5.8,9,43,42.5,0.5
５人以上,複合サービス事業,17.5,151.5,139.9,11.6,16,101.9,99.5,2.4
５人以上,サービス業（他に分類されないもの）,18.1,150.1,136.4,13.7,13.7,88.7,85,3.7
30人以上,調査産業計,18.3,153.4,138.7,14.7,13.8,83.6,79.7,3.9
30人以上,鉱業,18.5,148.8,135.3,13.5,9.8,59.4,56.3,3.1
30人以上,建設業,18.3,160.1,141.9,18.2,19,115.8,106.5,9.3
30人以上,製造業,17.7,150.2,138.5,11.7,16.3,115.4,107.4,8
30人以上,電気・ガス・熱供給・水道業,18.1,159.3,137.1,22.2,15.2,103.5,103.4,0.1
30人以上,情報通信業,18.3,160.1,138.5,21.6,14.7,93.5,88.8,4.7
30人以上,運輸業,19.4,167.3,145.5,21.8,14.2,95.4,86.9,8.5
30人以上,卸売・小売業,18.6,151.8,141,10.8,17,104,98.3,5.7
30人以上,金融・保険業,18.4,155.5,137.6,17.9,15.2,99.9,97.1,2.8
30人以上,不動産業,19,154.2,138.8,15.4,16.6,93.4,90.5,2.9
30人以上,"飲食店,宿泊業",21,185.6,173,12.6,12,69.2,66.2,3
30人以上,"医療,福祉",18.5,148.3,139.2,9.1,12.8,71,69.3,1.7
30人以上,"教育,学習支援業",16.7,128,122.5,5.5,8.3,41.1,40.5,0.6
30人以上,複合サービス事業,17.7,153.2,140.8,12.4,16.6,105.2,102.9,2.3
30人以上,サービス業（他に分類されないもの）,18.1,149.8,134.9,14.9,13.8,87.1,83.4,3.7
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２１年１月分（確報）,,,,,,,,,
第６表  産業、就業形態別労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
