規模,産業,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
５人以上,調査産業計,427712,393978,368352,25626,33734,105406,104656,100638,4018,750
５人以上,鉱業,473693,471074,451268,19806,2619,152800,152800,149867,2933,0
５人以上,建設業,461203,405602,376330,29272,55601,156726,154709,149042,5667,2017
５人以上,製造業,418394,402736,381197,21539,15658,135348,133796,123172,10624,1552
５人以上,電気・ガス・熱供給・水道業,518170,516921,443494,73427,1249,191801,191801,191555,246,0
５人以上,情報通信業,459808,408482,367533,40949,51326,131414,130924,126741,4183,490
５人以上,運輸業,421323,395152,351318,43834,26171,131396,130232,117800,12432,1164
５人以上,卸売・小売業,419888,378995,361880,17115,40893,96908,95977,93511,2466,931
５人以上,金融・保険業,571988,497606,465111,32495,74382,161687,155478,149403,6075,6209
５人以上,不動産業,420925,388873,367854,21019,32052,113138,112877,109518,3359,261
５人以上,"飲食店,宿泊業",311229,289075,270593,18482,22154,82687,82339,78123,4216,348
５人以上,"医療,福祉",359844,353443,333607,19836,6401,140378,140286,135831,4455,92
５人以上,"教育,学習支援業",474741,441667,432262,9405,33074,97751,97475,96044,1431,276
５人以上,複合サービス事業,442847,440063,411681,28382,2784,101871,101871,98391,3480,0
５人以上,サービス業（他に分類されないもの）,395383,373255,349127,24128,22128,117989,116790,112733,4057,1199
30人以上,調査産業計,456231,414502,384818,29684,41729,117286,116145,111006,5139,1141
30人以上,鉱業,473693,471074,451268,19806,2619,152800,152800,149867,2933,0
30人以上,建設業,514788,437450,398030,39420,77338,164378,164378,160253,4125,0
30人以上,製造業,444634,425158,400252,24906,19476,149104,147547,131595,15952,1557
30人以上,電気・ガス・熱供給・水道業,529636,529588,450922,78666,48,223449,223449,223095,354,0
30人以上,情報通信業,476624,419343,375660,43683,57281,138815,138355,133164,5191,460
30人以上,運輸業,432581,401818,356634,45184,30763,141549,139888,127329,12559,1661
30人以上,卸売・小売業,452458,400714,379969,20745,51744,106498,105249,101417,3832,1249
30人以上,金融・保険業,602657,516578,482989,33589,86079,160983,153231,148464,4767,7752
30人以上,不動産業,441188,400127,373034,27093,41061,112108,111887,107954,3933,221
30人以上,"飲食店,宿泊業",371846,327039,305639,21400,44807,83056,82059,77226,4833,997
30人以上,"医療,福祉",356546,355425,331251,24174,1121,160231,160231,154080,6151,0
30人以上,"教育,学習支援業",500578,461096,451192,9904,39482,103496,103053,102139,914,443
30人以上,複合サービス事業,475536,472387,441602,30785,3149,104180,104180,100173,4007,0
30人以上,サービス業（他に分類されないもの）,415326,386226,358789,27437,29100,118907,117217,112314,4903,1690
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２１年１１月分,,,,,,,,,,,
第５表  産業、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,,
