規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,19.8,164.1,149.8,14.3,13.4,80.8,77.9,2.9
５人以上,鉱業,19.8,156.8,142.5,14.3,12.5,68.6,46.3,22.3
５人以上,建設業,20.3,173.1,154.9,18.2,17.1,114.9,112.8,2.1
５人以上,製造業,19.3,159.3,148.2,11.1,16.3,112,106,6
５人以上,電気・ガス・熱供給・水道業,19.7,172.7,148.8,23.9,15.7,107.3,106.7,0.6
５人以上,情報通信業,19.8,171,149.3,21.7,15,94.3,90,4.3
５人以上,運輸業,20,174.4,150.8,23.6,15.7,109.4,99.9,9.5
５人以上,卸売・小売業,20.2,163.1,153.1,10,14.4,85.9,83.4,2.5
５人以上,金融・保険業,19.5,162.6,145.3,17.3,16,106.6,102.8,3.8
５人以上,不動産業,20.9,174.3,158.8,15.5,15.9,92.1,88.9,3.2
５人以上,"飲食店,宿泊業",19.4,157.8,149.2,8.6,13.1,77,74.1,2.9
５人以上,"医療,福祉",19.6,157.9,149,8.9,12.5,66.4,64.3,2.1
５人以上,"教育,学習支援業",18.4,140.8,134.1,6.7,8.2,44.1,43.7,0.4
５人以上,複合サービス事業,19.2,161.6,148.9,12.7,15.2,97.6,94,3.6
５人以上,サービス業（他に分類されないもの）,19.9,166.2,150.9,15.3,13.8,86,83.1,2.9
30人以上,調査産業計,19.6,164,148.4,15.6,13.3,81,77.8,3.2
30人以上,鉱業,19.8,156.8,142.5,14.3,12.5,68.6,46.3,22.3
30人以上,建設業,19.8,172.7,151.5,21.2,19.1,139.6,137.4,2.2
30人以上,製造業,19.1,158.7,147,11.7,16.6,119.8,112.1,7.7
30人以上,電気・ガス・熱供給・水道業,19.6,172,146.8,25.2,16.6,113.9,113.8,0.1
30人以上,情報通信業,19.7,171.2,148.5,22.7,15.7,98.7,93.7,5
30人以上,運輸業,19.9,172.7,149.4,23.3,15.2,109.6,100,9.6
30人以上,卸売・小売業,20,162.7,151.5,11.2,16.2,95.8,92.6,3.2
30人以上,金融・保険業,19.4,163.3,144.9,18.4,15.7,104.3,101.3,3
30人以上,不動産業,20.4,168.6,152.1,16.5,16.9,95,92.4,2.6
30人以上,"飲食店,宿泊業",20.7,173.4,162.7,10.7,12.1,72.2,68.5,3.7
30人以上,"医療,福祉",19.4,157.2,147.9,9.3,12.4,67.8,66,1.8
30人以上,"教育,学習支援業",18.3,139.6,133.1,6.5,6.9,39,38.5,0.5
30人以上,複合サービス事業,19.2,161.3,147.2,14.1,15.3,99.2,95,4.2
30人以上,サービス業（他に分類されないもの）,19.7,165.3,149,16.3,13.3,82,79.2,2.8
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２１年３月分,,,,,,,,,
第６表  産業、就業形態別労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
