規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,19.5,20.3,18.3,153.5,165.5,134.9,142.3,152,127.3,11.2,13.5,7.6
５人以上,鉱業,20.6,20.8,20.1,162.4,163.7,157.8,148.7,149.5,145.9,13.7,14.2,11.9
５人以上,建設業,21.5,21.7,20.5,179,183,158.5,164.9,167.2,153.1,14.1,15.8,5.4
５人以上,製造業,20.3,20.6,19.4,164,168.2,152.4,154.3,157.8,144.6,9.7,10.4,7.8
５人以上,電気・ガス・熱供給・水道業,20.9,21,20.1,179.3,181.6,163.6,158.8,160.4,148.1,20.5,21.2,15.5
５人以上,情報通信業,20.8,21.1,20,178,182.4,166.1,156.2,159.6,147.1,21.8,22.8,19
５人以上,運輸業,20.4,20.7,19.4,173.7,180.6,144.3,151.9,156,134.5,21.8,24.6,9.8
５人以上,卸売・小売業,19.6,20.4,18.4,149.3,162.4,130.9,141.5,153,125.2,7.8,9.4,5.7
５人以上,金融・保険業,20.7,21,20.2,169.4,174.3,162.1,153.8,157.2,148.7,15.6,17.1,13.4
５人以上,不動産業,20.8,21.4,19.6,164.5,173.2,145.5,152.9,160.1,137.2,11.6,13.1,8.3
５人以上,"飲食店,宿泊業",15.7,17.2,14.4,110.3,131.6,90.8,104.6,123.2,87.5,5.7,8.4,3.3
５人以上,"医療,福祉",18.4,18.2,18.5,137.3,144,135,131.5,138.6,129.1,5.8,5.4,5.9
５人以上,"教育,学習支援業",16.9,17.5,16.1,116.1,122,109.7,112.2,117.6,106.2,3.9,4.4,3.5
５人以上,複合サービス事業,18.7,19.1,18.1,153.8,164.2,134.2,144.5,153.2,128.1,9.3,11,6.1
５人以上,サービス業（他に分類されないもの）,19.9,20.6,18.9,158,167.8,144.7,146.5,154.5,135.7,11.5,13.3,9
30人以上,調査産業計,19.8,20.4,18.7,158.5,168.1,141.9,145.6,153.2,132.5,12.9,14.9,9.4
30人以上,鉱業,20.6,20.8,20.1,162.4,163.7,157.8,148.7,149.5,145.9,13.7,14.2,11.9
30人以上,建設業,21.6,21.7,20.6,183.6,187.1,160.7,165.4,167.1,154.2,18.2,20,6.5
30人以上,製造業,20.4,20.7,19.7,167,170.1,158.1,156.1,158.6,148.7,10.9,11.5,9.4
30人以上,電気・ガス・熱供給・水道業,20.9,21,20.1,180.4,182.5,165.1,158.3,159.7,148.3,22.1,22.8,16.8
30人以上,情報通信業,20.7,21,20,177.9,182,166.8,156,159.1,147.6,21.9,22.9,19.2
30人以上,運輸業,20.3,20.5,19.3,172.4,178.3,147.7,151.3,154.4,138.3,21.1,23.9,9.4
30人以上,卸売・小売業,20.2,20.8,19.2,157.5,167.9,140.7,147.7,157,132.8,9.8,10.9,7.9
30人以上,金融・保険業,20.7,21,20.2,170.5,175.1,163.6,154,157.2,149.2,16.5,17.9,14.4
30人以上,不動産業,21,21.6,19.8,164,173.2,144.7,150.5,157.5,135.8,13.5,15.7,8.9
30人以上,"飲食店,宿泊業",15.9,17.4,14.6,112.3,132.2,93.7,106.3,124,89.8,6,8.2,3.9
30人以上,"医療,福祉",18.4,18,18.5,139.7,144.6,138,133,138.4,131.1,6.7,6.2,6.9
30人以上,"教育,学習支援業",17,17.6,16.2,120.2,123.6,115.6,116,119.4,111.5,4.2,4.2,4.1
30人以上,複合サービス事業,18.7,18.9,18.1,155.4,164.5,129.8,146,153.3,125.4,9.4,11.2,4.4
30人以上,サービス業（他に分類されないもの）,19.7,20.3,18.7,156.8,166.1,143.3,144.4,152.1,133.2,12.4,14,10.1
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２１年７月分,,,,,,,,,,,,,
第２表  産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
