規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,700231,470812,431566,39246,229419,171042,158866,152229,6637,12176
100～499人,560222,403015,373974,29041,157207,135787,127460,121993,5467,8327
100人以上,623458,433636,399986,33650,189822,148477,138765,132877,5888,9712
30～99人,498374,380671,359854,20817,117703,106540,100966,97471,3495,5574
５～29人,463598,340455,325824,14631,123143,104719,101561,97823,3738,3158
30人以上,581962,416065,386672,29393,165897,125745,118276,113685,4591,7469
５人以上,550371,395885,370432,25453,154486,115326,109993,105825,4168,5333
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２１年７月分,,,,,,,,,,
第10表  規模、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
