規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,470401,538166,331719,452386,517634,318854,414003,38383,18015,20532,12865
100～499人,397541,465600,275510,372786,434579,261990,343027,29759,24755,31021,13520
100人以上,429469,498211,298946,407667,471904,285699,374129,33538,21802,26307,13247
30～99人,327984,396915,228095,319056,385622,222594,300694,18362,8928,11293,5501
５～29人,267075,339509,179467,259913,329281,176012,247946,11967,7162,10228,3455
30人以上,392342,463509,270199,375250,442346,260095,347264,27986,17092,21163,10104
５人以上,352729,428037,237311,338777,410002,229617,315857,22920,13952,18035,7694
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２１年４月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
