規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,18.4,19.1,17.4,145.7,156.7,128.7,134.5,143.2,121.1,11.2,13.5,7.6
５人以上,鉱業,19.4,19.5,18.9,154,156,145.7,140.8,142.1,135.4,13.2,13.9,10.3
５人以上,建設業,19.9,20.2,18.6,167,171.4,144.2,152.3,154.9,138.8,14.7,16.5,5.4
５人以上,製造業,18.8,19.1,18.1,154.5,158.8,142.9,144.1,147.6,134.5,10.4,11.2,8.4
５人以上,電気・ガス・熱供給・水道業,19.6,19.8,18.4,172.1,175.8,148.3,150.1,152.9,132,22,22.9,16.3
５人以上,情報通信業,19.2,19.4,18.5,165.1,168.8,155.1,144,146.6,136.9,21.1,22.2,18.2
５人以上,運輸業,19.4,19.7,18.1,167.3,174.5,136.1,145.4,149.8,126.3,21.9,24.7,9.8
５人以上,卸売・小売業,18.4,19.1,17.5,140.6,152.6,123.7,132.9,143.4,118.1,7.7,9.2,5.6
５人以上,金融・保険業,19.4,19.8,18.8,159.8,164.4,153,144.1,147.8,138.6,15.7,16.6,14.4
５人以上,不動産業,19.9,20.6,18.6,154.9,164.5,134.7,143.7,151.4,127.6,11.2,13.1,7.1
５人以上,"飲食店,宿泊業",15.7,16.9,14.5,109.5,129.5,91,103.6,120.9,87.6,5.9,8.6,3.4
５人以上,"医療,福祉",17.7,17.5,17.7,132.2,136.1,130.8,126.3,130.7,124.8,5.9,5.4,6
５人以上,"教育,学習支援業",16.5,17.2,15.8,117.1,123.6,109.9,113.5,119.3,107,3.6,4.3,2.9
５人以上,複合サービス事業,18.8,19.4,17.6,152.3,161.1,135.5,141.8,148.6,128.9,10.5,12.5,6.6
５人以上,サービス業（他に分類されないもの）,18.8,19.3,18,149.6,158.1,137.4,138.1,145,128.2,11.5,13.1,9.2
30人以上,調査産業計,18.7,19.2,17.8,150.5,159.1,135.7,137.5,144,126.2,13,15.1,9.5
30人以上,鉱業,19.4,19.5,18.9,154,156,145.7,140.8,142.1,135.4,13.2,13.9,10.3
30人以上,建設業,19.6,19.7,18.6,168.8,171.9,147.3,150.2,151.7,140,18.6,20.2,7.3
30人以上,製造業,18.9,19.1,18.2,156.6,159.7,147.6,144.8,147.3,137.5,11.8,12.4,10.1
30人以上,電気・ガス・熱供給・水道業,19.4,19.6,18.2,171.8,174.8,151.1,148.4,150.5,133.9,23.4,24.3,17.2
30人以上,情報通信業,19.2,19.4,18.6,165.6,168.9,156.3,143.7,146,137.2,21.9,22.9,19.1
30人以上,運輸業,19.4,19.6,18.2,167.4,173.3,141,145,148.2,130.9,22.4,25.1,10.1
30人以上,卸売・小売業,19,19.5,18.2,148.5,157.5,134.2,139.2,147.3,126.3,9.3,10.2,7.9
30人以上,金融・保険業,19.4,19.8,18.8,160.8,165.3,153.7,144.3,148,138.4,16.5,17.3,15.3
30人以上,不動産業,19.8,20.3,18.7,152.1,161.1,133.7,138.7,145.4,125,13.4,15.7,8.7
30人以上,"飲食店,宿泊業",16,17.3,14.7,112.9,133.2,94.4,106.5,124.6,90.1,6.4,8.6,4.3
30人以上,"医療,福祉",17.9,17.4,18.1,136.1,136.8,135.9,129.3,130.6,128.9,6.8,6.2,7
30人以上,"教育,学習支援業",17,17.6,16.2,121.1,126,114.7,117.4,122,111.4,3.7,4,3.3
30人以上,複合サービス事業,19,19.4,17.6,154.2,161.5,133.5,143.1,148.4,128,11.1,13.1,5.5
30人以上,サービス業（他に分類されないもの）,18.7,19.2,17.9,148.5,157,136,136,142.8,125.9,12.5,14.2,10.1
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２１年１０月分,,,,,,,,,,,,,
第２表  産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
