規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,491379,570645,330805,440024,507150,304043,400752,39272,51355,63495,26762
100～499人,388108,453064,273883,359365,418483,255405,332868,26497,28743,34581,18478
100人以上,433520,506193,297625,394834,458547,275692,362719,32115,38686,47646,21933
30～99人,325869,394627,221941,306603,371168,209014,289692,16911,19266,23459,12927
５～29人,258781,328580,174434,253901,321758,171902,243110,10791,4880,6822,2532
30人以上,394321,467596,267689,362706,428318,249318,336127,26579,31615,39278,18371
５人以上,351653,428101,233924,328454,398044,221288,306845,21609,23199,30057,12636
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２１年５月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
