規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,17.2,17.9,16.1,136.6,147.9,119,125.3,134.4,111.3,11.3,13.5,7.7
５人以上,鉱業,18.5,18.5,18.3,148.1,149.3,144.2,134.7,135.3,132.7,13.4,14,11.5
５人以上,建設業,18.2,18.5,16.9,153.8,157.8,132.3,138.9,141.6,124.3,14.9,16.2,8
５人以上,製造業,17.5,17.8,16.7,144.7,148.9,132.9,134.5,137.9,124.9,10.2,11,8
５人以上,電気・ガス・熱供給・水道業,18.2,18.4,16.9,158,160.8,137.5,137.6,139.5,124,20.4,21.3,13.5
５人以上,情報通信業,18,18.3,17.1,156.6,161.2,141.4,136.6,140.2,124.7,20,21,16.7
５人以上,運輸業,18.8,19.1,17.1,158.8,164.8,129.8,138.5,142.3,119.9,20.3,22.5,9.9
５人以上,卸売・小売業,17.5,18,16.7,132.9,143.1,118.4,125,134,112.2,7.9,9.1,6.2
５人以上,金融・保険業,18.2,18.5,17.8,151.8,156.1,145.3,135.5,138.6,130.8,16.3,17.5,14.5
５人以上,不動産業,18.8,19.2,17.9,149.7,159.3,131.5,136.4,143.2,123.5,13.3,16.1,8
５人以上,"飲食店,宿泊業",15.1,16.7,13.8,106.7,131.4,86.7,100.5,122.1,83.1,6.2,9.3,3.6
５人以上,"医療,福祉",16.5,16.4,16.5,121.4,128.7,119.1,114.6,122.4,112.2,6.8,6.3,6.9
５人以上,"教育,学習支援業",14.3,14.9,13.6,101.7,108.4,94.4,97.6,103.5,91.2,4.1,4.9,3.2
５人以上,複合サービス事業,17.2,17.7,16.3,141.1,150.9,122.6,131.4,139.3,116.5,9.7,11.6,6.1
５人以上,サービス業（他に分類されないもの）,17.3,18,16.4,138.7,147.8,125.6,126.8,134.1,116.4,11.9,13.7,9.2
30人以上,調査産業計,17.6,18.1,16.7,141.6,150.2,126.5,128.7,135.4,117,12.9,14.8,9.5
30人以上,鉱業,18.5,18.5,18.3,148.1,149.3,144.2,134.7,135.3,132.7,13.4,14,11.5
30人以上,建設業,18.4,18.5,17.7,158,160.5,139.9,140.2,141.6,130,17.8,18.9,9.9
30人以上,製造業,17.7,17.9,17,148.4,151.5,139.1,136.9,139.4,129.2,11.5,12.1,9.9
30人以上,電気・ガス・熱供給・水道業,18.1,18.2,16.9,158.5,161.1,139.2,136.6,138.2,124.6,21.9,22.9,14.6
30人以上,情報通信業,18.2,18.4,17.2,157.5,162.2,142.1,136.6,140.1,124.9,20.9,22.1,17.2
30人以上,運輸業,18.8,19.1,17.3,158.6,163.9,133.9,138.4,141.5,123.8,20.2,22.4,10.1
30人以上,卸売・小売業,18.3,18.6,17.8,141.5,148.5,130.2,131.8,138.1,121.6,9.7,10.4,8.6
30人以上,金融・保険業,18.2,18.5,17.8,152.9,156,147.4,135.7,138.1,131.5,17.2,17.9,15.9
30人以上,不動産業,18.6,19,17.8,144.1,152.3,126.7,130.8,137,117.6,13.3,15.3,9.1
30人以上,"飲食店,宿泊業",15.4,16.7,14.1,112.3,131.2,94.3,105.8,122.2,90.1,6.5,9,4.2
30人以上,"医療,福祉",17,16.7,17.1,127.4,131.9,125.9,120.3,124.8,118.8,7.1,7.1,7.1
30人以上,"教育,学習支援業",14.4,14.8,13.8,103.7,107.2,99.3,99.6,102.8,95.6,4.1,4.4,3.7
30人以上,複合サービス事業,17.4,17.7,16.8,142.9,150.7,121.7,132.7,138.6,116.6,10.2,12.1,5.1
30人以上,サービス業（他に分類されないもの）,17.3,18,16.3,138.5,148.1,125.1,125.6,133.5,114.5,12.9,14.6,10.6
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２１年１月分（確報）,,,,,,,,,,,,,
第２表  産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
