規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,526806,470118,427515,42603,56688,158711,157432,149448,7984,1279
100～499人,428106,395112,365462,29650,32994,124561,123826,118102,5724,735
100人以上,472485,428838,393364,35474,43647,137005,136071,129523,6548,934
30～99人,400222,374842,353622,21220,25380,98224,97678,93959,3719,546
５～29人,342898,335757,321000,14757,7141,89372,89048,86245,2803,324
30人以上,448773,411120,380323,30797,37653,115741,115020,110023,4997,721
５人以上,420349,390887,364396,26491,29462,103019,102489,98551,3938,530
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２１年５月分,,,,,,,,,,
第10表  規模、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
