規模,産業,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
５人以上,調査産業計,406879,394736,369568,25168,12143,105573,104522,100525,3997,1051
５人以上,鉱業,494359,487042,465651,21391,7317,196222,196222,160444,35778,0
５人以上,建設業,409916,406396,377108,29288,3520,162474,152569,147777,4792,9905
５人以上,製造業,410752,400712,379514,21198,10040,131177,130339,120127,10212,838
５人以上,電気・ガス・熱供給・水道業,540055,530251,450303,79948,9804,345468,207949,206454,1495,137519
５人以上,情報通信業,422821,404406,366103,38303,18415,136832,134235,128321,5914,2597
５人以上,運輸業,401252,389537,344354,45183,11715,131061,128780,115702,13078,2281
５人以上,卸売・小売業,391815,381523,365059,16464,10292,96846,95764,93175,2589,1082
５人以上,金融・保険業,513573,493042,460537,32505,20531,150068,148175,141574,6601,1893
５人以上,不動産業,410290,392573,371808,20765,17717,112274,111554,107662,3892,720
５人以上,"飲食店,宿泊業",298389,293049,273311,19738,5340,82628,82532,78091,4441,96
５人以上,"医療,福祉",360933,355829,333916,21913,5104,140777,140275,136251,4024,502
５人以上,"教育,学習支援業",481465,453445,445121,8324,28020,104253,101145,100022,1123,3108
５人以上,複合サービス事業,489756,485463,458348,27115,4293,129399,129399,127760,1639,0
５人以上,サービス業（他に分類されないもの）,385910,374954,352227,22727,10956,116186,115605,111685,3920,581
30人以上,調査産業計,430393,416048,386903,29145,14345,118753,117158,112090,5068,1595
30人以上,鉱業,494359,487042,465651,21391,7317,196222,196222,160444,35778,0
30人以上,建設業,442155,438926,399246,39680,3229,154667,154654,151268,3386,13
30人以上,製造業,436414,423815,398894,24921,12599,144008,142728,127376,15352,1280
30人以上,電気・ガス・熱供給・水道業,553325,543839,458595,85244,9486,443653,247809,245681,2128,195844
30人以上,情報通信業,434017,413512,372231,41281,20505,149708,146900,139596,7304,2808
30人以上,運輸業,408681,394330,347646,46684,14351,144700,141379,127361,14018,3321
30人以上,卸売・小売業,419872,405634,386101,19533,14238,109311,107116,103295,3821,2195
30人以上,金融・保険業,532598,510889,477161,33728,21709,149605,147454,142572,4882,2151
30人以上,不動産業,415306,399739,373241,26498,15567,112324,112254,107520,4734,70
30人以上,"飲食店,宿泊業",355454,345444,324290,21154,10010,83433,83227,78266,4961,206
30人以上,"医療,福祉",365172,361115,335659,25456,4057,162264,162264,156466,5798,0
30人以上,"教育,学習支援業",503674,472745,464197,8548,30929,110263,105916,105010,906,4347
30人以上,複合サービス事業,525565,523169,494086,29083,2396,140219,140219,138805,1414,0
30人以上,サービス業（他に分類されないもの）,400100,389366,363233,26133,10734,118436,117684,113024,4660,752
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２１年１０月分,,,,,,,,,,,
第５表  産業、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,,
