規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,20.7,170.8,156.6,14.2,14,84.2,81.2,3
５人以上,鉱業,20.3,160.7,145.1,15.6,9.4,52.2,52.1,0.1
５人以上,建設業,21.3,180.2,163.2,17,20.8,136.6,133.3,3.3
５人以上,製造業,20.5,169.7,158.7,11,17.3,118,111.5,6.5
５人以上,電気・ガス・熱供給・水道業,20.2,175,153.2,21.8,15.8,110.4,110.3,0.1
５人以上,情報通信業,20.6,177.3,155.8,21.5,14.9,92.1,88.3,3.8
５人以上,運輸業,21.2,184.1,160.6,23.5,16,110.9,101,9.9
５人以上,卸売・小売業,21,168.8,158.4,10.4,14.7,89.2,86.6,2.6
５人以上,金融・保険業,20.6,171.7,154,17.7,16.2,109,105.2,3.8
５人以上,不動産業,21.2,178,161.7,16.3,16.7,94.4,91.1,3.3
５人以上,"飲食店,宿泊業",19.9,163.9,153.9,10,13.3,78.1,75.1,3
５人以上,"医療,福祉",20.6,165.9,157.2,8.7,13,69,67,2
５人以上,"教育,学習支援業",19.8,150.2,143.5,6.7,8.9,46.8,46.4,0.4
５人以上,複合サービス事業,20.3,171.2,158.6,12.6,16.3,100.6,99.1,1.5
５人以上,サービス業（他に分類されないもの）,20.6,169.5,154.9,14.6,14.9,94.8,91.2,3.6
30人以上,調査産業計,20.5,169.9,154.5,15.4,13.9,84.5,81.2,3.3
30人以上,鉱業,20.3,160.7,145.1,15.6,9.4,52.2,52.1,0.1
30人以上,建設業,20.9,179.3,159.4,19.9,19.3,139,134.7,4.3
30人以上,製造業,20.4,169.2,157.5,11.7,17.7,125.8,117.5,8.3
30人以上,電気・ガス・熱供給・水道業,20,174.3,151.2,23.1,17.5,122.9,122.7,0.2
30人以上,情報通信業,20.6,177.6,155.1,22.5,15.7,96.2,91.6,4.6
30人以上,運輸業,21,181.5,158.4,23.1,15.7,113.1,103.3,9.8
30人以上,卸売・小売業,20.5,166.4,154.6,11.8,16.2,98.6,95.7,2.9
30人以上,金融・保険業,20.6,172.8,154.3,18.5,15.9,106.3,103.4,2.9
30人以上,不動産業,21,173.9,156.8,17.1,17.1,94.4,91.8,2.6
30人以上,"飲食店,宿泊業",21.4,181.2,167.7,13.5,12.1,71.5,67.9,3.6
30人以上,"医療,福祉",20.3,165,155.9,9.1,12.9,70.6,69.1,1.5
30人以上,"教育,学習支援業",19.6,147.1,141.1,6,8.1,43.8,43.4,0.4
30人以上,複合サービス事業,20.4,173,158.8,14.2,16.7,102.8,101.2,1.6
30人以上,サービス業（他に分類されないもの）,20.3,166.3,151.1,15.2,14.8,91.1,87.7,3.4
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２１年４月分,,,,,,,,,
第６表  産業、就業形態別労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
