規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,18,18.8,16.8,142.6,154.7,124,131.2,140.8,116.5,11.4,13.9,7.5
５人以上,鉱業,18.4,18.5,18,147.3,148.6,142.5,133.7,134.5,130.6,13.6,14.1,11.9
５人以上,建設業,20.3,20.4,19.6,170.6,174.1,152,153.8,155.6,144.4,16.8,18.5,7.6
５人以上,製造業,19.3,19.5,18.5,158.4,162.8,145.9,147.4,150.8,137.6,11,12,8.3
５人以上,電気・ガス・熱供給・水道業,18.3,18.5,17,159.6,162.7,138,137.7,139.6,124.1,21.9,23.1,13.9
５人以上,情報通信業,18.6,18.9,17.9,159.6,163.8,146.5,139.3,142.5,129.3,20.3,21.3,17.2
５人以上,運輸業,19.7,20,18.7,168.3,173.8,141.5,146.8,149.9,131.8,21.5,23.9,9.7
５人以上,卸売・小売業,18.3,19.1,17.3,139.8,152.4,122.9,132.3,143.2,117.7,7.5,9.2,5.2
５人以上,金融・保険業,17.9,18.2,17.5,147.9,152.8,140.3,132.4,135.8,127.2,15.5,17,13.1
５人以上,不動産業,19.5,20.1,18.3,154.8,164.7,135.2,142.2,149.6,127.5,12.6,15.1,7.7
５人以上,"飲食店,宿泊業",14.8,16.1,13.6,102.1,124.3,83.7,97.2,116.8,80.9,4.9,7.5,2.8
５人以上,"医療,福祉",16.8,16.9,16.7,125.9,134.3,123.1,118.7,128,115.7,7.2,6.3,7.4
５人以上,"教育,学習支援業",15.6,16.4,14.6,109.8,114.5,104.6,105.3,109.7,100.4,4.5,4.8,4.2
５人以上,複合サービス事業,16.8,17.3,15.7,138.4,147.3,121.4,128,135.1,114.4,10.4,12.2,7
５人以上,サービス業（他に分類されないもの）,18.3,18.9,17.4,145.8,155.1,132.5,133.6,140.9,123.3,12.2,14.2,9.2
30人以上,調査産業計,18,18.6,17,145.1,154.1,129.5,132.2,139,120.3,12.9,15.1,9.2
30人以上,鉱業,18.4,18.5,18,147.3,148.6,142.5,133.7,134.5,130.6,13.6,14.1,11.9
30人以上,建設業,19.5,19.5,19.3,167.9,170.3,150.9,148.2,149,142.5,19.7,21.3,8.4
30人以上,製造業,19,19.2,18.3,157.7,160.6,148.1,145.7,148,138.2,12,12.6,9.9
30人以上,電気・ガス・熱供給・水道業,18.1,18.3,17,159.2,161.7,140,135.5,136.9,124.8,23.7,24.8,15.2
30人以上,情報通信業,18.4,18.6,17.8,158.3,162.2,146.2,137,139.8,128.4,21.3,22.4,17.8
30人以上,運輸業,19.5,19.7,18.4,165.5,170.4,142.8,144.6,147.2,132.8,20.9,23.2,10
30人以上,卸売・小売業,18.6,19.2,17.8,145,154.2,131,136.1,143.8,124.4,8.9,10.4,6.6
30人以上,金融・保険業,17.9,18.2,17.5,148.8,153.1,142,132.4,135.5,127.5,16.4,17.6,14.5
30人以上,不動産業,18.9,19.4,17.8,146.6,155.1,128.8,133.2,139.8,119.5,13.4,15.3,9.3
30人以上,"飲食店,宿泊業",15.1,16.3,14,109,127,91.9,102.9,118.5,88.1,6.1,8.5,3.8
30人以上,"医療,福祉",16.7,17,16.6,128,135.5,125.3,120.4,128.8,117.4,7.6,6.7,7.9
30人以上,"教育,学習支援業",15.7,16.5,14.8,110.6,113.2,107.1,106.4,109,103,4.2,4.2,4.1
30人以上,複合サービス事業,16.7,17.2,15.5,139.3,147.1,118,127.8,134.1,110.7,11.5,13,7.3
30人以上,サービス業（他に分類されないもの）,17.9,18.5,17,143.2,151.8,130.9,130.4,137.2,120.6,12.8,14.6,10.3
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２１年２月分,,,,,,,,,,,,,
第２表  産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
