規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,5425741,78146,89446,5414770,1487308,62997,80526,1469450
５人以上,鉱業,1959,18,29,1948,14,0,0,14
５人以上,建設業,308441,2404,3077,307638,10784,599,954,10559
５人以上,製造業,646348,6087,7825,644726,52561,920,1679,51686
５人以上,電気・ガス・熱供給・水道業,32838,187,175,32850,765,100,72,793
５人以上,情報通信業,684953,7600,7587,684966,31503,1255,1283,31475
５人以上,運輸業,317807,6042,4973,318877,40286,2211,1601,40895
５人以上,卸売・小売業,1082645,13911,17890,1078667,397724,20383,22204,395902
５人以上,金融・保険業,338814,4508,6216,337106,20048,382,462,19968
５人以上,不動産業,108579,1640,2031,108187,20164,708,729,20144
５人以上,"飲食店,宿泊業",211307,3718,3158,212179,385103,20842,22008,383625
５人以上,"医療,福祉",338799,9899,9669,339029,154368,4065,2759,155674
５人以上,"教育,学習支援業",266618,1927,2887,265657,115231,4004,5978,113258
５人以上,複合サービス事業,45854,1366,1495,45725,11998,59,713,11344
５人以上,サービス業（他に分類されないもの）,1040779,18839,22434,1037215,246759,7469,20084,234113
30人以上,調査産業計,3965358,59742,68973,3956152,753328,26321,42782,736842
30人以上,鉱業,1959,18,29,1948,14,0,0,14
30人以上,建設業,189667,1652,1972,189348,3643,473,604,3511
30人以上,製造業,491930,5021,6319,490615,28127,540,909,27775
30人以上,電気・ガス・熱供給・水道業,30060,187,175,30072,498,72,72,498
30人以上,情報通信業,591066,7145,7262,590949,25697,566,1201,25062
30人以上,運輸業,255456,4090,4644,254903,30197,883,1020,30059
30人以上,卸売・小売業,708438,10461,11192,707710,143952,6520,6648,143821
30人以上,金融・保険業,288913,3639,5493,287058,14810,234,462,14583
30人以上,不動産業,66221,845,1267,65798,14295,535,472,14359
30人以上,"飲食店,宿泊業",91470,957,1840,90587,140756,7742,6511,141987
30人以上,"医療,福祉",245012,8975,8433,245554,93107,2178,1429,93856
30人以上,"教育,学習支援業",216368,756,1247,215877,74502,2194,4982,71714
30人以上,複合サービス事業,34333,1249,1332,34250,9022,17,653,8386
30人以上,サービス業（他に分類されないもの）,754465,14747,17768,751483,174708,4367,17819,161217
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２１年３月分,,,,,,,,,
第７表  産業、就業形態別労働者数,,,,,,,,,
