規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,18.4,153,140,13,13.6,83.9,80.5,3.4
５人以上,鉱業,18.3,153,134.7,18.3,13.7,59.1,57,2.1
５人以上,建設業,18.5,154.9,140.8,14.1,14.6,97.4,95.1,2.3
５人以上,製造業,17.5,143.6,133.7,9.9,15.4,102.2,98.6,3.6
５人以上,電気・ガス・熱供給・水道業,18.2,152.9,138.7,14.2,16.1,118.7,115.7,3
５人以上,情報通信業,18.2,158.7,138.6,20.1,15.1,105.3,94.1,11.2
５人以上,運輸業,19.5,174.4,150.9,23.5,14.3,98.8,89.9,8.9
５人以上,卸売・小売業,18.8,151.9,143.7,8.2,14.6,90.3,87.6,2.7
５人以上,金融・保険業,18,147.1,132.7,14.4,15.5,102,98.6,3.4
５人以上,不動産業,19,160.4,146.2,14.2,14.2,80.2,78,2.2
５人以上,"飲食店,宿泊業",19.8,171.1,157,14.1,12.9,77.2,73.8,3.4
５人以上,"医療,福祉",18.6,146.9,137.8,9.1,11.8,60.9,58.6,2.3
５人以上,"教育,学習支援業",17.9,135,127.2,7.8,8.6,44.3,43.9,0.4
５人以上,複合サービス事業,17.7,152.1,138.4,13.7,16.2,99.7,94.5,5.2
５人以上,サービス業（他に分類されないもの）,18.5,154.6,140.5,14.1,14.6,94.9,90.9,4
30人以上,調査産業計,18.5,154.3,140.2,14.1,14.5,90.2,86.2,4
30人以上,鉱業,18.3,153,134.7,18.3,13.7,59.1,57,2.1
30人以上,建設業,18.6,157.8,141.6,16.2,15.5,114.6,111.5,3.1
30人以上,製造業,17.5,144.8,133.8,11,16.5,114,108.7,5.3
30人以上,電気・ガス・熱供給・水道業,18.1,152.4,137.7,14.7,16,120.6,117.3,3.3
30人以上,情報通信業,18.2,159.2,138.1,21.1,16.2,109,97.1,11.9
30人以上,運輸業,19.5,175.1,151.4,23.7,13.9,100.8,92.3,8.5
30人以上,卸売・小売業,18.9,154.2,145.6,8.6,16.9,104.7,101,3.7
30人以上,金融・保険業,17.9,146.3,131.6,14.7,15.4,99.2,96.5,2.7
30人以上,不動産業,18.5,153.7,139.9,13.8,14.7,76.7,75.3,1.4
30人以上,"飲食店,宿泊業",21,190.3,172.6,17.7,12.5,74.7,71.4,3.3
30人以上,"医療,福祉",18.7,148.1,138.7,9.4,12.6,66.3,63.9,2.4
30人以上,"教育,学習支援業",18.1,134.9,127,7.9,7.2,42.4,41.9,0.5
30人以上,複合サービス事業,17.9,154.2,138.8,15.4,17.1,103.5,97.2,6.3
30人以上,サービス業（他に分類されないもの）,18.6,156.1,140.7,15.4,15.2,96.2,92.1,4.1
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２１年１月分（暫定版）,,,,,,,,,
第６表  産業、就業形態別労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
