規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,6913049,4193090,2719959,141143,71059,70084,169972,85796,84176,6884220,4178353,2705867,21.3,11.4,36.8
５人以上,鉱業,1973,1541,432,18,18,0,29,28,1,1962,1531,431,0.7,0.7,0.7
５人以上,建設業,319225,267990,51235,3003,2402,601,4031,3027,1004,318197,267365,50832,3.3,1.5,12.7
５人以上,製造業,698909,514270,184639,7007,4821,2186,9504,7224,2280,696412,511867,184545,7.4,2.8,20.2
５人以上,電気・ガス・熱供給・水道業,33603,29505,4098,287,234,53,247,230,17,33643,29509,4134,2.4,1.7,7.4
５人以上,情報通信業,716456,543039,173417,8855,5679,3176,8870,5948,2922,716441,542770,173671,4.4,1.4,13.7
５人以上,運輸業,358093,296312,61781,8253,7150,1103,6574,5161,1413,359772,298301,61471,11.4,8.7,24.2
５人以上,卸売・小売業,1480369,849416,630953,34294,16752,17542,40094,17175,22919,1474569,848993,625576,26.8,13.8,44.5
５人以上,金融・保険業,358862,214914,143948,4890,3144,1746,6678,4099,2579,357074,213959,143115,5.6,1.6,11.6
５人以上,不動産業,128743,84466,44277,2348,1347,1001,2760,1571,1189,128331,84242,44089,15.7,7.2,32
５人以上,"飲食店,宿泊業",596410,269178,327232,24560,9926,14634,25166,12293,12873,595804,266811,328993,64.4,48.1,77.6
５人以上,"医療,福祉",493167,120638,372529,13964,3591,10373,12428,3221,9207,494703,121008,373695,31.5,24.8,33.6
５人以上,"教育,学習支援業",381849,202480,179369,5931,2650,3281,8865,4260,4605,378915,200870,178045,29.9,24,36.5
５人以上,複合サービス事業,57852,38084,19768,1425,620,805,2208,1332,876,57069,37372,19697,19.9,8.1,42.2
５人以上,サービス業（他に分類されないもの）,1287538,761257,526281,26308,12725,13583,42518,20227,22291,1271328,753755,517573,18.4,11.3,28.8
30人以上,調査産業計,4718686,2991680,1727006,86063,44757,41306,111755,58461,53294,4692994,2977976,1715018,15.7,7.9,29.3
30人以上,鉱業,1973,1541,432,18,18,0,29,28,1,1962,1531,431,0.7,0.7,0.7
30人以上,建設業,193310,170011,23299,2125,1524,601,2576,2011,565,192859,169524,23335,1.8,0.6,10.7
30人以上,製造業,520057,391509,128548,5561,4168,1393,7228,5770,1458,518390,389907,128483,5.4,2,15.4
30人以上,電気・ガス・熱供給・水道業,30558,26917,3641,259,206,53,247,230,17,30570,26893,3677,1.6,1.5,2.6
30人以上,情報通信業,616763,467024,149739,7711,5273,2438,8463,5747,2716,616011,466550,149461,4.1,1.3,12.9
30人以上,運輸業,285653,234881,50772,4973,3923,1050,5664,4666,998,284962,234138,50824,10.5,8.8,18.7
30人以上,卸売・小売業,852390,510651,341739,16981,8220,8761,17840,7879,9961,851531,510992,340539,16.9,4.8,35
30人以上,金融・保険業,303723,187410,116313,3873,2529,1344,5955,3566,2389,301641,186373,115268,4.8,1.6,10
30人以上,不動産業,80516,54589,25927,1380,742,638,1739,1161,578,80157,54170,25987,17.9,8,38.7
30人以上,"飲食店,宿泊業",232226,112663,119563,8699,3892,4807,8351,4378,3973,232574,112177,120397,61.1,46.3,74.8
30人以上,"医療,福祉",338119,88074,250045,11153,2960,8193,9862,2510,7352,339410,88524,250886,27.7,24.6,28.7
30人以上,"教育,学習支援業",290870,163832,127038,2950,615,2335,6229,2813,3416,287591,161634,125957,24.9,20.4,30.8
30人以上,複合サービス事業,43355,31905,11450,1266,564,702,1985,1254,731,42636,31215,11421,19.7,9.7,46.9
30人以上,サービス業（他に分類されないもの）,929173,550673,378500,19114,10123,8991,35587,16448,19139,912700,544348,368352,17.7,10.6,28.1
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２１年３月分,,,,,,,,,,,,,,,,
第３表  産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
