規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,445897,515878,303150,436319,504992,296239,402941,33378,9578,10886,6911
100～499人,380029,440551,274945,366501,424568,265679,341565,24936,13528,15983,9266
100人以上,409099,474837,286666,397314,461174,278379,368652,28662,11785,13663,8287
30～99人,319509,387953,216266,312370,379454,211178,295527,16843,7139,8499,5088
５～29人,260024,327026,176381,255910,321345,174222,245941,9969,4114,5681,2159
30人以上,376347,444645,258738,366260,432776,251720,341919,24341,10087,11869,7018
５人以上,339419,410549,229069,331228,400474,223802,311450,19778,8191,10075,5267
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２１年９月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
