規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,455085,526174,310024,445334,514167,304877,411271,34063,9751,12007,5147
100～499人,372976,432287,268434,364722,421740,264222,339512,25210,8254,10547,4212
100人以上,409203,474885,285807,400288,463675,281204,371172,29116,8915,11210,4603
30～99人,333685,409820,225237,315148,383906,217209,298977,16171,18537,25914,8028
５～29人,266982,334469,182193,256815,321650,175356,246385,10430,10167,12819,6837
30人以上,381573,452642,261182,369138,436406,255187,344758,24380,12435,16236,5995
５人以上,345230,418203,233006,333514,402963,226710,313558,19956,11716,15240,6296
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２１年８月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
