規模,和暦年,西暦年,年平均・月・対前年同月比,調査産業計,調査産業計／対前年比・対前年同月比（％）,鉱業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業,卸売・小売業,金融・保険業,不動産業,飲食店，宿泊業,医療，福祉,教育，学習支援業,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成15,2003,年平均,94.9,－,120.3,93.3,103.8,90.6,－,－,－,－,－,－,－,－,－,－
５人以上,平成16,2004,年平均,96.1,1.3,109.7,94.4,104.4,109.6,－,－,－,－,－,－,－,－,－,－
５人以上,平成17,2005,年平均,100,4.1,100,100,100,100,100,100,100,100,100,100,100,100,100,100
５人以上,平成18,2006,年平均,100.8,0.8,112,97,100.7,99,99.5,100.3,103.4,100.6,108.3,93.4,105.2,100.5,101.3,98.5
５人以上,平成19,2007,年平均,100.8,0,104.5,99.6,99.7,99.3,104.1,102.6,101.5,101.6,110.2,90.3,105.2,97.4,97.2,100.2
５人以上,平成20,2008,年平均,100.8,0,113.6,97.8,100.5,102.6,103.9,106.6,104,105.5,99.4,84.3,105.5,93.9,111.4,100.6
５人以上,平成20,2008,4月,84.1,-0.8,75.7,83.7,82.3,78.1,86.5,91.8,88.9,77,87.4,76.5,89,76.9,90.5,84.9
５人以上,平成20,2008,5月,83.6,0,75.1,82.5,79.6,73.4,94.9,94.1,86.7,77.7,90.5,77.6,85.6,69,88.5,84
５人以上,平成20,2008,6月,160.7,-1.6,294.3,135,173.8,218.4,162.6,144.7,163.2,203,143,88,162.5,180.7,214.9,147.2
５人以上,平成20,2008,7月,107.5,-0.6,94.2,115.7,116.3,77.3,109.1,128.7,117.2,85,119.6,88.6,110.8,79.8,101.5,110.1
５人以上,平成20,2008,8月,82.3,0.4,79.4,84.2,78.9,74.6,85.1,94.6,87.2,76.9,82.3,76.1,86,69.8,84.1,84.2
５人以上,平成20,2008,9月,84.4,4.6,82.7,83,78.2,78.6,87.6,86.5,101.3,76.3,81.1,71.5,86.3,68.4,82.8,83.8
５人以上,平成20,2008,10月,80.8,-0.6,78.3,82.1,80.2,81.2,84.1,86.1,81.8,76.9,79.4,71.6,88.3,72.9,97.5,83.9
５人以上,平成20,2008,11月,85.2,-3.7,92.5,87.3,84.2,79.9,86.3,97.4,88.3,79.1,80.7,76.2,90.5,70.4,83.6,91.8
５人以上,平成20,2008,12月,182.9,-2.3,263.9,167.4,195.1,243.7,190.2,194.7,169.6,198,179.2,133.9,198,212.5,230.7,181.6
５人以上,平成21,2009,1月,82.4,-2.4,81.6,83.7,79.3,76.9,93.2,91.5,82.3,78.2,85.2,79.8,94,68.4,89.1,83.8
５人以上,平成21,2009,2月,80.9,-5,79.6,83.5,77.3,77.4,85.2,86.8,83.3,85.7,79.4,73.9,86.6,70.4,84.3,82.8
５人以上,平成21,2009,3月,84.7,-4.2,85.6,86.2,83.1,80.6,89.8,88.1,84.8,82.1,83.9,77.8,95.1,81.2,87.8,87.3
５人以上,平成21,2009,4月,83.2,-1.1,80.2,90.5,81.5,81.6,87.8,89.2,84.9,79.1,79.6,77.6,89.6,73.6,91,85.2
５人以上,平成21,2009,4月（対前年同月比（％））,－,－,5.9,8.1,-1,4.5,1.5,-2.8,-4.5,2.7,-8.9,1.4,0.7,-4.3,0.6,0.4
30人以上,平成15,2003,年平均,95.7,－,107,93.7,106.5,92,－,－,－,－,－,－,－,－,－,－
30人以上,平成16,2004,年平均,97.7,2.1,110.1,92.3,105.8,112.5,－,－,－,－,－,－,－,－,－,－
30人以上,平成17,2005,年平均,100,2.4,100,100,100,100,100,100,100,100,100,100,100,100,100,100
30人以上,平成18,2006,年平均,100.8,0.8,102.1,97.5,101.1,99.6,99.3,103,103.8,100.8,104.9,92,101,101.2,100.5,98.7
30人以上,平成19,2007,年平均,101.7,0.9,95.3,100.7,100.6,100.5,103.5,103.3,102.2,102.1,101.9,90.3,106,101.5,96.3,101.5
30人以上,平成20,2008,年平均,103,1.3,103.6,101.2,101.6,105.1,104.6,109.2,106.5,106.9,99.7,82.6,104.1,99.2,116.7,101.9
30人以上,平成20,2008,4月,83.9,0.1,69,83.3,80.2,78.7,85.7,93.8,87.9,76.9,81.9,74,87,80.5,97.1,85.7
30人以上,平成20,2008,5月,83.6,1.2,68.6,82.7,78,74.5,94.4,98.1,85.8,77.9,90.2,73.8,83.3,71.5,93.2,84.7
30人以上,平成20,2008,6月,175.5,-1.3,268.4,150.5,191.2,230,171.4,151.1,187.7,209.3,152.6,86.5,165.9,198.4,232.9,154
30人以上,平成20,2008,7月,105.3,0,86,117.2,113.6,75.8,108.9,126.4,111.4,83.9,118.9,84.7,107.2,80.3,96.6,109.1
30人以上,平成20,2008,8月,81.8,2.1,72.4,84.5,76.7,75.9,85.1,98.6,87.3,76.5,77.8,70.7,80.8,72.4,89,83.2
30人以上,平成20,2008,9月,85.4,7,75.4,82.4,76.7,80.2,87.7,89.6,108.2,76.2,81.7,64.3,81.7,71.1,87.5,83.8
30人以上,平成20,2008,10月,80.5,0.4,71.4,81.9,79.2,82.4,83.2,88,80.5,76.5,77.7,62.3,84.5,75.7,104.5,84.1
30人以上,平成20,2008,11月,86,-2.8,84.4,88.5,83.9,81.8,84.8,101.4,89.8,79.1,79,70.8,86.5,72.7,87.3,94.1
30人以上,平成20,2008,12月,194.6,-1.1,240.7,188.7,208,252.6,199.3,200.4,179.5,199.9,195.6,139.2,205,229,234.7,188.3
30人以上,平成21,2009,1月,81.2,-3.8,74.5,83.1,76.8,78.2,93.2,94.4,79.7,77.7,82.8,66.3,90.8,69.7,95.4,81.1
30人以上,平成21,2009,2月,80.5,-6,72.6,84.7,74.8,78.7,84.5,88.4,83.3,86.1,74.7,64.9,82.5,72.5,90.1,81.5
30人以上,平成21,2009,3月,84.4,-5.6,78.1,87.9,81.8,82.2,88.9,90.3,84.7,80.6,77.5,68.6,91.8,84.6,91.2,86.3
30人以上,平成21,2009,4月,82.3,-1.9,73.2,94.2,79.6,82.7,87.2,91.3,83,78.2,76.3,67.6,85,75.3,98.6,83.5
30人以上,平成21,2009,4月（対前年同月比（％））,－,－,6.1,13.1,-0.7,5.1,1.8,-2.7,-5.6,1.7,-6.8,-8.6,-2.3,-6.5,1.5,-2.6
,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２１年４月分,,,,,,,,,,,,,,,,,,,
第12表　名目賃金指数（現金給与総額）,,,,,,,,,,,,,,,,,,,
（平成１７年平均＝100）,,,,,,,,,,,,,,,,,,,
調査対象事業所の抽出替えに伴い、指数を平成21年１月分確報公表時に過去に遡って改訂しています（賃金指数、労働時間指数は平成19年以降、常用雇用指数は平成17年以降）。,,,,,,,,,,,,,,,,,,,
