規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,6926479,4199827,2726652,106794,51024,55770,120224,57186,63038,6913049,4193665,2719384,21.5,11.6,36.7
５人以上,鉱業,1976,1541,435,10,10,0,13,11,2,1973,1540,433,0.7,0.7,0.7
５人以上,建設業,319817,268133,51684,1674,1170,504,2266,1772,494,319225,267531,51694,4.9,3.1,14.2
５人以上,製造業,704287,522370,181917,3759,2401,1358,9137,5798,3339,698909,518973,179936,7.3,2.9,19.8
５人以上,電気・ガス・熱供給・水道業,33708,29646,4062,75,69,6,180,163,17,33603,29552,4051,2,1.3,7.5
５人以上,情報通信業,713578,543507,170071,7214,3279,3935,4336,3021,1315,716456,543765,172691,4.3,1.3,13.8
５人以上,運輸業,357720,297333,60387,5506,3452,2054,5133,3704,1429,358093,297081,61012,11.6,9,24.3
５人以上,卸売・小売業,1476718,847583,629135,29970,14814,15156,26319,12997,13322,1480369,849400,630969,26.4,13.4,43.8
５人以上,金融・保険業,358251,214261,143990,4674,2374,2300,4063,2179,1884,358862,214456,144406,6.3,1.8,12.8
５人以上,不動産業,129115,85648,43467,2084,1309,775,2456,1535,921,128743,85422,43321,14.9,6.8,31.1
５人以上,"飲食店,宿泊業",606076,275998,330078,18338,8152,10186,28004,11985,16019,596410,272165,324245,64.6,49.7,77.2
５人以上,"医療,福祉",497619,120454,377165,7437,2153,5284,11889,1316,10573,493167,121291,371876,30.4,23.8,32.6
５人以上,"教育,学習支援業",382135,200460,181675,2795,1108,1687,3081,1264,1817,381849,200304,181545,31.6,26.2,37.6
５人以上,複合サービス事業,58521,38256,20265,60,51,9,729,221,508,57852,38086,19766,20.7,7.9,45.4
５人以上,サービス業（他に分類されないもの）,1286958,754637,532321,23198,10682,12516,22618,11220,11398,1287538,754099,533439,19,11.5,29.7
30人以上,調査産業計,4717444,2993841,1723603,65124,30932,34192,63882,30791,33091,4718686,2993982,1724704,16,8.3,29.3
30人以上,鉱業,1976,1541,435,10,10,0,13,11,2,1973,1540,433,0.7,0.7,0.7
30人以上,建設業,193647,169769,23878,881,752,129,1218,1083,135,193310,169438,23872,4.5,3.2,13.4
30人以上,製造業,522909,398366,124543,2633,1674,959,5485,3241,2244,520057,396799,123258,5.1,2.2,14.4
30人以上,電気・ガス・熱供給・水道業,30619,27014,3605,75,69,6,136,119,17,30558,26964,3594,1.4,1.2,2.6
30人以上,情報通信業,614401,467214,147187,6042,2509,3533,3680,2592,1088,616763,467131,149632,4.1,1.2,13.2
30人以上,運輸業,283696,234094,49602,4573,3237,1336,2616,1784,832,285653,235547,50106,11,9.5,17.8
30人以上,卸売・小売業,849071,511508,337563,15408,7273,8135,12089,6600,5489,852390,512181,340209,16.8,4.9,34.7
30人以上,金融・保険業,302910,186907,116003,3808,1987,1821,2995,1640,1355,303723,187254,116469,5.6,2,11.5
30人以上,不動産業,80555,54381,26174,866,547,319,905,497,408,80516,54431,26085,17.2,7.7,37
30人以上,"飲食店,宿泊業",233017,113377,119640,7227,3109,4118,8018,3793,4225,232226,112693,119533,60.6,45.9,74.5
30人以上,"医療,福祉",342075,89753,252322,4953,1574,3379,8909,845,8064,338119,90482,247637,26.4,24.6,27.1
30人以上,"教育,学習支援業",290958,162086,128872,1853,848,1005,1941,1011,930,290870,161923,128947,27.6,23.2,33.1
30人以上,複合サービス事業,43945,32076,11869,60,51,9,650,221,429,43355,31906,11449,20.8,9.5,52.4
30人以上,サービス業（他に分類されないもの）,927665,545755,381910,16735,7292,9443,15227,7354,7873,929173,545693,383480,18.2,10.8,28.6
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２１年２月分,,,,,,,,,,,,,,,,
第３表  産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
