規模,和暦年,西暦年,年平均・月・対前年同月比,調査産業計,調査産業計／対前年比・対前年同月比（％）,鉱業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業,卸売・小売業,金融・保険業,不動産業,飲食店，宿泊業,医療，福祉,教育，学習支援業,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成15,2003,年平均,100.2,－,107.1,98.5,96.4,96.3,－,－,－,－,－,－,－,－,－,－
５人以上,平成16,2004,年平均,99.9,-0.3,105.4,98.8,97.3,99.5,－,－,－,－,－,－,－,－,－,－
５人以上,平成17,2005,年平均,100,0.1,100,100,100,100,100,100,100,100,100,100,100,100,100,100
５人以上,平成18,2006,年平均,100.9,0.9,102.5,102.3,100.8,102,99.7,98.4,103.3,102,101.2,93.8,99.7,103.4,99,100.5
５人以上,平成19,2007,年平均,99.6,-1.3,99.3,102.9,102.5,102.4,99.4,96.2,100.7,103.6,101.9,88.9,103.7,96.8,94.5,98.8
５人以上,平成20,2008,年平均,98,-1.6,97.5,103.1,102.1,104.8,99.9,95.5,99,105.9,100.9,84.2,106.2,87.1,93.6,96.5
５人以上,平成20,2008,7月,102.7,0.9,104.6,108.2,108.7,113,105.5,98.3,103.5,113.1,104.6,84.6,110.2,92.2,96.5,101.2
５人以上,平成20,2008,8月,95.1,-3.5,98,98.5,97.8,103,98.6,94.6,96.8,105.3,95.1,82.4,103.8,68.1,94.7,96.1
５人以上,平成20,2008,9月,96.6,0.6,95.9,102.8,101.8,106.9,97.3,93.1,98.9,104,99.4,81.7,105.9,79.8,87.3,96
５人以上,平成20,2008,10月,100.5,0.3,103.3,107.1,105.2,113.8,103.1,95.2,100.5,111.6,103.5,82.8,110.3,93.7,95.8,98.8
５人以上,平成20,2008,11月,96.7,-5.8,93,104.4,103,101.9,96.4,94.4,98.5,100.4,99.3,84.4,106.3,84.2,85.9,95.2
５人以上,平成20,2008,12月,96.2,-1.9,94.4,102,100.1,99.1,98.8,93.7,96.3,107.3,99.1,84.6,107.8,81.6,100.9,93.9
５人以上,平成21,2009,1月,90.8,0.4,93.6,91.9,92.1,101.8,94.1,89.7,91.8,100.9,96.2,83,99.9,77.3,88.7,89.1
５人以上,平成21,2009,2月,94.8,-4,93.1,102,100.8,102.8,95.9,95,96.5,98.3,99.5,79.4,103.6,83.5,87,93.7
５人以上,平成21,2009,3月,97.2,-1.6,98.7,102.3,99.2,110.2,100.7,94.4,98.3,106,103.8,82.2,106.3,84.9,93.4,97.2
５人以上,平成21,2009,4月,101.4,-0.5,101.1,106.8,105.7,111.8,104.3,99.1,102.3,111.8,106.3,83.8,111.9,90.3,98.8,100.2
５人以上,平成21,2009,5月,92,-5.2,83.8,92.8,91.7,92.4,91.2,91.1,94,98.1,99,80.9,105.4,83.9,87.4,92.1
５人以上,平成21,2009,6月,100.5,-0.7,99.9,105.7,103.8,114.2,101.7,97,102.3,108.8,105.8,81.2,110.7,95.4,99.3,99.9
５人以上,平成21,2009,7月,102.1,-0.6,102.6,107,104.4,115.5,106.9,98.1,103.1,112.6,105.7,85.8,113,88.3,96.7,101.5
５人以上,平成21,2009,7月（対前年同月比（％））,－,－,-1.9,-1.1,-4,2.2,1.3,-0.2,-0.4,-0.4,1.1,1.4,2.5,-4.2,0.2,0.3
30人以上,平成15,2003,年平均,99.9,－,108,96.4,96.1,96.4,－,－,－,－,－,－,－,－,－,－
30人以上,平成16,2004,年平均,101.2,1.3,105.9,97.4,97.6,99.4,－,－,－,－,－,－,－,－,－,－
30人以上,平成17,2005,年平均,100,-1.2,100,100,100,100,100,100,100,100,100,100,100,100,100,100
30人以上,平成18,2006,年平均,101.1,1.1,100.9,103.5,101.1,101.3,99.9,96.7,104,102.2,101.6,93.8,98.8,102.3,98.7,101.3
30人以上,平成19,2007,年平均,100.8,-0.3,97.8,106.3,103.7,102.6,100.2,95.7,102,104.2,102.8,92.7,106,96.7,92.1,99.2
30人以上,平成20,2008,年平均,99.4,-1.4,96,106.3,104.4,105.7,99.6,94.9,101,107.2,101.7,89.1,105.5,87.1,91.1,96.4
30人以上,平成20,2008,7月,104.7,0.9,102.9,112.5,112,114.2,105.6,97.6,106.8,114.5,107.6,89.9,108.3,92.4,93.8,101
30人以上,平成20,2008,8月,96.5,-4,96.6,101.1,100.2,103.6,98.6,94.3,99,107.8,99.4,86.6,103.3,67,94,95.6
30人以上,平成20,2008,9月,97.4,1,94.4,104.4,103.2,108.4,96.9,92.5,100.8,106,99.8,83.9,105.3,77.9,85,95.1
30人以上,平成20,2008,10月,102.5,0.3,101.7,111.8,109,115.9,103.7,94.6,103.8,113,104.5,84.6,109,94.7,92.7,98.4
30人以上,平成20,2008,11月,97.1,-6.6,91.5,106.1,105,102.1,96,93.7,99.4,100.9,99.9,89.7,104.3,83.3,83.5,94.1
30人以上,平成20,2008,12月,97.1,-1.4,93,104.7,101.6,100.2,99.4,93.1,97.6,108.2,99.1,90.1,105.8,80.4,101.4,93
30人以上,平成21,2009,1月,92.6,-0.2,92.1,96.9,95.6,102.5,94.1,89.7,95.7,101.7,94.1,82.9,100.3,77.2,87.4,89.1
