規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,7015597,4253603,2761994,146708,75865,70843,189004,101661,87343,6973301,4227807,2745494,21.6,11.7,36.9
５人以上,鉱業,2057,1596,461,28,26,2,8,6,2,2077,1616,461,0.6,0.7,0.4
５人以上,建設業,325595,270248,55347,3534,2253,1281,4236,3425,811,324893,269076,55817,6,3.5,17.8
５人以上,製造業,718023,529446,188577,10296,6891,3405,14808,10796,4012,713511,525541,187970,7.1,3,18.6
５人以上,電気・ガス・熱供給・水道業,34513,30243,4270,311,289,22,543,508,35,34281,30024,4257,2,1.5,6.2
５人以上,情報通信業,749696,561763,187933,4502,2966,1536,21704,13150,8554,732494,551579,180915,4,1.3,12.1
５人以上,運輸業,368439,301787,66652,6741,5164,1577,6547,5285,1262,368633,301666,66967,10.7,8.1,22.6
５人以上,卸売・小売業,1489294,874723,614571,28777,13843,14934,32341,19963,12378,1485730,868603,617127,28.2,14.4,47.6
５人以上,金融・保険業,374289,221921,152368,5711,2499,3212,7162,3535,3627,372838,220885,151953,5.3,1.5,10.8
５人以上,不動産業,129129,86512,42617,3086,1444,1642,2787,1379,1408,129428,86577,42851,14.4,7,29.2
５人以上,"飲食店,宿泊業",609366,276815,332551,33085,17797,15288,39369,15379,23990,603082,279233,323849,66.8,50.9,80.5
５人以上,"医療,福祉",508027,125077,382950,12294,3698,8596,13133,5099,8034,507188,123676,383512,30.8,25,32.6
５人以上,"教育,学習支援業",371298,196066,175232,7760,3707,4053,6910,3278,3632,372148,196495,175653,30.8,24.3,38
５人以上,複合サービス事業,58801,38995,19806,489,121,368,419,346,73,58871,38770,20101,20.2,8.1,43.5
５人以上,サービス業（他に分類されないもの）,1277070,738411,538659,30094,15167,14927,39037,19512,19525,1268127,734066,534061,17.9,10.9,27.6
30人以上,調査産業計,4812088,3047780,1764308,84952,45398,39554,123882,69149,54733,4773158,3024029,1749129,16.3,8.5,29.8
30人以上,鉱業,2057,1596,461,28,26,2,8,6,2,2077,1616,461,0.6,0.7,0.4
30人以上,建設業,197210,171674,25536,1733,1011,722,2082,1875,207,196861,170810,26051,4.8,3.2,15.3
30人以上,製造業,540055,407663,132392,8830,6246,2584,12182,8914,3268,536703,404995,131708,4.9,2.2,13.3
30人以上,電気・ガス・熱供給・水道業,31412,27555,3857,150,128,22,394,359,35,31168,27324,3844,1.5,1.4,2.4
30人以上,情報通信業,650157,487781,162376,3901,2627,1274,20585,12089,8496,633473,478319,155154,3.5,1,10.9
30人以上,運輸業,294048,237702,56346,5292,3765,1527,6069,4807,1262,293271,236660,56611,10.1,8.4,17.4
30人以上,卸売・小売業,868053,534136,333917,11694,6211,5483,13891,8792,5099,865856,531555,334301,21.1,7.7,42.5
30人以上,金融・保険業,317820,193535,124285,4784,2448,2336,6724,3429,3295,315880,192554,123326,4.4,1.5,9
30人以上,不動産業,80799,55375,25424,1826,619,1207,2073,1197,876,80552,54797,25755,16.6,7.5,35.9
30人以上,"飲食店,宿泊業",235908,117139,118769,9184,4146,5038,13809,5561,8248,231283,115724,115559,64.6,48.3,80.9
30人以上,"医療,福祉",350844,92003,258841,8884,2991,5893,9374,4054,5320,350354,90940,259414,26.7,24.6,27.4
30人以上,"教育,学習支援業",281601,158108,123493,5521,2872,2649,4510,2681,1829,282612,158299,124313,26.9,21.5,33.9
30人以上,複合サービス事業,44120,32669,11451,243,26,217,268,221,47,44095,32474,11621,20,9.4,49.6
30人以上,サービス業（他に分類されないもの）,918004,530844,387160,22882,12282,10600,31913,15164,16749,908973,527962,381011,16.8,10.4,25.7
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２１年５月分,,,,,,,,,,,,,,,,
第３表  産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
