規模,産業,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
５人以上,調査産業計,911763,395938,370181,25757,515825,117986,105230,100672,4558,12756
５人以上,鉱業,1877316,469843,451495,18348,1407473,186833,186833,184833,2000,0
５人以上,建設業,775173,404861,376983,27878,370312,251932,142860,137206,5654,109072
５人以上,製造業,989866,403256,381538,21718,586610,152494,136160,125048,11112,16334
５人以上,電気・ガス・熱供給・水道業,1496971,510399,443266,67133,986572,383311,190802,190411,391,192509
５人以上,情報通信業,1008772,410057,371703,38354,598715,175925,140228,133314,6914,35697
５人以上,運輸業,827965,403889,355830,48059,424076,144642,136672,123034,13638,7970
５人以上,卸売・小売業,862984,382980,365532,17448,480004,111492,98656,95522,3134,12836
５人以上,金融・保険業,1185685,500252,468583,31669,685433,171016,149507,143564,5943,21509
５人以上,不動産業,869247,396282,375300,20982,472965,125488,114819,110682,4137,10669
５人以上,"飲食店,宿泊業",470044,285711,265991,19720,184333,86869,83411,78323,5088,3458
５人以上,"医療,福祉",833238,349487,327148,22339,483751,148565,135797,131464,4333,12768
５人以上,"教育,学習支援業",1422155,448786,439073,9713,973369,122698,97735,96662,1073,24963
５人以上,複合サービス事業,1359634,440742,411603,29139,918892,150740,114524,111491,3033,36216
５人以上,サービス業（他に分類されないもの）,776776,374077,349575,24502,402699,128061,115536,111158,4378,12525
30人以上,調査産業計,1016035,416695,386895,29800,599340,133741,117095,111400,5695,16646
30人以上,鉱業,1877316,469843,451495,18348,1407473,186833,186833,184833,2000,0
30人以上,建設業,921273,434894,397680,37214,486379,388117,158720,154660,4060,229397
30人以上,製造業,1127401,426746,401479,25267,700655,164712,147611,130719,16892,17101
30人以上,電気・ガス・熱供給・水道業,1560963,522462,450373,72089,1038501,498290,224669,224101,568,273621
30人以上,情報通信業,1063692,420477,378624,41853,643215,191106,149595,140913,8682,41511
30人以上,運輸業,845619,408926,360389,48537,436693,154589,143950,130606,13344,10639
30人以上,卸売・小売業,989108,406196,384977,21219,582912,130347,110611,105985,4626,19736
30人以上,金融・保険業,1204851,519480,486687,32793,685371,167560,144718,139927,4791,22842
30人以上,不動産業,963845,400739,374679,26060,563106,120120,113416,108892,4524,6704
30人以上,"飲食店,宿泊業",563143,317030,293230,23800,246113,90917,88276,82124,6152,2641
30人以上,"医療,福祉",915972,350010,322746,27264,565962,161598,153427,147361,6066,8171
30人以上,"教育,学習支援業",1517229,467233,457377,9856,1049996,137231,99607,98745,862,37624
30人以上,複合サービス事業,1420737,475489,444709,30780,945248,155210,118917,116658,2259,36293
30人以上,サービス業（他に分類されないもの）,842417,388348,360698,27650,454069,128172,117069,112112,4957,11103
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２１年１２月分,,,,,,,,,,,
第５表  産業、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,,
