規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,475879,465400,429274,36126,10479,159239,158270,151167,7103,969
100～499人,418876,403561,375645,27916,15315,126468,124603,119118,5485,1865
100人以上,444640,431511,399884,31627,13129,138272,136730,130662,6068,1542
30～99人,387870,378702,357715,20987,9168,100896,100246,96654,3592,650
５～29人,343274,337293,323837,13456,5981,91594,91257,88341,2916,337
30人以上,425803,413988,385892,28096,11815,118016,116957,112231,4726,1059
５人以上,403477,393240,369105,24135,10237,105092,104386,100545,3841,706
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２１年９月分,,,,,,,,,,
第10表  規模、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
