規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,5327254,52531,63554,5317037,1327776,47657,42771,1331856
５人以上,鉱業,2128,13,33,2107,37,0,0,38
５人以上,建設業,343711,2634,3017,343327,13047,152,801,12399
５人以上,製造業,662841,4285,5637,661570,57392,2611,1063,58859
５人以上,電気・ガス・熱供給・水道業,40395,126,387,40135,3187,161,56,3291
５人以上,情報通信業,583264,5344,5545,583660,35256,427,594,34492
５人以上,運輸業,287556,3027,3224,287359,36898,542,1307,36133
５人以上,卸売・小売業,1093923,8163,12327,1090097,391885,10684,10194,392037
５人以上,金融・保険業,376901,3075,5117,374857,27767,4740,491,32018
５人以上,不動産業,99143,1468,1555,99057,13666,165,376,13454
５人以上,"飲食店,宿泊業",190759,7444,4355,193847,308582,16852,14141,311294
５人以上,"医療,福祉",294971,3457,3933,294357,120983,3220,3173,121168
５人以上,"教育,学習支援業",266726,1650,1185,267188,88160,582,2320,86425
５人以上,複合サービス事業,44431,0,116,44316,10464,156,189,10430
５人以上,サービス業（他に分類されないもの）,1040505,11845,17123,1035160,220452,7365,8066,219818
30人以上,調査産業計,3853316,32889,41967,3844229,653867,22181,18852,657205
30人以上,鉱業,2128,13,33,2107,37,0,0,38
30人以上,建設業,208606,1261,1073,208793,5978,152,733,5398
30人以上,製造業,484142,2954,3801,483295,29559,2058,652,30965
30人以上,電気・ガス・熱供給・水道業,37956,86,321,37721,2737,161,56,2842
30人以上,情報通信業,494037,4894,4057,494873,27287,298,439,27147
30人以上,運輸業,230056,1845,2841,229060,26190,271,582,25879
30人以上,卸売・小売業,711747,6124,7405,710464,160930,3381,2939,161374
30人以上,金融・保険業,313287,2645,4255,311675,20958,4492,381,25071
30人以上,不動産業,58229,424,798,57856,7626,93,200,7518
30人以上,"飲食店,宿泊業",90561,1403,1623,90340,100360,3556,2156,101761
30人以上,"医療,福祉",205376,2173,2078,205470,59760,1304,2069,58996
30人以上,"教育,学習支援業",218289,810,376,218721,48312,304,2105,46513
30人以上,複合サービス事業,31630,0,0,31630,7240,114,127,7227
30人以上,サービス業（他に分類されないもの）,767272,8257,13306,762224,156893,5997,6413,156476
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２１年１月分（暫定版）,,,,,,,,,
第７表  産業、就業形態別労働者数,,,,,,,,,
