規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,19.3,20,18.1,152.5,164.9,133.6,140.7,150.6,125.5,11.8,14.3,8.1
５人以上,鉱業,20.2,20.3,19.9,160,161.1,155.9,144.5,145.4,141.4,15.5,15.7,14.5
５人以上,建設業,21.3,21.4,20.8,178.6,181.6,163.3,162.1,163.6,154.6,16.5,18,8.7
５人以上,製造業,20.3,20.6,19.5,166,170.4,153.9,155.3,159.1,144.8,10.7,11.3,9.1
５人以上,電気・ガス・熱供給・水道業,20.1,20.2,19.2,173.5,175.8,157.1,152.2,153.8,141.2,21.3,22,15.9
５人以上,情報通信業,20.4,20.7,19.6,173.6,177.7,161.2,152.9,155.9,143.6,20.7,21.8,17.6
５人以上,運輸業,20.6,20.7,19.9,175.5,180.8,150.1,153.6,156.4,140,21.9,24.4,10.1
５人以上,卸売・小売業,19.3,20.2,18.2,148.1,161,130,139.7,150.9,124,8.4,10.1,6
５人以上,金融・保険業,20.4,20.6,20,168.3,172.4,162.3,151.3,154.1,147.3,17,18.3,15
５人以上,不動産業,20.5,21.3,19.1,165.4,177.2,141.8,151.1,159.9,133.5,14.3,17.3,8.3
５人以上,"飲食店,宿泊業",15.6,17,14.5,107.8,131.1,88.8,102.4,123.2,85.4,5.4,7.9,3.4
５人以上,"医療,福祉",18.2,17.9,18.3,136,140.5,134.6,129.4,134.4,127.8,6.6,6.1,6.8
５人以上,"教育,学習支援業",16.4,17.1,15.7,118.7,125.8,110.8,113.9,120.5,106.6,4.8,5.3,4.2
５人以上,複合サービス事業,19.5,20.3,17.8,157.2,168.8,134.8,146.8,156.3,128.3,10.4,12.5,6.5
５人以上,サービス業（他に分類されないもの）,19.6,20.2,18.7,155.9,166.1,142.1,143.3,151.5,132.2,12.6,14.6,9.9
30人以上,調査産業計,19.5,20.1,18.5,156.6,166,140.5,143.1,150.4,130.6,13.5,15.6,9.9
30人以上,鉱業,20.2,20.3,19.9,160,161.1,155.9,144.5,145.4,141.4,15.5,15.7,14.5
30人以上,建設業,20.9,20.8,21,178.5,180.2,166.3,158.9,159.4,155.7,19.6,20.8,10.6
30人以上,製造業,20.2,20.4,19.6,166.9,169.7,158.3,155.4,158.1,147.3,11.5,11.6,11
30人以上,電気・ガス・熱供給・水道業,20,20.1,19.3,173.5,175.2,160.8,150.7,151.7,143.7,22.8,23.5,17.1
30人以上,情報通信業,20.4,20.6,19.8,174.6,178.3,163.2,152.7,155.3,144.8,21.9,23,18.4
30人以上,運輸業,20.4,20.5,19.9,173.9,178.4,153.1,152.3,154.4,142.5,21.6,24,10.6
30人以上,卸売・小売業,19.8,20.5,18.7,155.2,165.1,139.5,144.9,153.4,131.4,10.3,11.7,8.1
30人以上,金融・保険業,20.4,20.6,20,169.6,173,164.4,151.9,154.2,148.3,17.7,18.8,16.1
30人以上,不動産業,20.3,21,19,160,170.4,138.5,145.4,153.7,128.4,14.6,16.7,10.1
30人以上,"飲食店,宿泊業",15.6,16.8,14.4,112.8,131.7,94.9,105.5,122,89.8,7.3,9.7,5.1
30人以上,"医療,福祉",18.3,17.7,18.6,139.5,140.7,139.2,132.5,134,132,7,6.7,7.2
30人以上,"教育,学習支援業",16.6,17.1,16,119.8,125.3,113,115.3,120.7,108.5,4.5,4.6,4.5
30人以上,複合サービス事業,19.7,20.3,17.8,159.2,169,131.9,147.5,155.6,124.9,11.7,13.4,7
30人以上,サービス業（他に分類されないもの）,19.3,20,18.5,153.3,163.5,139.5,140.1,148.4,128.9,13.2,15.1,10.6
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２１年４月分,,,,,,,,,,,,,
第２表  産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
