規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,19.3,20,18.1,151.1,163.1,132.7,140.4,150.1,125.5,10.7,13,7.2
５人以上,鉱業,20.2,20.3,20.1,158.2,158.8,155.8,145.9,145.8,146,12.3,13,9.8
５人以上,建設業,21.2,21.4,20.2,176.9,180.5,159.5,162.3,164.2,152.9,14.6,16.3,6.6
５人以上,製造業,20,20.2,19.4,163,166.8,152.4,153.4,156.6,144.5,9.6,10.2,7.9
５人以上,電気・ガス・熱供給・水道業,20.8,21,19.5,177.3,180.1,157.2,157.8,159.9,143,19.5,20.2,14.2
５人以上,情報通信業,20.1,20.2,19.6,169.4,172.7,159.1,150.3,152.4,143.6,19.1,20.3,15.5
５人以上,運輸業,20.5,20.7,19.2,171.7,178.1,143.5,152,155.9,134.8,19.7,22.2,8.7
５人以上,卸売・小売業,19.5,20.4,18.3,148.1,161.2,129.9,140.7,152.4,124.5,7.4,8.8,5.4
５人以上,金融・保険業,19.9,20.3,19.4,163.7,169.1,156,148.1,151.9,142.7,15.6,17.2,13.3
５人以上,不動産業,20.6,21.2,19.5,164.7,173.9,145.8,151.9,158.6,138.1,12.8,15.3,7.7
５人以上,"飲食店,宿泊業",15.5,16.8,14.5,104.4,125.7,86.5,99.7,118.8,83.6,4.7,6.9,2.9
５人以上,"医療,福祉",18.2,18,18.3,134.5,139.6,132.9,128.3,134.2,126.4,6.2,5.4,6.5
５人以上,"教育,学習支援業",17.6,18.5,16.6,125.4,132.6,117.3,121.1,128.1,113.4,4.3,4.5,3.9
５人以上,複合サービス事業,19.6,20.2,18.4,158,168,138.8,147.2,155.9,130.5,10.8,12.1,8.3
５人以上,サービス業（他に分類されないもの）,19.6,20.2,18.7,155.5,165.1,141.9,144,151.6,133.2,11.5,13.5,8.7
30人以上,調査産業計,19.4,20,18.4,155.1,164.2,139.4,142.9,150,130.6,12.2,14.2,8.8
30人以上,鉱業,20.2,20.3,20.1,158.2,158.8,155.8,145.9,145.8,146,12.3,13,9.8
30人以上,建設業,20.7,20.8,20.1,177.4,179.9,161.3,159.8,160.6,154.5,17.6,19.3,6.8
30人以上,製造業,19.7,19.9,19.3,162.8,164.9,156.3,152.2,153.9,146.7,10.6,11,9.6
30人以上,電気・ガス・熱供給・水道業,20.8,21,19.6,178.6,181.3,159,157.6,159.5,144.1,21,21.8,14.9
30人以上,情報通信業,19.9,20,19.5,167.9,170.9,158.7,148.6,150.4,143.2,19.3,20.5,15.5
30人以上,運輸業,20.3,20.6,19,170.2,176.5,143.8,150.7,154.4,134.9,19.5,22.1,8.9
30人以上,卸売・小売業,20,20.7,18.8,155.2,165.7,138.9,146.2,155.6,131.7,9,10.1,7.2
30人以上,金融・保険業,19.9,20.3,19.3,164.5,169.3,157.2,148,151.4,142.7,16.5,17.9,14.5
30人以上,不動産業,20.3,20.9,19.2,158.8,167.5,140.2,145.5,152.2,131.3,13.3,15.3,8.9
30人以上,"飲食店,宿泊業",15.8,17.1,14.6,111.9,130,94.8,105.7,121.9,90.4,6.2,8.1,4.4
30人以上,"医療,福祉",18.3,17.9,18.4,137.5,140.3,136.6,130.9,134.4,129.7,6.6,5.9,6.9
30人以上,"教育,学習支援業",18,18.7,17,128.6,133.8,121.9,124.6,129.8,118,4,4,3.9
30人以上,複合サービス事業,19.7,20.2,18.5,160.1,167.8,138.5,148.1,154.9,128.8,12,12.9,9.7
30人以上,サービス業（他に分類されないもの）,19.3,19.9,18.4,153.6,163.1,139.8,141.3,149,130.1,12.3,14.1,9.7
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２１年６月分,,,,,,,,,,,,,
第２表  産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
