規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,465305,545927,304353,439843,513589,292618,402225,37618,25462,32338,11735
100～499人,387487,451075,266585,365503,423732,254790,338227,27276,21984,27343,11795
100人以上,421460,492871,282774,397958,463327,271005,366167,31791,23502,29544,11769
30～99人,328583,394716,230091,311737,381790,207406,292795,18942,16846,12926,22685
５～29人,268808,343951,178256,253930,324094,169377,242319,11611,14878,19857,8879
30人以上,387416,459102,261378,366353,435275,245175,339272,27081,21063,23827,16203
５人以上,349644,426166,230716,330551,403475,217215,308397,22154,19093,22691,13501
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２１年１月分（確報）,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
