規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,485638,474910,438010,36900,10728,161886,161509,154672,6837,377
100～499人,410714,401273,373007,28266,9441,125785,125304,120109,5195,481
100人以上,444566,434544,402377,32167,10022,138783,138339,132553,5786,444
30～99人,400663,376966,357108,19858,23697,97369,97038,93873,3165,331
５～29人,352822,337884,323809,14075,14938,93217,92707,89655,3052,510
30人以上,429771,415140,387122,28018,14631,117074,116689,112277,4412,385
５人以上,409089,394376,370105,24271,14713,105167,104720,100987,3733,447
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２１年８月分,,,,,,,,,,
第10表  規模、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
