規模,産業,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
５人以上,調査産業計,419124,401660,373652,28008,17464,105016,104167,100228,3939,849
５人以上,鉱業,516761,511416,484989,26427,5345,183333,183333,182889,444,0
５人以上,建設業,448298,414955,382094,32861,33343,191111,179135,176050,3085,11976
５人以上,製造業,429253,407328,384645,22683,21925,132705,131260,123223,8037,1445
５人以上,電気・ガス・熱供給・水道業,545619,530810,452568,78242,14809,228687,209252,208912,340,19435
５人以上,情報通信業,434577,413954,371799,42155,20623,122227,121354,115879,5475,873
５人以上,運輸業,418765,401303,352168,49135,17462,136296,133542,123271,10271,2754
５人以上,卸売・小売業,405944,394496,375997,18499,11448,96746,96566,93859,2707,180
５人以上,金融・保険業,527611,506064,466669,39395,21547,153251,149950,144357,5593,3301
５人以上,不動産業,396461,383297,361536,21761,13164,111663,111598,107674,3924,65
５人以上,"飲食店,宿泊業",291175,285860,265887,19973,5315,81919,81727,77769,3958,192
５人以上,"医療,福祉",369633,360288,340330,19958,9345,135350,135130,130165,4965,220
５人以上,"教育,学習支援業",480750,451119,440356,10763,29631,94816,90633,90012,621,4183
５人以上,複合サービス事業,476519,469908,441093,28815,6611,105648,105260,103594,1666,388
５人以上,サービス業（他に分類されないもの）,393902,377983,350277,27706,15919,119040,118430,113769,4661,610
30人以上,調査産業計,443237,423205,390990,32215,20032,116203,115065,110021,5044,1138
30人以上,鉱業,516761,511416,484989,26427,5345,183333,183333,182889,444,0
30人以上,建設業,497356,451499,408748,42751,45857,182149,181031,174652,6379,1118
30人以上,製造業,458070,430930,405248,25682,27140,142944,141093,129961,11132,1851
30人以上,電気・ガス・熱供給・水道業,558479,545530,461408,84122,12949,294646,264939,264420,519,29707
30人以上,情報通信業,445973,424095,378092,46003,21878,132205,131374,124683,6691,831
30人以上,運輸業,424436,406812,359806,47006,17624,144404,140757,131005,9752,3647
30人以上,卸売・小売業,427720,414541,392359,22182,13179,109699,109378,105617,3761,321
30人以上,金融・保険業,550879,528310,487502,40808,22569,155060,150836,146526,4310,4224
30人以上,不動産業,419743,405791,379330,26461,13952,112122,112033,107959,4074,89
30人以上,"飲食店,宿泊業",360084,349446,325552,23894,10638,80077,79620,74943,4677,457
30人以上,"医療,福祉",380381,370517,347486,23031,9864,155655,155378,148724,6654,277
30人以上,"教育,学習支援業",507466,474748,462894,11854,32718,102012,97179,96483,696,4833
30人以上,複合サービス事業,522714,516302,483379,32923,6412,107302,107302,105604,1698,0
30人以上,サービス業（他に分類されないもの）,403054,386956,355000,31956,16098,121499,121038,115332,5706,461
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２１年４月分,,,,,,,,,,,
第５表  産業、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,,
