規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,650094,761582,424496,441257,508536,305117,405100,36157,208837,253046,119379
100～499人,503813,599180,338935,366393,424848,265331,340485,25908,137420,174332,73604
100人以上,568325,673003,374521,399409,462890,281879,368982,30427,168916,210113,92642
30～99人,404936,503671,258364,313972,382709,211932,297286,16686,90964,120962,46432
５～29人,341277,435427,225892,259030,323979,179432,248112,10918,82247,111448,46460
30人以上,508595,614327,328284,368176,435106,254036,342772,25404,140419,179221,74248
５人以上,455605,562767,291383,333609,403078,227150,312793,20816,121996,159689,64233
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２１年７月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
