規模,産業,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
５人以上,調査産業計,419963,396767,370886,25881,23196,102785,102102,97641,4461,683
５人以上,鉱業,524440,518211,484949,33262,6229,97653,97653,94560,3093,0
５人以上,建設業,398899,392344,367346,24998,6555,153717,153680,150868,2812,37
５人以上,製造業,406886,398448,377845,20603,8438,118607,117862,112597,5265,745
５人以上,電気・ガス・熱供給・水道業,506013,505651,457943,47708,362,206361,206361,198732,7629,0
５人以上,情報通信業,406878,402868,364846,38022,4010,110674,110373,99896,10477,301
５人以上,運輸業,387224,375761,322023,53738,11463,122865,122267,106977,15290,598
５人以上,卸売・小売業,428345,400694,385608,15086,27651,97467,97273,94092,3181,194
５人以上,金融・保険業,590710,477730,443583,34147,112980,142962,140506,135405,5101,2456
５人以上,不動産業,399865,377854,354006,23848,22011,91025,90530,87742,2788,495
５人以上,"飲食店,宿泊業",380604,319571,295050,24521,61033,81141,81002,76872,4130,139
５人以上,"医療,福祉",382841,377448,354678,22770,5393,112318,111598,106779,4819,720
５人以上,"教育,学習支援業",444822,442496,421882,20614,2326,91715,90821,90471,350,894
５人以上,複合サービス事業,461900,437404,405883,31521,24496,119012,118486,110004,8482,526
５人以上,サービス業（他に分類されないもの）,389054,369714,344767,24947,19340,123146,121047,115493,5554,2099
30人以上,調査産業計,441862,418268,388513,29755,23594,117064,116260,110263,5997,804
30人以上,鉱業,524440,518211,484949,33262,6229,97653,97653,94560,3093,0
30人以上,建設業,413763,412744,382969,29775,1019,183936,183854,178022,5832,82
30人以上,製造業,431235,425283,400725,24558,5952,130321,129849,121570,8279,472
30人以上,電気・ガス・熱供給・水道業,513770,513730,464069,49661,40,223275,223275,214547,8728,0
30人以上,情報通信業,414434,411519,369776,41743,2915,113904,113790,103388,10402,114
30人以上,運輸業,384935,376967,323208,53759,7968,127402,126770,109987,16783,632
30人以上,卸売・小売業,458764,430052,412512,17540,28712,114666,114568,109538,5030,98
30人以上,金融・保険業,635159,500538,465536,35002,134621,140870,139389,135075,4314,1481
30人以上,不動産業,410798,400611,373643,26968,10187,88501,88471,86464,2007,30
30人以上,"飲食店,宿泊業",500894,404431,375877,28554,96463,81933,81899,77488,4411,34
30人以上,"医療,福祉",396099,395191,367207,27984,908,133779,133234,127003,6231,545
30人以上,"教育,学習支援業",464752,464131,441383,22748,621,100297,99799,99270,529,498
30人以上,複合サービス事業,508222,479319,444747,34572,28903,126951,126951,116223,10728,0
30人以上,サービス業（他に分類されないもの）,390974,376072,347139,28933,14902,130313,127867,121107,6760,2446
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２１年１月分（暫定版）,,,,,,,,,,,
第５表  産業、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,,
