規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,19.4,159.5,147,12.5,13.6,83,80.2,2.8
５人以上,鉱業,18.4,143,132.6,10.4,10.7,60,59.2,0.8
５人以上,建設業,19.8,165.2,150.9,14.3,16.2,108.9,107.4,1.5
５人以上,製造業,18.6,154.8,145,9.8,16.5,112.2,106.8,5.4
５人以上,電気・ガス・熱供給・水道業,18.4,158.6,139.9,18.7,15.9,111,110.9,0.1
５人以上,情報通信業,19.5,167.8,147.7,20.1,15.5,96.2,92.3,3.9
５人以上,運輸業,20.6,178.5,156.9,21.6,15.8,103.8,94.1,9.7
５人以上,卸売・小売業,19.9,159.2,150.1,9.1,14.8,89.3,86.8,2.5
５人以上,金融・保険業,19.4,159.2,144.4,14.8,15.7,105.2,101.7,3.5
５人以上,不動産業,19.8,162.2,149.4,12.8,17.1,96.3,94.3,2
５人以上,"飲食店,宿泊業",20.8,170.9,160.8,10.1,12.8,78.7,75.3,3.4
５人以上,"医療,福祉",19.5,156.1,148.6,7.5,12.8,71.9,70.7,1.2
５人以上,"教育,学習支援業",13.9,104.6,100.8,3.8,8.2,44.2,43.6,0.6
５人以上,複合サービス事業,19.3,159.5,149,10.5,14.9,96.9,95.6,1.3
５人以上,サービス業（他に分類されないもの）,19.6,161.1,148.5,12.6,15,93.1,90.8,2.3
30人以上,調査産業計,19.1,158.3,144.7,13.6,13.6,83.3,80.3,3
30人以上,鉱業,18.4,143,132.6,10.4,10.7,60,59.2,0.8
30人以上,建設業,19.5,164,146.6,17.4,17.2,116.9,115.9,1
30人以上,製造業,18.5,154.5,143.8,10.7,17.3,123.2,115.2,8
30人以上,電気・ガス・熱供給・水道業,18.3,159,139,20,15.8,111.5,111.4,0.1
30人以上,情報通信業,19.4,167.8,147.2,20.6,16.3,103.1,98.9,4.2
30人以上,運輸業,20.6,177.4,156,21.4,15.1,105.9,96.8,9.1
30人以上,卸売・小売業,19.6,157.6,147.7,9.9,15.9,97.4,93.9,3.5
30人以上,金融・保険業,19.4,160.4,145,15.4,15.3,101.5,98.6,2.9
30人以上,不動産業,19.9,164.2,148.9,15.3,17.5,96.5,94.2,2.3
30人以上,"飲食店,宿泊業",20.4,169.7,158.4,11.3,12.5,74.4,71.1,3.3
30人以上,"医療,福祉",19.4,157.2,148.4,8.8,12.9,71.7,70.5,1.2
30人以上,"教育,学習支援業",13.6,100.8,97.7,3.1,5.8,34.9,34.6,0.3
30人以上,複合サービス事業,19.9,164.4,153.1,11.3,15.1,99.1,98,1.1
30人以上,サービス業（他に分類されないもの）,19.4,159.2,145.5,13.7,14.7,91.1,88.5,2.6
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２１年８月分,,,,,,,,,
第６表  産業、就業形態別労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
