規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,6973301,4231433,2741868,133249,67512,65737,143211,80386,62825,6963339,4218559,2744780,21.3,11.3,36.5
５人以上,鉱業,2077,1616,461,33,30,3,56,54,2,2054,1592,462,0.6,0.7,0.4
５人以上,建設業,324893,268068,56825,2585,2475,110,3328,2749,579,324150,267794,56356,4.4,2.1,15.2
５人以上,製造業,713511,526116,187395,7179,4888,2291,12772,9914,2858,707918,521090,186828,7.4,3.1,19.5
５人以上,電気・ガス・熱供給・水道業,34281,30024,4257,143,119,24,230,195,35,34194,29948,4246,2.1,1.5,6.2
５人以上,情報通信業,732494,551709,180785,8591,6648,1943,10413,6482,3931,730672,551875,178797,3.7,1.2,11.6
５人以上,運輸業,368633,301652,66981,6655,4968,1687,8137,6348,1789,367151,300272,66879,10.7,7.9,23
５人以上,卸売・小売業,1485730,864658,621072,26670,14918,11752,27249,15835,11414,1485151,863741,621410,25.5,12.7,43.4
５人以上,金融・保険業,372838,220535,152303,3292,2282,1010,10572,7315,3257,365558,215502,150056,5.3,1.4,10.8
５人以上,不動産業,129428,87354,42074,4010,2943,1067,3760,2846,914,129678,87451,42227,14.4,6.8,30.1
５人以上,"飲食店,宿泊業",603082,275551,327531,33800,13318,20482,20482,9291,11191,616400,279578,336822,67.2,51.8,80
５人以上,"医療,福祉",507188,124676,382512,11733,3431,8302,10265,3511,6754,508656,124596,384060,30.8,24,33
５人以上,"教育,学習支援業",372148,195200,176948,6271,2635,3636,5077,2596,2481,373342,195239,178103,31.5,24.7,39
５人以上,複合サービス事業,58871,38770,20101,344,314,30,188,139,49,59027,38945,20082,20.2,8.1,43.6
５人以上,サービス業（他に分類されないもの）,1268127,745504,522623,21943,8543,13400,30682,13111,17571,1259388,740936,518452,18.3,10.9,28.7
30人以上,調査産業計,4773158,3024437,1748721,79215,43976,35239,92954,53983,38971,4759419,3014430,1744989,15.4,7.8,28.6
30人以上,鉱業,2077,1616,461,33,30,3,56,54,2,2054,1592,462,0.6,0.7,0.4
30人以上,建設業,196861,170066,26795,2053,1943,110,1574,1273,301,197340,170736,26604,2.1,0.8,10.4
30人以上,製造業,536703,405785,130918,6154,4201,1953,9496,7432,2064,533361,402554,130807,5.4,2.4,14.6
30人以上,電気・ガス・熱供給・水道業,31168,27324,3844,143,119,24,202,167,35,31109,27276,3833,1.5,1.4,2.5
30人以上,情報通信業,633473,478419,155054,7329,5386,1943,8723,5332,3391,632079,478473,153606,3.4,1,10.8
30人以上,運輸業,293271,236662,56609,5313,4038,1275,6192,4689,1503,292392,236011,56381,10.2,8.4,17.9
30人以上,卸売・小売業,865856,525075,340781,16195,10442,5753,12300,7341,4959,869751,528176,341575,16.7,4.9,34.8
30人以上,金融・保険業,315880,192372,123508,2987,2057,930,9902,7107,2795,308965,187322,121643,4.5,1.5,9.1
30人以上,不動産業,80552,54758,25794,1236,881,355,1371,912,459,80417,54727,25690,17.1,7.7,37.2
30人以上,"飲食店,宿泊業",231283,112312,118971,6725,3031,3694,7342,4072,3270,230666,111271,119395,60.8,46.1,74.5
30人以上,"医療,福祉",350354,90940,259414,8282,2851,5431,7981,3254,4727,350655,90537,260118,26.5,23.2,27.7
30人以上,"教育,学習支援業",282612,158299,124313,4557,1802,2755,2304,1111,1193,284865,158990,125875,27.6,22.1,34.6
30人以上,複合サービス事業,44095,32474,11621,231,227,4,126,113,13,44200,32588,11612,19.9,9.4,49.6
30人以上,サービス業（他に分類されないもの）,908973,538335,370638,17977,6968,11009,25385,11126,14259,901565,534177,367388,17.2,10.3,27.2
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２１年６月分,,,,,,,,,,,,,,,,
第３表  産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
