"最終更新日","ページタイトル","分類","第1分類","第2分類","ファイルパス","地区","紹介文","所在地","連絡先","開館時間","休業日","施設の概要","受付時間","電車","バス","駐車場","駐輪場","画像1","画像キャプション1","画像2","画像キャプション2","画像3","画像キャプション3","画像4","画像キャプション4","画像5","画像キャプション5","緯度","経度",""
"2024-03-06 16:33:00","三田いきいきプラザ","009006001000","福祉施設","いきいきプラザ","https://www.city.minato.tokyo.jp/shisetsu/fukushi/ikiki/01.html","芝地区","施設の管理運営は、指定管理者（百葉の会・ヘルスケアデザインネットワーク・東急コミュニティー共同事業体）が⾏います。","港区芝四丁目1番17号","電話：03-3452-9421
ファックス：03-3452-2018","月曜から土曜　午前9時から午後9時30分
日曜日　午前9時から午後5時","年末年始（12月29日から1月3日）、その他、臨時休館をする場合があります。","","","・地下鉄三田線・浅草線
三田駅　A9番出口　徒歩1分
・JR山手線・京浜東北線
田町駅　西口　徒歩8分","・港区コミュニティバス（ちぃばす）
（芝ルート）新橋駅⇒みなとパーク芝浦
三田線三田駅前バス停より徒歩1分
（田町ルート）六本木ヒルズ⇒田町駅東口
三田線三田駅前バス停より徒歩1分
（芝ルート）みなとパーク芝浦⇒新橋駅
勤労福祉会館前バス停より徒歩3分
（田町ルート）田町駅東口⇒六本木ヒルズ
勤労福祉会館前バス停より徒歩3分
（高輪ルート）浅草線三田駅前⇒品川駅港南口
勤労福祉会館前バス停より徒歩3分","","","https://www.city.minato.tokyo.jp/shisetsu/fukushi/ikiki/images/mitafukusikaikan.jpg","三田いきいきプラザの外観","https://www.city.minato.tokyo.jp/shisetsu/fukushi/ikiki/images/mitaikiiki.png","三田いきいきプラザの地図","","","","","","","35.648901","139.749725",""
"2024-03-06 16:33:18","虎ノ門いきいきプラザ（とらトピア）","009006001000","福祉施設","いきいきプラザ","https://www.city.minato.tokyo.jp/shisetsu/fukushi/ikiki/02.html","芝地区","施設の管理運営は、指定管理者（百葉の会・ヘルスケアデザインネットワーク・東急コミュニティー共同事業体）が⾏います。","港区虎ノ門一丁目21番10号","電話：03-3539-2941
ファックス：03-3539-2940","月曜から土曜　午前9時から午後9時30分
日曜　午前9時から午後5時","年末年始（12月29日から1月3日）
その他、臨時休館をする場合があります","","","地下鉄銀座線虎ノ門駅
地下鉄日比谷線虎ノ門ヒルズ駅
B1・B2・B3出口　徒歩2分","（東98）東京駅南口から等々力操車所　西新橋二丁目バス停　徒歩3分
（渋谷88）渋谷駅前から新橋北口　虎ノ門二丁目バス停　徒歩5分","駐車場はありません。（公共交通機関をご利用ください）","","https://www.city.minato.tokyo.jp/shisetsu/fukushi/ikiki/images/gazo-tora.jpg","虎ノ門いきいきプラザの外観","","","","","","","","","35.667896","139.748736",""
"2024-06-06 17:02:33","南麻布いきいきプラザ","009006001000","福祉施設","いきいきプラザ","https://www.city.minato.tokyo.jp/shisetsu/fukushi/ikiki/05.html","麻布地区","施設の管理運営は、指定管理者（セントラルスポーツ株式会社）が行っています。","港区南麻布一丁目5番26号","電話：03-5232-9671
ファックス：03-5232-0568","月曜から土曜　午前9時から午後9時30分
日曜　午前9時から午後5時","年末年始（12月29日から1月3日）
※臨時休館をすることがあります。","施設の詳細については、南麻布いきいきプラザのホームページをご覧ください。","","地下鉄南北線・大江戸線
麻布十番駅　1番出口　徒歩7分 ","都バス
（橋86）新橋駅から目黒駅 仙台坂下バス停　徒歩3分 
（都06）渋谷駅から新橋駅、二の橋バス停　徒歩5分
（反96）六本木ヒルズ、六本木駅前～五反田駅（循環）二の橋バス停　徒歩5分 

港区コミュニティバス（ちぃばす）
（麻布西ルート）仙台坂下　徒歩3分 ","駐車場なし","","https://www.city.minato.tokyo.jp/shisetsu/fukushi/ikiki/images/untitled.png","南麻布いきいきプラザ外観写真","","","","","","","","","35.651486","139.735051",""
"2024-06-06 16:58:17","麻布いきいきプラザ","009006001000","福祉施設","いきいきプラザ","https://www.city.minato.tokyo.jp/shisetsu/fukushi/ikiki/07.html","麻布地区","施設の管理運営は、指定管理者（セントラルスポーツ株式会社）が行っています。","港区元麻布三丁目9番6号","電話：03-3408-7888
ファックス：03-3408-2585","月曜から土曜　午前9時から午後9時30分
日曜　午前9時から午後5時","年末年始（12月29日から1月3日）
※臨時休館をすることがあります。","施設の詳細については、麻布いきいきプラザのホームページをご覧ください。","","・地下鉄
南北線麻布十番駅
4番出口　徒歩10分
大江戸線麻布十番駅
7番出口　徒歩10分
日比谷線六本木駅
1番出口　徒歩15分","・都バス
（都06）新橋駅から渋谷駅
麻布十番バス停　徒歩10分
（橋86）新橋駅から目黒駅
麻布十番バス停　徒歩10分
（反96甲）五反田駅から魚らん坂下
、五反田駅
麻布十番駅前バス停　徒歩10分
・港区コミュニティバス（ちぃばす）
（田町ルート）田町駅東口から六本木ヒルズ
麻布十番公共駐車場前バス停
徒歩7分
麻布十番バス停　徒歩7分","","","https://www.city.minato.tokyo.jp/shisetsu/fukushi/ikiki/images/240411-01.png","","","","","","","","","","35.656207","139.730752",""
"2024-06-06 17:02:53","西麻布いきいきプラザ","009006001000","福祉施設","いきいきプラザ","https://www.city.minato.tokyo.jp/shisetsu/fukushi/ikiki/08.html","麻布地区","施設の管理運営は、指定管理者（セントラルスポーツ株式会社）が行っています。","港区西麻布二丁目13番3号","電話：03-3486-9166
ファックス：03-3486-9216","月曜から土曜　午前9時から午後9時30分
日曜　午前9時から午後5時","年末年始（12月29日から1月3日）
※臨時休館をすることがあります。","施設の詳細については、西麻布いきいきプラザのホームページをご覧ください。","","地下鉄千代田線
乃木坂駅　5番出口　徒歩7分","都バス
（黒77）目黒駅から千駄ヶ谷駅
西麻布バス停　徒歩3分

都バス
（都01）渋谷から赤坂アークヒルズ・六本木ヒルズ
西麻布バス停　徒歩3分

都バス
（都01・渋88）渋谷から新橋駅
西麻布バス停　徒歩3分 　

港区コミュニティバス（ちぃばす）
（青山ルート）六本木ヒルズ〜赤坂見附駅
西麻布バス停　徒歩3分","","","https://www.city.minato.tokyo.jp/shisetsu/fukushi/ikiki/images/nishiazabu-ikiiki.jpg","西麻布いきいきプラザの地図","","","","","","","","","35.660781","139.722724",""
"2024-06-06 16:58:36","飯倉いきいきプラザ","009006001000","福祉施設","いきいきプラザ","https://www.city.minato.tokyo.jp/shisetsu/fukushi/ikiki/09.html","麻布地区","施設の管理運営は、指定管理者（セントラルスポーツ株式会社）が行っています。","港区東麻布二丁目16番11号","電話：03-3583-6366
ファックス：03-3583-4339","月曜から土曜　午前9時から午後9時30分
日曜　午前9時から午後5時","年末年始（12月29日から1月3日）
※臨時休館をすることがあります。","施設の詳細については、飯倉いきいきプラザのホームページをご覧ください。","","・地下鉄
大江戸線赤羽橋駅　中之橋口　徒歩5分
南北線・大江戸線麻布十番駅　6番出口　徒歩5分","・都バス
（橋86）新橋駅から目黒駅　中之橋バス停　徒歩5分
・港区コミュニティバス（ちぃばす）
（田町ルート）田町駅東口から六本木ヒルズ
法務局入口バス停　徒歩4分
東麻布2丁目バス停　徒歩4分","駐車場なし","","https://www.city.minato.tokyo.jp/shisetsu/fukushi/ikiki/images/iigura2.jpg","飯倉いきいきプラザ外観写真","https://www.city.minato.tokyo.jp/shisetsu/fukushi/ikiki/images/iikuraikiiki.png","飯倉いきいきプラザの地図","","","","","","","35.656913","139.740984",""
"2023-05-16 13:24:37","赤坂いきいきプラザ","009006001000","福祉施設","いきいきプラザ","https://www.city.minato.tokyo.jp/shisetsu/fukushi/ikiki/10.html","赤坂地区","施設の管理運営は、指定管理者（株式会社ピーウォッシュ・太平ビルサービス株式会社共同事業体）が行っています。","港区赤坂六丁目4番8号","電話：03-3583-1207
ファックス：03-3583-5627","月曜から土曜　午前9時から午後9時30分
日曜日　午前9時から午後5時","年末年始（12月29日から1月3日）
※臨時休館をすることがあります。","施設の詳細については、赤坂地区いきいきプラザのホームページをご覧ください。","","・地下鉄千代田線赤坂駅　6番出口　徒歩5分","・港区コミュニティバス（ちぃばす）
（赤坂ルート）六本木ヒルズから赤坂（循環）
赤坂5丁目交番前バス停　徒歩1分","駐車場なし","","https://www.city.minato.tokyo.jp/shisetsu/fukushi/ikiki/images/akasakafukusikaikan.jpg","赤坂いきいきプラザ外観","https://www.city.minato.tokyo.jp/shisetsu/fukushi/ikiki/images/akasakaikiiki.png","赤坂いきいきプラザの地図","","","","","","","35.670363","139.734901",""
"2023-05-16 13:25:07","青山いきいきプラザ","009006001000","福祉施設","いきいきプラザ","https://www.city.minato.tokyo.jp/shisetsu/fukushi/ikiki/11.html","赤坂地区","施設の管理運営は、指定管理者（株式会社ピーウォッシュ・太平ビルサービス株式会社共同事業体）が行っています。","港区南青山二丁目16番5号","電話：03-3403-2011
ファックス：03-3403-3427","月曜から土曜　午前9時から午後9時30分
日曜　午前9時から午後5時","年末年始（12月29日から1月3日）
※臨時休館をすることがあります。","施設の詳細については、赤坂地区いきいきプラザのホームページをご覧ください。","","・地下鉄
銀座線・半蔵門線・大江戸線青山一丁目駅　5番出口　徒歩15分
銀座線外苑前駅　4番出口　徒歩10分
千代田線乃木坂駅　5番出口　徒歩15分","・都バス
（品97）品川車庫から新宿駅西口　青山いきいきプラザ入口バス停　徒歩5分
（黒77）目黒駅から千駄ヶ谷駅　南青山二丁目バス停　徒歩10分
・港区コミュニティバス（ちぃばす）
（赤坂ルート）六本木ヒルズから赤坂（循環）　青山一丁目駅前バス停　徒歩10分
（青山ルート）青山二丁目交差点　徒歩６分　外苑前駅　徒歩６分","駐車場なし","","https://www.city.minato.tokyo.jp/shisetsu/fukushi/ikiki/images/aoyamafukusikaikan.jpg","青山いきいきプラザ外観","https://www.city.minato.tokyo.jp/shisetsu/fukushi/ikiki/images/aoyamaikiiki.png","青山いきいきプラザの地図","","","","","","","35.669229","139.721248",""
"2023-05-16 13:25:41","青南いきいきプラザ","009006001000","福祉施設","いきいきプラザ","https://www.city.minato.tokyo.jp/shisetsu/fukushi/ikiki/12.html","赤坂地区","施設の管理運営は、指定管理者（株式会社ピーウォッシュ・太平ビルサービス株式会社共同事業体）が行っています。","港区南青山四丁目10番1号","電話：03-3423-4920
ファックス：03-3423-6158","月曜から土曜　午前9時から午後9時30分
日曜　午前9時から午後5時","年末年始（12月29日から1月3日）
※臨時休館をすることがあります。","施設の詳細については、赤坂地区いきいきプラザのホームページをご覧ください。","","・地下鉄
銀座線　外苑前駅1a出口　徒歩10分
銀座線・半蔵門線・千代田線　表参道駅A4出口　徒歩10分","・都バス
（黒77）目黒駅から千駄ヶ谷駅　南青山二丁目バス停　徒歩3分
・港区コミュニティバス（ちぃばす）
（青山ルート）南青山3丁目交差点　徒歩5分","駐車場なし","","https://www.city.minato.tokyo.jp/shisetsu/fukushi/ikiki/images/seinanfukusikaikan.jpg","青南いきいきプラザ外観","https://www.city.minato.tokyo.jp/shisetsu/fukushi/ikiki/images/201209-01.jpg","青南いきいきプラザの地図","","","","","","","35.666534","139.717311",""
"2023-11-02 11:20:21","豊岡いきいきプラザ","009006001000","福祉施設","いきいきプラザ","https://www.city.minato.tokyo.jp/shisetsu/fukushi/ikiki/13.html","高輪地区","施設の管理運営は、指定管理者（社会福祉法人奉優会）が行っています。","港区三田五丁目7番7号","電話：03-3453-1591
ファックス：03-3453-3613","月曜から土曜　午前9時から午後9時30分
日曜　午前9時から午後5時","年末年始（12月29日から1月3日）
※臨時休館をすることがあります。","施設の詳細については、豊岡いきいきプラザのホームページをご覧ください。","","・地下鉄
三田線・浅草線三田駅　A3番出口　徒歩15分
南北線・三田線白金高輪駅　2番出口　徒歩10分
・JR山手線・京浜東北線田町駅　西口　徒歩15分","・都バス
（田87）田町駅から渋谷駅
（東98）東京駅丸の内南口から等々力操車場　三田五丁目バス停前","駐車場なし","","https://www.city.minato.tokyo.jp/shisetsu/fukushi/ikiki/images/toyookagaikan.jpg","豊岡いきいきプラザ外観","https://www.city.minato.tokyo.jp/shisetsu/fukushi/ikiki/images/toyookaikiiki.png","豊岡いきいきプラザの地図","","","","","","","35.646551","139.739656",""
