"年月[西暦]","施設名称","施設所在地","施設方書","施設電話番号","施設開設日","診療科目名称","緯度","経度"
"202404","ホロン鳥居坂クリニック耳鼻咽喉科アレルギー科","東京都港区麻布十番一丁目5番8号","ヴェスタビル4階","03-5770-8733","2024/4/1","耳鼻咽喉科、アレルギー科","35.657048","139.733330"
"202404","麻布セントラルクリニック","東京都港区麻布十番一丁目6番6号","魚可津ビル3階6階","03-6447-0758","2024/4/8","内科、美容皮膚科","35.656415","139.734098"
"202404","表参道内科眼科","東京都港区北青山三丁目5番5号","ティアラ北青山ビル7階","03-6804-3231","2024/4/1","内科、眼科","35.667381","139.714228"
"202404","医療法人社団健勝会港三田クリニック","東京都港区芝五丁目1番13号","MAビル三田2　6階","03-3456-3391","2024/4/1","内科、消化器内科、胃腸内科、循環器内科、呼吸器内科、小児科、婦人科","35.650026","139.745063"
"202404","大口眼科","東京都港区芝浦三丁目6番3号","協栄ビル4階","03-5730-1313","2024/4/1","眼科","35.643533","139.748877"
"202404","芝浦健診クリニック","東京都港区芝浦三丁目18番17号","東京港健保会館3階","03-5765-7171","2024/4/1","内科","35.641909","139.750549"
"202404","医療法人社団晴栄会白金ビューティフルエイジングクリニック","東京都港区白金六丁目6番1号","マンション芝白金3階","03-5791-4800","2024/4/1","美容外科、形成外科","35.644302","139.725567"
"202404","医療法人社団桜柊会　白金台おがわクリニック","東京都港区白金台三丁目8番3号",,"03-6447-7081","2024/4/1","内科、糖尿病内科、内分泌代謝内科、消化器内科、小児科","35.635117","139.728022"
"202404","医療法人社団哲医会西麻布クリニック","東京都港区西麻布一丁目6番7号","3階","03-3403-6696","2024/4/1","内科、外科、胃腸内科、肛門外科","35.661247","139.725827"
"202404","Ｔｏｋｙｏ　Ｃａｐｉｔａｌ　Ｃｌｉｎｉｃ","東京都港区西麻布三丁目6番1号","六本木センチュリオンタワー501","03-6271-5541","2024/4/30","美容内科、泌尿器科","35.656290","139.726345"
"202404","日比谷アイクリニック","東京都港区西新橋一丁目3番1号","西新橋スクエア3階内幸町メディカルモール","03-5510-2222","2024/4/1","眼科","35.668933","139.754666"
"202404","ラベンダーメンタルクリニック　浜松町","東京都港区浜松町二丁目3番1号","日本生命浜松町クレアタワー4F","03-5843-8972","2024/4/1","精神科、心療内科","35.656067","139.755541"
"202404","ＳＡＧＡＲＡ女性クリニック","東京都港区南青山三丁目7番5号","アルプスプラザ101",,"2024/4/4","婦人科","35.666758","139.716439"
"202404","栄養クリニック　表参道院","東京都港区南青山三丁目16番14号","プラサータ青山203",,"2024/4/25","内科、皮膚科、泌尿器科、小児科、婦人科、アレルギー科、耳鼻いんこう科、眼科、リウマチ科、心療内科、神経内科","35.664402","139.714659"
"202404","六本木美容医療クリニック","東京都港区六本木三丁目10番9号","枻川誠志堂ビル4F","03-6434-9506","2024/4/15","美容内科、美容皮膚科","35.663390","139.733109"
"202404","足と歩行のクリニックｒｅｇｅ六本木院","東京都港区六本木七丁目15番17号","ユニ六本木ビル3階","03-6812-9022","2024/4/2","内科、形成外科、整形外科","35.662292","139.729638"
"202405","ＬＩＦ　ＳＫＩＮ　ＣＬＩＮＩＣ","東京都港区麻布十番一丁目7番1号","ヨーロッパハウス4階","03-6812-9333","2024/5/2","美容皮膚科","35.656628","139.734607"
"202405","ＬＩＦ　ＳＫＩＮ　ＣＬＩＮＩＣ","東京都港区麻布十番一丁目7番1号","ヨーロッパハウス4階","03-6812-9333","2024/5/15","美容皮膚科","35.656628","139.734607"
"202405","ＢｅＢ　ＣＬＩＮＩＣ","東京都港区麻布十番三丁目11番11号","airビル5階","03-6809-4222","2024/5/1","美容皮膚科","35.652722","139.735184"
"202405","平和医院","東京都港区麻布台一丁目7番3号","VORT神谷町2　2階","03-5797-8367","2024/5/28","糖尿病内科、内科、形成外科、皮膚科","35.660991","139.743069"
"202405","エピクリニック","東京都港区北青山三丁目13番12号","オムニクォータービル2階","03-6803-8117","2024/5/6","美容皮膚科","35.663955","139.709301"
"202405","田町クリニック","東京都港区芝浦三丁目4番1号","グランパークB1F","03-6453-9481","2024/5/1","脳神経外科、内科","35.643577","139.745802"
"202405","ＣＬＩＮＩＣ　ＵＰ　新橋駅前院","東京都港区新橋二丁目9番7号","IKENO‐7、8階","03-6550-9177","2024/5/1","内科","35.666872","139.756952"
"202405","Ｌｅｄｉａｎ　Ｃｌｉｎｉｃ","東京都港区六本木五丁目2番2号","トーマスビル1階","050-8889-3863","2024/5/15","美容皮膚科、美容内科","35.662305","139.733649"
"202405","ＭｉＳＡ　Ｃｌｉｎｉｃ　六本木本院","東京都港区六本木六丁目1番8号","六本木グリーンビル4階","03-6910-5774","2024/5/1","美容皮膚科","35.662554","139.732212"
"202405","六本木北浜診療所","東京都港区六本木六丁目1番20号","六本木電気ビルディング2階","03-3402-0792","2024/5/1","内科、リウマチ科、小児科、整形外科、皮膚科、耳鼻いんこう科","35.662411","139.731304"
"202406","ＱＵＩＣ　ＢＥＡＵＴＹ　ＣＬＩＮＩＣ","東京都港区赤坂六丁目13番13号","エストグランディールCARO303号室","03-6756-5181","2024/5/31","美容皮膚科、内科","35.669837","139.733847"
"202406","いびきのクリニック　品川院","東京都港区港南二丁目2番16号","谷田企画第一ビル6階","050-5805-9291","2024/6/2","耳鼻いんこう科、頭部皮膚科","35.6292224","139.7398423"
"202406","田町・芝浦　胃と腸の内視鏡・内科クリニック　東京港区院","東京都港区芝浦三丁目13番12号","PhilPark 田町 Shibaura 4階","03-5443-5550","2024/6/1","内科、消化器内科","35.642906","139.748320"
"202406","ｙｏｂｏ　ｃｌｉｎｉｃ","東京都港区芝浦三丁目19番19号","オーアイ芝浦ビル6F","03-5422-7957","2024/6/6","内科、心療内科、婦人科、皮膚科、泌尿器科、アレルギー科、リウマチ科","35.641489","139.748737"
"202406","佐々木クリニック泌尿器科　芝大門","東京都港区芝公園一丁目7番15号","池田ビル3階","03-6435-7373","2024/6/1","泌尿器科、腫瘍泌尿器科、感染症泌尿器科","35.657398","139.752136"
