01会計,02款,03項,04目,05節,06細節,07細々節,08決算額
01一般会計,01市税,01市民税,01個人,01現年課税分,02個人市民税（普通徴収分）,0,4552516553
01一般会計,01市税,01市民税,01個人,01現年課税分,03個人市民税（特別徴収分）,0,12165525101
01一般会計,01市税,01市民税,01個人,01現年課税分,04個人市民税（年金特別徴収分）,0,519776766
01一般会計,01市税,01市民税,01個人,02滞納繰越分,01滞納繰越分,0,199660814
01一般会計,01市税,01市民税,02法人,01現年課税分,01現年課税分,0,2240648400
01一般会計,01市税,01市民税,02法人,02滞納繰越分,01滞納繰越分,0,4789300
01一般会計,01市税,02固定資産税,01固定資産税,01現年課税分,01現年課税分,0,13345861287
01一般会計,01市税,02固定資産税,01固定資産税,02滞納繰越分,01滞納繰越分,0,66272817
01一般会計,01市税,02固定資産税,02国有資産等所在市町村交付金,01現年課税分,01交付金,01都有資産分,289723900
01一般会計,01市税,02固定資産税,02国有資産等所在市町村交付金,01現年課税分,01交付金,02国有資産分,41756600
01一般会計,01市税,03軽自動車税,01軽自動車税,01現年課税分,01現年課税分,0,91421700
01一般会計,01市税,03軽自動車税,01軽自動車税,02滞納繰越分,01滞納繰越分,0,1492702
01一般会計,01市税,04市たばこ税,01市たばこ税,01現年課税分,01市たばこ税,0,764380494
01一般会計,01市税,05入湯税,01入湯税,01現年課税分,01入湯税,0,2850
01一般会計,01市税,06事業所税,01事業所税,01現年課税分,01現年課税分,0,392037100
01一般会計,01市税,07都市計画税,01都市計画税,01現年課税分,01現年課税分,0,2544955022
01一般会計,01市税,07都市計画税,01都市計画税,02滞納繰越分,01滞納繰越分,0,14304764
01一般会計,02地方譲与税,01地方揮発油譲与税,01地方揮発油譲与税,01地方揮発油譲与税,01地方揮発油譲与税,0,75762000
01一般会計,02地方譲与税,02自動車重量譲与税,01自動車重量譲与税,01自動車重量譲与税,01自動車重量譲与税,0,185703000
01一般会計,02地方譲与税,03航空機燃料譲与税,01航空機燃料譲与税,01航空機燃料譲与税,01航空機燃料譲与税,0,123000
01一般会計,03利子割交付金,01利子割交付金,01利子割交付金,01利子割交付金,01利子割交付金,0,73450000
01一般会計,04配当割交付金,01配当割交付金,01配当割交付金,01配当割交付金,01配当割交付金,0,302551000
01一般会計,05株式等譲渡所得割交付金,01株式等譲渡所得割交付金,01株式等譲渡所得割交付金,01株式等譲渡所得割交付金,01株式等譲渡所得割交付金,0,303288000
01一般会計,06地方消費税交付金,01地方消費税交付金,01地方消費税交付金,01地方消費税交付金,01地方消費税交付金,0,3764309000
01一般会計,07自動車取得税交付金,01自動車取得税交付金,01自動車取得税交付金,01自動車取得税交付金,01自動車取得税交付金,0,149362000
01一般会計,08地方特例交付金,01地方特例交付金,01地方特例交付金,01地方特例交付金,01減収補填特例交付金,0,113421000
01一般会計,09地方交付税,01地方交付税,01地方交付税,01地方交付税,01特別交付税,0,49274000
01一般会計,09地方交付税,01地方交付税,01地方交付税,01地方交付税,02震災復興特別交付税,0,106000
