01会計,02款,03項,04目,05事項,06節,07細々節,08決算額
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,01報酬,01議員報酬　２８人,185612578
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,03職員手当等,01議員期末手当,78232200
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,04共済費,01議員共済会負担金,66119800
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,09旅費,01議員普通旅費,112276
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,09旅費,01議員管外旅費,1631030
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,13委託料,01健康診断委託料,155347
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,02給料,01一般職給料　１３人,51313200
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,03職員手当等,01一般職手当,43304015
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,03職員手当等,01児童手当,640000
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,04共済費,01共済組合市負担金,19198677
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,04共済費,01地方公務員災害補償基金負担金,105993
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,09旅費,01職員普通旅費,75175
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,09旅費,01職員管外旅費,269940
01一般会計,01議会費,01議会費,01議会費,03議員研修関係費,08報償費,01講師謝礼,354000
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,11需用費,01諸印刷費,3829461
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,12役務費,01郵便料,10666
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,13委託料,01配布委託料,4537171
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,13委託料,02声の議会だより作成委託料,174080
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,13委託料,03ＰＤＦファイル作成委託料,40744
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,13委託料,04読み上げ用テキスト作成委託料,55560
01一般会計,01議会費,01議会費,01議会費,05交際費,10交際費,01議長交際費,291440
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,07賃金,01臨時職員賃金,512735
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,08報償費,01記念品購入費,36447
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,08報償費,02手話通訳者謝礼,20000
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,01新聞雑誌購読料,624302
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,02事務機器用消耗品費,196822
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,03諸消耗品費,820000
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,04法規追録代,829083
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,05貸与被服購入費,285704
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,01概要印刷費,171720
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,02会議録等原本製本代,45430
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,01諸修繕料,93052
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,01諸賄費,15270
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,12役務費,01郵便料,34456
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,12役務費,02口座振替手数料,10226
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13委託料,01速記反訳委託料,2381930
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13委託料,02機器保守委託料,2252000
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13委託料,03録音反訳委託料,3541600
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13委託料,04整理業務委託料,347164
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,14使用料及び賃借料,01電子複写機使用料,216777
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,14使用料及び賃借料,02有料道路通行料等,38640
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,14使用料及び賃借料,03データベース使用料,113129
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,14使用料及び賃借料,04自動車借上料,14710
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,14使用料及び賃借料,05システム使用料,226800
