01会計,02款,03項,04目,05事項,06節,07細々節,08決算額
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,01報酬,01議員報酬　２７人,179640000
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,03職員手当等,01議員期末手当,82634400
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,04共済費,01議員共済会負担金,68436400
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,09旅費,01議員普通旅費,64996
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,09旅費,01議員管外旅費,1451884
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,13委託料,01健康診断委託料,153316
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,02給料,01一般職給料　１３人,53849400
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,03職員手当等,01一般職手当,44926205
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,03職員手当等,01児童手当,480000
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,04共済費,01共済組合市負担金,19588634
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,04共済費,01地方公務員災害補償基金負担金,102553
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,09旅費,01職員普通旅費,64104
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,09旅費,01職員管外旅費,220408
01一般会計,01議会費,01議会費,01議会費,03議員研修関係費,08報償費,01講師謝礼,354000
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,11需用費,01諸印刷費,4849377
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,12役務費,01郵便料,8948
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,13委託料,01配布委託料,4009537
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,13委託料,02声の議会だより作成委託料,138240
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,13委託料,03ＰＤＦファイル作成委託料,48384
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,13委託料,04読み上げ用テキスト作成委託料,51840
01一般会計,01議会費,01議会費,01議会費,05交際費,10交際費,01議長交際費,354940
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,07賃金,01臨時職員賃金,403333
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,08報償費,01記念品購入費,35497
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,08報償費,02手話通訳者謝礼,20000
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,01新聞雑誌購読料,634979
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,02事務機器用消耗品費,355293
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,03諸消耗品費,564962
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,04法規追録代,834119
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,01概要印刷費,171720
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,02会議録等原本製本代,39312
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,01諸修繕料,1486900
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,01暖房用燃料費,8320
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,01諸賄費,36725
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,12役務費,01郵便料,29570
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,12役務費,01洗濯代,4800
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,12役務費,02口座振替手数料,8951
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13委託料,01速記反訳委託料,2141100
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13委託料,02機器保守委託料,2237760
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13委託料,03テープ反訳委託料,3205440
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13委託料,04整理業務委託料,343980
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,14使用料及び賃借料,01電子複写機使用料,188742
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,14使用料及び賃借料,02有料道路通行料等,32430
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,14使用料及び賃借料,03データベース使用料,121678
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,14使用料及び賃借料,04自動車借上料,21710
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,14使用料及び賃借料,05システム使用料,226800
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,19負担金補助及び交付金,01議長会関係負担金,779000
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,19負担金補助及び交付金,02諸負担金,54000
01一般会計,01議会費,01議会費,01議会費,07市議会情報化関係費,12役務費,01回線使用料,342144
01一般会計,01議会費,01議会費,01議会費,07市議会情報化関係費,13委託料,01会議録検索システム管理委託料,1282068
01一般会計,01議会費,01議会費,01議会費,07市議会情報化関係費,13委託料,02市議会ホームページ管理委託料,1806732
01一般会計,01議会費,01議会費,01議会費,07市議会情報化関係費,13委託料,03市議会インターネット配信委託料,1944000
01一般会計,01議会費,01議会費,01議会費,07市議会情報化関係費,14使用料及び賃借料,01情報機器等使用料,3766176
01一般会計,01議会費,01議会費,01議会費,08自動車管理費,11需用費,01自動車用燃料費,94248
01一般会計,01議会費,01議会費,01議会費,08自動車管理費,12役務費,01自動車電話料,31577
01一般会計,01議会費,01議会費,01議会費,08自動車管理費,12役務費,01洗濯代,12000
01一般会計,01議会費,01議会費,01議会費,08自動車管理費,13委託料,01議長車運行管理業務委託料,5797202
01一般会計,01議会費,01議会費,01議会費,08自動車管理費,14使用料及び賃借料,01自動車借上料,677160
01一般会計,01議会費,01議会費,01議会費,09政務活動費,19負担金補助及び交付金,01政務活動費交付金,6984341
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,02給料,01特別職給料　３人,33240000
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,02給料,01一般職給料　１５１人,618681290
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,03職員手当等,01職員手当,1089004841
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,03職員手当等,01児童手当,7715000
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,04共済費,01共済組合市負担金,241368860
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,04共済費,01地方公務員災害補償基金負担金,1100936
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,04共済費,01再任用職員共済費,4215293
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,09旅費,01職員普通旅費,1892565
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,09旅費,01職員管外旅費,1296258
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,19負担金補助及び交付金,01会議負担金,77500
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,01報酬,01市政嘱託員報酬　１１人,22563018
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,04共済費,01市政嘱託員共済費,3705489
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,11需用費,01諸消耗品費,671498
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,11需用費,02法規追録代,445293
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,11需用費,03新聞雑誌購読料,57112
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,11需用費,01諸印刷費,34238
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,12役務費,01郵便料,7663
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,12役務費,01広告料,806760
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,12役務費,01筆耕料,23310
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,13委託料,01採用試験関係委託料,1948320
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,13委託料,02昇任選考委託料,1076187
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,14使用料及び賃借料,01会場使用料,610550
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,08報償費,01講師謝礼,4447347
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,08報償費,02個別相談カウンセラー謝礼,432031
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,09旅費,01職員研修旅費,50928
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,11需用費,01諸消耗品費,30861
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,11需用費,01諸賄費,4678
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,13委託料,01職員研修委託料,750000
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,14使用料及び賃借料,01会場使用料,29000
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,19負担金補助及び交付金,01講習会等負担金,4044831
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,19負担金補助及び交付金,01自主グループ等助成金,652342
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,19負担金補助及び交付金,02資格取得費助成金,855400
01一般会計,02総務費,01総務管理費,01一般管理費,04臨時職員関係費,04共済費,01臨時職員共済費,1989039
01一般会計,02総務費,01総務管理費,01一般管理費,04臨時職員関係費,07賃金,01臨時職員賃金,28183188
01一般会計,02総務費,01総務管理費,01一般管理費,05労働安全衛生管理関係費,01報酬,01医師報酬　２人,4680000
01一般会計,02総務費,01総務管理費,01一般管理費,05労働安全衛生管理関係費,11需用費,01新聞雑誌購読料,45445
01一般会計,02総務費,01総務管理費,01一般管理費,05労働安全衛生管理関係費,11需用費,02諸消耗品費,53000
01一般会計,02総務費,01総務管理費,01一般管理費,05労働安全衛生管理関係費,11需用費,03法規追録代,97200
01一般会計,02総務費,01総務管理費,01一般管理費,05労働安全衛生管理関係費,11需用費,01医薬品購入費,49990
01一般会計,02総務費,01総務管理費,01一般管理費,05労働安全衛生管理関係費,11需用費,01諸賄費,4958
01一般会計,02総務費,01総務管理費,01一般管理費,05労働安全衛生管理関係費,12役務費,01郵便料,10000
01一般会計,02総務費,01総務管理費,01一般管理費,05労働安全衛生管理関係費,12役務費,01洗濯代,18000
01一般会計,02総務費,01総務管理費,01一般管理費,05労働安全衛生管理関係費,12役務費,02免許申請等手数料,1500
01一般会計,02総務費,01総務管理費,01一般管理費,05労働安全衛生管理関係費,12役務費,01保険料,41240
01一般会計,02総務費,01総務管理費,01一般管理費,05労働安全衛生管理関係費,19負担金補助及び交付金,01中央労働災害防止協会負担金,50000
01一般会計,02総務費,01総務管理費,01一般管理費,06職員健康診断関係費,12役務費,01健康診断書作成料,6590
01一般会計,02総務費,01総務管理費,01一般管理費,06職員健康診断関係費,13委託料,01健康診断委託料,8885030
01一般会計,02総務費,01総務管理費,01一般管理費,06職員健康診断関係費,13委託料,02特殊健康診断委託料,1965
01一般会計,02総務費,01総務管理費,01一般管理費,06職員健康診断関係費,13委託料,03ストレスチェック委託料,709830
01一般会計,02総務費,01総務管理費,01一般管理費,06職員健康診断関係費,14使用料及び賃借料,01会場使用料,232000
01一般会計,02総務費,01総務管理費,01一般管理費,07職員健康相談関係費,08報償費,01相談員謝礼,2392000
01一般会計,02総務費,01総務管理費,01一般管理費,07職員健康相談関係費,12役務費,01電話料,32600
01一般会計,02総務費,01総務管理費,01一般管理費,08職員貸与被服費,11需用費,01貸与被服購入費,5667579
01一般会計,02総務費,01総務管理費,01一般管理費,09職員互助会等福利厚生関係費,11需用費,01諸消耗品費,13958
01一般会計,02総務費,01総務管理費,01一般管理費,09職員互助会等福利厚生関係費,19負担金補助及び交付金,01職員互助会交付金,17838000
01一般会計,02総務費,01総務管理費,01一般管理費,10給与関係費,11需用費,01諸消耗品費,67744
01一般会計,02総務費,01総務管理費,01一般管理費,10給与関係費,11需用費,02法規追録代,82101
01一般会計,02総務費,01総務管理費,01一般管理費,10給与関係費,11需用費,03図書購入費,8460
01一般会計,02総務費,01総務管理費,01一般管理費,10給与関係費,11需用費,01諸印刷費,118260
01一般会計,02総務費,01総務管理費,01一般管理費,10給与関係費,12役務費,01口座振替手数料,502652
01一般会計,02総務費,01総務管理費,01一般管理費,11秘書関係費,01報酬,01市政嘱託員報酬　１人,2138721
01一般会計,02総務費,01総務管理費,01一般管理費,11秘書関係費,04共済費,01市政嘱託員共済費,338157
01一般会計,02総務費,01総務管理費,01一般管理費,11秘書関係費,04共済費,01臨時職員共済費,2673
01一般会計,02総務費,01総務管理費,01一般管理費,11秘書関係費,07賃金,01臨時職員賃金,954820
