01会計,02款,03項,04目,05節,06細節,07細々節,08決算額
01一般会計,01市税,01市民税,01個人,01現年課税分,02個人市民税（普通徴収分）,0,4972757545
01一般会計,01市税,01市民税,01個人,01現年課税分,03個人市民税（特別徴収分）,0,11551771113
01一般会計,01市税,01市民税,01個人,01現年課税分,04個人市民税（年金特別徴収分）,0,503476303
01一般会計,01市税,01市民税,01個人,02滞納繰越分,01滞納繰越分,0,225513884
01一般会計,01市税,01市民税,02法人,01現年課税分,01現年課税分,0,3238293362
01一般会計,01市税,01市民税,02法人,02滞納繰越分,01滞納繰越分,0,3984368
01一般会計,01市税,02固定資産税,01固定資産税,01現年課税分,01現年課税分,0,13337559723
01一般会計,01市税,02固定資産税,01固定資産税,02滞納繰越分,01滞納繰越分,0,78680613
01一般会計,01市税,02固定資産税,02国有資産等所在市町村交付金,01現年課税分,01交付金,01都有資産分,293897000
01一般会計,01市税,02固定資産税,02国有資産等所在市町村交付金,01現年課税分,01交付金,02国有資産分,51128500
01一般会計,01市税,03軽自動車税,01軽自動車税,01現年課税分,01現年課税分,0,88846200
01一般会計,01市税,03軽自動車税,01軽自動車税,02滞納繰越分,01滞納繰越分,0,904030
01一般会計,01市税,04市たばこ税,01市たばこ税,01現年課税分,01市たばこ税,0,814091207
01一般会計,01市税,05入湯税,01入湯税,01現年課税分,01入湯税,0,2550
01一般会計,01市税,06事業所税,01事業所税,01現年課税分,01現年課税分,0,400108200
01一般会計,01市税,07都市計画税,01都市計画税,01現年課税分,01現年課税分,0,2519112161
01一般会計,01市税,07都市計画税,01都市計画税,02滞納繰越分,01滞納繰越分,0,16951556
01一般会計,02地方譲与税,01地方揮発油譲与税,01地方揮発油譲与税,01地方揮発油譲与税,01地方揮発油譲与税,0,75966000
01一般会計,02地方譲与税,02自動車重量譲与税,01自動車重量譲与税,01自動車重量譲与税,01自動車重量譲与税,0,184171000
01一般会計,02地方譲与税,03航空機燃料譲与税,01航空機燃料譲与税,01航空機燃料譲与税,01航空機燃料譲与税,0,122000
01一般会計,03利子割交付金,01利子割交付金,01利子割交付金,01利子割交付金,01利子割交付金,0,69027000
01一般会計,04配当割交付金,01配当割交付金,01配当割交付金,01配当割交付金,01配当割交付金,0,225311000
01一般会計,05株式等譲渡所得割交付金,01株式等譲渡所得割交付金,01株式等譲渡所得割交付金,01株式等譲渡所得割交付金,01株式等譲渡所得割交付金,0,131018000
01一般会計,06地方消費税交付金,01地方消費税交付金,01地方消費税交付金,01地方消費税交付金,01地方消費税交付金,0,3717643000
01一般会計,07自動車取得税交付金,01自動車取得税交付金,01自動車取得税交付金,01自動車取得税交付金,01自動車取得税交付金,0,118670000
01一般会計,08地方特例交付金,01地方特例交付金,01地方特例交付金,01地方特例交付金,01減収補填特例交付金,0,95065000
01一般会計,09地方交付税,01地方交付税,01地方交付税,01地方交付税,01特別交付税,0,47386000
01一般会計,09地方交付税,01地方交付税,01地方交付税,01地方交付税,02震災復興特別交付税,0,147000
01一般会計,10交通安全対策特別交付金,01交通安全対策特別交付金,01交通安全対策特別交付金,01交通安全対策特別交付金,01交通安全対策特別交付金,0,18641000
01一般会計,11分担金及び負担金,01負担金,01民生費負担金,01高齢者措置費負担金,01高齢者施設入所措置費負担金,0,13344661
01一般会計,11分担金及び負担金,01負担金,01民生費負担金,02保育所保育料負担金,01市立保育所保育料負担金,01現年度分,307050900
01一般会計,11分担金及び負担金,01負担金,01民生費負担金,02保育所保育料負担金,01市立保育所保育料負担金,02過年度分,6546300
01一般会計,11分担金及び負担金,01負担金,01民生費負担金,02保育所保育料負担金,02私立保育所保育料負担金,01現年度分,446781080
01一般会計,11分担金及び負担金,01負担金,01民生費負担金,02保育所保育料負担金,02私立保育所保育料負担金,02過年度分,6553300
01一般会計,11分担金及び負担金,01負担金,01民生費負担金,03母子福祉費負担金,01母子生活支援施設入所措置費負担金,0,47250
01一般会計,11分担金及び負担金,01負担金,01民生費負担金,03母子福祉費負担金,02入院助産措置費負担金,0,40400
01一般会計,11分担金及び負担金,01負担金,02衛生費負担金,01未熟児養育医療給付費負担金,01未熟児養育医療給付費負担金,0,1572222
01一般会計,11分担金及び負担金,01負担金,03土木費負担金,01道路掘削復旧工事監督事務費負担金,01道路掘削復旧工事監督事務費負担金,0,8692500
01一般会計,11分担金及び負担金,01負担金,03土木費負担金,02電線共同溝建設負担金,01市道第１３５号線電線共同溝建設負担金,0,1024259
01一般会計,12使用料及び手数料,01使用料,01総務使用料,01三鷹ネットワーク大学使用料,01三鷹ネットワーク大学使用料,0,519350
01一般会計,12使用料及び手数料,01使用料,01総務使用料,02市民センター使用料,01市民センター事務室等使用料,0,908231
01一般会計,12使用料及び手数料,01使用料,01総務使用料,02市民センター使用料,02市民センター駐車場等使用料,0,5891800
01一般会計,12使用料及び手数料,01使用料,01総務使用料,03地区公会堂使用料,01地区公会堂使用料,0,14500
01一般会計,12使用料及び手数料,01使用料,01総務使用料,04地区公会堂用地使用料,01地区公会堂用地使用料,0,6132
01一般会計,12使用料及び手数料,01使用料,01総務使用料,05コミュニティ・センタープール等使用料,01コミュニティ・センタープール等使用料,0,2402900
