01会計,02款,03項,04目,05事項,06節,07細々節,08決算額
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,01報酬,01議員報酬　２７人,180743866
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,03職員手当等,01議員期末手当,82240500
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,04共済費,01議員共済会負担金,73729600
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,09旅費,01議員普通旅費,94824
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,09旅費,01議員管外旅費,1478310
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,13委託料,01健康診断委託料,123854
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,02給料,01一般職給料　１３人,52567920
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,03職員手当等,01一般職手当,42024428
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,03職員手当等,01児童手当,700000
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,04共済費,01共済組合市負担金,19055928
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,04共済費,01地方公務員災害補償基金負担金,104908
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,09旅費,01職員普通旅費,74356
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,09旅費,01職員管外旅費,225508
01一般会計,01議会費,01議会費,01議会費,03議員研修関係費,08報償費,01講師謝礼,446400
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,11需用費,01諸印刷費,5298470
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,12役務費,01郵便料,11040
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,13委託料,01配布委託料,4452485
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,13委託料,02声の議会だより作成委託料,172800
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,13委託料,03ＰＤＦファイル作成委託料,51408
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,13委託料,04読み上げ用テキスト作成委託料,55080
01一般会計,01議会費,01議会費,01議会費,05交際費,10交際費,01議長交際費,371340
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,07賃金,01臨時職員賃金,466520
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,08報償費,01記念品購入費,35497
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,08報償費,02手話通訳者謝礼,20000
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,01新聞雑誌購読料,587691
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,02事務機器用消耗品費,406868
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,03諸消耗品費,624441
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,04法規追録代,810142
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,01概要印刷費,162000
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,02会議録等原本製本代,39312
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,01諸修繕料,426435
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,01暖房用燃料費,12743
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,01諸賄費,27742
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,12役務費,01郵便料,30589
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,12役務費,02口座振替手数料,8682
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13委託料,01速記反訳委託料,2116800
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13委託料,02機器保守委託料,2237760
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13委託料,03テープ反訳委託料,2989440
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13委託料,04総合管理業務委託料,343980
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,14使用料及び賃借料,01事務機器使用料,5832
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,14使用料及び賃借料,02電子複写機使用料,184119
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,14使用料及び賃借料,03有料道路通行料等,51040
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,14使用料及び賃借料,04データベース使用料,172417
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,14使用料及び賃借料,05自動車借上料,20130
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,14使用料及び賃借料,06システム使用料,170100
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,19負担金補助及び交付金,01議長会関係負担金,779000
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,19負担金補助及び交付金,02諸負担金,67000
01一般会計,01議会費,01議会費,01議会費,07市議会情報化関係費,12役務費,01回線使用料,342144
01一般会計,01議会費,01議会費,01議会費,07市議会情報化関係費,13委託料,01会議録検索システム管理委託料,1239300
01一般会計,01議会費,01議会費,01議会費,07市議会情報化関係費,13委託料,02市議会ホームページ管理委託料,1901880
01一般会計,01議会費,01議会費,01議会費,07市議会情報化関係費,13委託料,03市議会インターネット配信委託料,1944000
01一般会計,01議会費,01議会費,01議会費,07市議会情報化関係費,14使用料及び賃借料,01情報機器等使用料,3766176
01一般会計,01議会費,01議会費,01議会費,08自動車管理費,11需用費,01自動車用燃料費,125316
01一般会計,01議会費,01議会費,01議会費,08自動車管理費,12役務費,01自動車電話料,29574
01一般会計,01議会費,01議会費,01議会費,08自動車管理費,12役務費,01洗濯代,5600
01一般会計,01議会費,01議会費,01議会費,08自動車管理費,13委託料,01自動車運行管理業務等委託料,5508162
01一般会計,01議会費,01議会費,01議会費,08自動車管理費,14使用料及び賃借料,01自動車借上料,605340
01一般会計,01議会費,01議会費,01議会費,09政務活動費,19負担金補助及び交付金,01政務活動費交付金,7343082
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,02給料,01特別職給料　３人,33240000
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,02給料,01一般職給料　１４３人,581460740
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,03職員手当等,01職員手当,994793277
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,03職員手当等,01児童手当,7390000
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,04共済費,01共済組合市負担金,220977343
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,04共済費,01地方公務員災害補償基金負担金,1074811
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,04共済費,01再任用職員共済費,5320558
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,09旅費,01職員普通旅費,1758766
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,09旅費,01職員管外旅費,927143
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,19負担金補助及び交付金,01会議負担金,149500
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,01報酬,01市政嘱託員報酬　８人,16822525
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,04共済費,01市政嘱託員共済費,2517964
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,11需用費,01諸消耗品費,860570
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,11需用費,02法規追録代,409803
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,11需用費,03新聞雑誌購読料,57112
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,11需用費,01諸印刷費,30213
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,12役務費,01郵便料,3105
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,12役務費,01広告料,588384
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,12役務費,01筆耕料,21756
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,13委託料,01採用試験関係委託料,2018952
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,13委託料,02昇任選考委託料,999833
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,14使用料及び賃借料,01会場使用料,415850
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,08報償費,01講師謝礼,4309790
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,08報償費,02個別相談カウンセラー謝礼,658320
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,09旅費,01職員研修旅費,292511
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,11需用費,01諸消耗品費,92988
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,13委託料,01職員研修委託料,750000
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,14使用料及び賃借料,01会場使用料,75100
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,19負担金補助及び交付金,01講習会等負担金,4169583
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,19負担金補助及び交付金,01自主グループ等助成金,574392
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,19負担金補助及び交付金,02資格取得費助成金,439000
01一般会計,02総務費,01総務管理費,01一般管理費,04臨時職員関係費,04共済費,01臨時職員共済費,2231976
01一般会計,02総務費,01総務管理費,01一般管理費,04臨時職員関係費,07賃金,01臨時職員賃金,28174164
01一般会計,02総務費,01総務管理費,01一般管理費,05労働安全衛生管理関係費,01報酬,01医師報酬　２人,4615000
01一般会計,02総務費,01総務管理費,01一般管理費,05労働安全衛生管理関係費,11需用費,01新聞雑誌購読料,56095
01一般会計,02総務費,01総務管理費,01一般管理費,05労働安全衛生管理関係費,11需用費,02諸消耗品費,52399
01一般会計,02総務費,01総務管理費,01一般管理費,05労働安全衛生管理関係費,11需用費,03法規追録代,91800
01一般会計,02総務費,01総務管理費,01一般管理費,05労働安全衛生管理関係費,11需用費,01医薬品購入費,50261
01一般会計,02総務費,01総務管理費,01一般管理費,05労働安全衛生管理関係費,11需用費,01諸賄費,4927
01一般会計,02総務費,01総務管理費,01一般管理費,05労働安全衛生管理関係費,12役務費,01郵便料,10000
01一般会計,02総務費,01総務管理費,01一般管理費,05労働安全衛生管理関係費,12役務費,01洗濯代,17500
01一般会計,02総務費,01総務管理費,01一般管理費,05労働安全衛生管理関係費,12役務費,02免許申請等手数料,1892
01一般会計,02総務費,01総務管理費,01一般管理費,05労働安全衛生管理関係費,12役務費,01保険料,50580
01一般会計,02総務費,01総務管理費,01一般管理費,05労働安全衛生管理関係費,19負担金補助及び交付金,01中央労働災害防止協会負担金,50000
01一般会計,02総務費,01総務管理費,01一般管理費,06職員健康診断関係費,12役務費,01健康診断書作成料,6590
01一般会計,02総務費,01総務管理費,01一般管理費,06職員健康診断関係費,13委託料,01健康診断委託料,7388711
01一般会計,02総務費,01総務管理費,01一般管理費,06職員健康診断関係費,13委託料,02特殊健康診断委託料,9525
01一般会計,02総務費,01総務管理費,01一般管理費,06職員健康診断関係費,13委託料,03胃検診委託料,509976
01一般会計,02総務費,01総務管理費,01一般管理費,06職員健康診断関係費,13委託料,04ストレスチェック委託料,709446
01一般会計,02総務費,01総務管理費,01一般管理費,06職員健康診断関係費,14使用料及び賃借料,01会場使用料,233000
01一般会計,02総務費,01総務管理費,01一般管理費,07職員健康相談関係費,08報償費,01相談員謝礼,2405000
01一般会計,02総務費,01総務管理費,01一般管理費,07職員健康相談関係費,12役務費,01電話料,32972
01一般会計,02総務費,01総務管理費,01一般管理費,08職員貸与被服費,11需用費,01貸与被服購入費,6641241
01一般会計,02総務費,01総務管理費,01一般管理費,08職員貸与被服費,12役務費,01郵便料,2640
01一般会計,02総務費,01総務管理費,01一般管理費,09職員互助会等福利厚生関係費,11需用費,01諸消耗品費,13888
01一般会計,02総務費,01総務管理費,01一般管理費,09職員互助会等福利厚生関係費,19負担金補助及び交付金,01職員互助会交付金,18090800
01一般会計,02総務費,01総務管理費,01一般管理費,10給与関係費,11需用費,01諸消耗品費,41165
01一般会計,02総務費,01総務管理費,01一般管理費,10給与関係費,11需用費,02法規追録代,97325
01一般会計,02総務費,01総務管理費,01一般管理費,10給与関係費,11需用費,03図書購入費,11184
01一般会計,02総務費,01総務管理費,01一般管理費,10給与関係費,11需用費,01諸印刷費,260658
01一般会計,02総務費,01総務管理費,01一般管理費,10給与関係費,12役務費,01口座振替手数料,514244
01一般会計,02総務費,01総務管理費,01一般管理費,11秘書関係費,01報酬,01市政嘱託員報酬　１人,2112537
01一般会計,02総務費,01総務管理費,01一般管理費,11秘書関係費,04共済費,01市政嘱託員共済費,355057
01一般会計,02総務費,01総務管理費,01一般管理費,11秘書関係費,04共済費,01臨時職員共済費,2078
01一般会計,02総務費,01総務管理費,01一般管理費,11秘書関係費,07賃金,01臨時職員賃金,959040
01一般会計,02総務費,01総務管理費,01一般管理費,11秘書関係費,11需用費,01新聞雑誌購読料,298679
01一般会計,02総務費,01総務管理費,01一般管理費,11秘書関係費,11需用費,02諸消耗品費,688613
01一般会計,02総務費,01総務管理費,01一般管理費,11秘書関係費,11需用費,01諸賄費,85609
01一般会計,02総務費,01総務管理費,01一般管理費,11秘書関係費,12役務費,01郵便料,117744
01一般会計,02総務費,01総務管理費,01一般管理費,11秘書関係費,14使用料及び賃借料,01会場等使用料,47700
01一般会計,02総務費,01総務管理費,01一般管理費,11秘書関係費,19負担金補助及び交付金,01公共機関連絡協議会負担金,28500
01一般会計,02総務費,01総務管理費,01一般管理費,11秘書関係費,19負担金補助及び交付金,02市長会関係負担金,3567000
01一般会計,02総務費,01総務管理費,01一般管理費,12賀詞交歓会関係費,13委託料,01運営委員会委託料,2584812
01一般会計,02総務費,01総務管理費,01一般管理費,13交際費,10交際費,01交際費,897840
01一般会計,02総務費,01総務管理費,01一般管理費,14財政管理関係費,04共済費,01臨時職員共済費,4878
01一般会計,02総務費,01総務管理費,01一般管理費,14財政管理関係費,07賃金,01臨時職員賃金,235366
01一般会計,02総務費,01総務管理費,01一般管理費,14財政管理関係費,11需用費,01諸消耗品費,335707
01一般会計,02総務費,01総務管理費,01一般管理費,14財政管理関係費,11需用費,02法規追録代,838963
01一般会計,02総務費,01総務管理費,01一般管理費,14財政管理関係費,11需用費,03新聞雑誌等購読料,89176
01一般会計,02総務費,01総務管理費,01一般管理費,14財政管理関係費,13委託料,01新公会計制度導入支援業務委託料,1296000
01一般会計,02総務費,01総務管理費,01一般管理費,15会計管理関係費,01報酬,01市政嘱託員報酬　２人,4301630
01一般会計,02総務費,01総務管理費,01一般管理費,15会計管理関係費,04共済費,01市政嘱託員共済費,643065
