01会計,02款,03項,04目,05節,06細節,07細々節,08決算額
01一般会計,01市税,01市民税,01個人,01現年課税分,02個人市民税（普通徴収分）,0,5153818158
01一般会計,01市税,01市民税,01個人,01現年課税分,03個人市民税（特別徴収分）,0,10726448745
01一般会計,01市税,01市民税,01個人,01現年課税分,04個人市民税（年金特別徴収分）,0,511372619
01一般会計,01市税,01市民税,01個人,02滞納繰越分,01滞納繰越分,0,298824876
01一般会計,01市税,01市民税,02法人,01現年課税分,01現年課税分,0,3313006400
01一般会計,01市税,01市民税,02法人,02滞納繰越分,01滞納繰越分,0,5408000
01一般会計,01市税,02固定資産税,01固定資産税,01現年課税分,01現年課税分,0,12857333262
01一般会計,01市税,02固定資産税,01固定資産税,02滞納繰越分,01滞納繰越分,0,121767449
01一般会計,01市税,02固定資産税,02国有資産等所在市町村交付金,01現年課税分,01交付金,01都有資産分,296859900
01一般会計,01市税,02固定資産税,02国有資産等所在市町村交付金,01現年課税分,01交付金,02国有資産分,42091100
01一般会計,01市税,03軽自動車税,01軽自動車税,01現年課税分,01現年課税分,0,69042400
01一般会計,01市税,03軽自動車税,01軽自動車税,02滞納繰越分,01滞納繰越分,0,1840731
01一般会計,01市税,04市たばこ税,01市たばこ税,01現年課税分,01市たばこ税,0,888248199
01一般会計,01市税,05入湯税,01入湯税,01現年課税分,01入湯税,0,3600
01一般会計,01市税,06事業所税,01事業所税,01現年課税分,01現年課税分,0,441958200
01一般会計,01市税,07都市計画税,01都市計画税,01現年課税分,01現年課税分,0,2473834385
01一般会計,01市税,07都市計画税,01都市計画税,02滞納繰越分,01滞納繰越分,0,26260332
01一般会計,02地方譲与税,01地方揮発油譲与税,01地方揮発油譲与税,01地方揮発油譲与税,01地方揮発油譲与税,0,74710000
01一般会計,02地方譲与税,02自動車重量譲与税,01自動車重量譲与税,01自動車重量譲与税,01自動車重量譲与税,0,174793000
01一般会計,02地方譲与税,03航空機燃料譲与税,01航空機燃料譲与税,01航空機燃料譲与税,01航空機燃料譲与税,0,85000
01一般会計,02地方譲与税,04地方道路譲与税,01地方道路譲与税,01地方道路譲与税,01地方道路譲与税,0,3
01一般会計,03利子割交付金,01利子割交付金,01利子割交付金,01利子割交付金,01利子割交付金,0,291002000
01一般会計,04配当割交付金,01配当割交付金,01配当割交付金,01配当割交付金,01配当割交付金,0,366888000
01一般会計,05株式等譲渡所得割交付金,01株式等譲渡所得割交付金,01株式等譲渡所得割交付金,01株式等譲渡所得割交付金,01株式等譲渡所得割交付金,0,308397000
01一般会計,06地方消費税交付金,01地方消費税交付金,01地方消費税交付金,01地方消費税交付金,01地方消費税交付金,0,2364680000
01一般会計,07自動車取得税交付金,01自動車取得税交付金,01自動車取得税交付金,01自動車取得税交付金,01自動車取得税交付金,0,82904000
01一般会計,08地方特例交付金,01地方特例交付金,01地方特例交付金,01地方特例交付金,01減収補填特例交付金,0,90782000
01一般会計,09地方交付税,01地方交付税,01地方交付税,01地方交付税,01特別交付税,0,61407000
01一般会計,09地方交付税,01地方交付税,01地方交付税,01地方交付税,02震災復興特別交付税,0,4000
01一般会計,10交通安全対策特別交付金,01交通安全対策特別交付金,01交通安全対策特別交付金,01交通安全対策特別交付金,01交通安全対策特別交付金,0,19691000
01一般会計,11分担金及び負担金,01負担金,01民生費負担金,01高齢者措置費負担金,01高齢者施設入所措置費負担金,0,10856596
01一般会計,11分担金及び負担金,01負担金,01民生費負担金,02保育所保育料負担金,01市立保育所保育料負担金,01現年度分,416240700
01一般会計,11分担金及び負担金,01負担金,01民生費負担金,02保育所保育料負担金,01市立保育所保育料負担金,02過年度分,728150
01一般会計,11分担金及び負担金,01負担金,01民生費負担金,02保育所保育料負担金,02私立保育所保育料負担金,01現年度分,288591900
01一般会計,11分担金及び負担金,01負担金,01民生費負担金,02保育所保育料負担金,02私立保育所保育料負担金,02過年度分,672370
01一般会計,11分担金及び負担金,01負担金,01民生費負担金,03母子福祉費負担金,01母子生活支援施設入所措置費負担金,0,29250
01一般会計,11分担金及び負担金,01負担金,02衛生費負担金,01未熟児養育医療給付費負担金,01未熟児養育医療給付費負担金,0,1914143
01一般会計,11分担金及び負担金,01負担金,03土木費負担金,01道路掘削復旧工事監督事務費負担金,01道路掘削復旧工事監督事務費負担金,0,6943860
01一般会計,11分担金及び負担金,01負担金,03土木費負担金,02電線共同溝建設負担金,01市道第１３５号線電線共同溝建設負担金,0,374143
01一般会計,11分担金及び負担金,01負担金,04総務費負担金,01電線共同溝建設負担金,01市道第３７２号線電線共同溝建設負担金,0,1391859
01一般会計,12使用料及び手数料,01使用料,01総務使用料,01三鷹ネットワーク大学使用料,01三鷹ネットワーク大学使用料,0,520320
01一般会計,12使用料及び手数料,01使用料,01総務使用料,02市民センター使用料,01市民センター事務室等使用料,0,861996
01一般会計,12使用料及び手数料,01使用料,01総務使用料,02市民センター使用料,02市民センター駐車場等使用料,0,6357000
01一般会計,12使用料及び手数料,01使用料,01総務使用料,03地区公会堂使用料,01地区公会堂使用料,0,6500
01一般会計,12使用料及び手数料,01使用料,01総務使用料,04地区公会堂用地使用料,01地区公会堂用地使用料,0,75708
01一般会計,12使用料及び手数料,01使用料,01総務使用料,05コミュニティ・センタープール等使用料,01コミュニティ・センタープール等使用料,0,2520150
01一般会計,12使用料及び手数料,01使用料,01総務使用料,06コミュニティ・センター用地等使用料,01コミュニティ・センター用地等使用料,0,4704
01一般会計,12使用料及び手数料,01使用料,01総務使用料,07市民協働センター使用料,01市民協働センター使用料,0,3283000
01一般会計,12使用料及び手数料,01使用料,01総務使用料,08文化施設使用料,01芸術文化センター使用料,0,47130830
01一般会計,12使用料及び手数料,01使用料,01総務使用料,08文化施設使用料,02美術ギャラリー使用料,0,2859200
01一般会計,12使用料及び手数料,01使用料,01総務使用料,08文化施設使用料,03公会堂使用料,0,35341640
01一般会計,12使用料及び手数料,01使用料,01総務使用料,08文化施設使用料,04みたか井心亭使用料,0,3267750
01一般会計,12使用料及び手数料,01使用料,01総務使用料,08文化施設使用料,05山本有三記念館使用料,0,2403700
01一般会計,12使用料及び手数料,01使用料,01総務使用料,09文化施設用地使用料,01山本有三記念館用地使用料,0,3864
01一般会計,12使用料及び手数料,01使用料,01総務使用料,10三鷹市立アニメーション美術館内施設使用料,01三鷹市立アニメーション美術館内施設使用料,0,1915174
01一般会計,12使用料及び手数料,01使用料,02民生使用料,01福祉会館使用料,01福祉会館使用料,0,293140
01一般会計,12使用料及び手数料,01使用料,02民生使用料,02下連雀複合施設使用料,01下連雀複合施設用地使用料,0,1200
01一般会計,12使用料及び手数料,01使用料,02民生使用料,02下連雀複合施設使用料,02下連雀複合施設施設使用料,0,1623204
01一般会計,12使用料及び手数料,01使用料,02民生使用料,03福祉コアかみれん使用料,01福祉コアかみれん用地使用料,0,1200
01一般会計,12使用料及び手数料,01使用料,02民生使用料,03福祉コアかみれん使用料,02福祉コアかみれん施設使用料,0,1019844
01一般会計,12使用料及び手数料,01使用料,02民生使用料,04北野ハピネスセンター用地使用料,01北野ハピネスセンター用地使用料,0,1692
01一般会計,12使用料及び手数料,01使用料,02民生使用料,05福祉住宅使用料,01福祉住宅使用料,0,20396320
01一般会計,12使用料及び手数料,01使用料,02民生使用料,06保育園用地使用料,01保育園用地使用料,0,15108
01一般会計,12使用料及び手数料,01使用料,02民生使用料,07ちどりこども園使用料,01基本保育料,0,5013000
01一般会計,12使用料及び手数料,01使用料,02民生使用料,07ちどりこども園使用料,02預かり保育料,0,858000
01一般会計,12使用料及び手数料,01使用料,02民生使用料,08児童館用地使用料,01児童館用地内水源用地等使用料,0,292980
01一般会計,12使用料及び手数料,01使用料,02民生使用料,09学童保育所使用料,01学童保育所育成料,0,83292000
01一般会計,12使用料及び手数料,01使用料,02民生使用料,09学童保育所使用料,02学童保育所延長育成料,0,5062200
01一般会計,12使用料及び手数料,01使用料,03衛生使用料,01総合保健センター用地使用料,01総合保健センター用地使用料,0,3876
01一般会計,12使用料及び手数料,01使用料,03衛生使用料,02リサイクル市民工房用地使用料,01高圧線下土地使用料,0,464856
01一般会計,12使用料及び手数料,01使用料,03衛生使用料,03ごみ処理場用地使用料,01ごみ処理場用地使用料,0,682740
01一般会計,12使用料及び手数料,01使用料,04農林使用料,01農業公園用地使用料,01農業公園用地使用料,0,10812540
01一般会計,12使用料及び手数料,01使用料,05土木使用料,01道路占用料,01ガス管、電柱等道路占用料,0,226329297
01一般会計,12使用料及び手数料,01使用料,05土木使用料,02法定外公共物使用料,01ガス管、電柱等公共物使用料,0,6154245
01一般会計,12使用料及び手数料,01使用料,05土木使用料,03交通公園等用地使用料,01交通公園等用地使用料,0,107700
01一般会計,12使用料及び手数料,01使用料,05土木使用料,04都市公園等用地使用料,01高圧線下等土地使用料,0,1697872
01一般会計,12使用料及び手数料,01使用料,05土木使用料,05市営住宅等使用料,01市営大沢住宅等使用料,0,32654911
01一般会計,12使用料及び手数料,01使用料,05土木使用料,06下連雀市民住宅使用料,01下連雀市民住宅使用料,0,16275799
01一般会計,12使用料及び手数料,01使用料,06消防使用料,01防災用地使用料,01消防団詰所用地使用料,0,3600
01一般会計,12使用料及び手数料,01使用料,07教育使用料,01教育センター用地使用料,01教育センター用地使用料,0,1200
01一般会計,12使用料及び手数料,01使用料,07教育使用料,02川上郷自然の村用地使用料,01川上郷自然の村用地使用料,0,1200
01一般会計,12使用料及び手数料,01使用料,07教育使用料,03学校用地使用料,01学校用地内水源用地等使用料,0,793860
01一般会計,12使用料及び手数料,01使用料,07教育使用料,04大沢の里水車経営農家使用料,01大沢の里水車経営農家使用料,0,316900
01一般会計,12使用料及び手数料,01使用料,07教育使用料,05学校施設使用料,01地域交流室使用料,0,8000
01一般会計,12使用料及び手数料,01使用料,07教育使用料,05学校施設使用料,02体育施設使用料,0,1354480
01一般会計,12使用料及び手数料,01使用料,07教育使用料,05学校施設使用料,03夜間照明設備使用料,0,1891010
01一般会計,12使用料及び手数料,01使用料,07教育使用料,06社会教育会館用地使用料,01高圧線下土地使用料,0,610406
01一般会計,12使用料及び手数料,01使用料,07教育使用料,07東部図書館用地使用料,01ケーブルテレビ支柱用地使用料,0,1440
01一般会計,12使用料及び手数料,01使用料,07教育使用料,08西部図書館用地使用料,01ケーブルテレビ支柱用地使用料,0,1200
01一般会計,12使用料及び手数料,01使用料,07教育使用料,09体育施設使用料,01体育施設使用料,0,40190310
01一般会計,12使用料及び手数料,01使用料,07教育使用料,10井口特設グラウンド用地使用料,01電柱用地等使用料,0,1512
01一般会計,12使用料及び手数料,01使用料,07教育使用料,11大沢野川グラウンド駐車場使用料,01駐車場使用料,0,3872500
01一般会計,12使用料及び手数料,02手数料,01総務手数料,01自動車臨時運行許可手数料,01自動車臨時運行許可手数料,0,735750
01一般会計,12使用料及び手数料,02手数料,01総務手数料,02自動交付手数料,01証明書自動交付手数料,0,24312350
01一般会計,12使用料及び手数料,02手数料,01総務手数料,03税証明交付手数料,01税証明交付手数料,0,7606100
01一般会計,12使用料及び手数料,02手数料,01総務手数料,04戸籍住民手数料,01戸籍証明書交付手数料,0,16544250
01一般会計,12使用料及び手数料,02手数料,01総務手数料,04戸籍住民手数料,02住民票写し交付閲覧手数料,0,19905700
01一般会計,12使用料及び手数料,02手数料,01総務手数料,04戸籍住民手数料,03印鑑登録証明等交付手数料,0,6694100
01一般会計,12使用料及び手数料,02手数料,01総務手数料,04戸籍住民手数料,04住民基本台帳カード交付手数料,0,1140500
01一般会計,12使用料及び手数料,02手数料,01総務手数料,05住居表示台帳閲覧等手数料,01住居表示台帳閲覧等手数料,0,11400
01一般会計,12使用料及び手数料,02手数料,03衛生手数料,01工場認可申請手数料,01工場認可申請手数料,0,160300
01一般会計,12使用料及び手数料,02手数料,03衛生手数料,02犬の登録等手数料,01犬の登録等手数料,0,4459570
01一般会計,12使用料及び手数料,02手数料,03衛生手数料,03塵芥処理手数料,01ごみ収集処理手数料,0,324257056
01一般会計,12使用料及び手数料,02手数料,03衛生手数料,03塵芥処理手数料,02一般廃棄物処理業許可申請等手数料,0,200
01一般会計,12使用料及び手数料,02手数料,03衛生手数料,04し尿処理手数料,01し尿処理手数料,0,7506000
01一般会計,12使用料及び手数料,02手数料,04土木手数料,01屋外広告物許可手数料,01屋外広告物許可手数料,0,1142750
01一般会計,12使用料及び手数料,02手数料,04土木手数料,02道路証明手数料,01道路証明手数料,0,120000
01一般会計,12使用料及び手数料,02手数料,04土木手数料,03境界確定図面等写し交付手数料,01境界確定図面等写し交付手数料,0,1761300
01一般会計,12使用料及び手数料,02手数料,04土木手数料,04建築指導手数料,01建築物確認等申請手数料,0,4294200
01一般会計,12使用料及び手数料,02手数料,04土木手数料,04建築指導手数料,02建築許可等申請手数料,0,6465600
