01会計,02款,03項,04目,05事項,06節,07細々節,08決算額
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,01報酬,01議員報酬　２８人,185991880
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,03職員手当等,01議員期末手当,74469900
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,04共済費,01議員共済会負担金,118081600
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,09旅費,01議員普通旅費,101126
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,09旅費,01議員管外旅費,1950153
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,13委託料,01健康診断委託料,150033
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,02給料,01一般職給料　１３人,52501373
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,03職員手当等,01一般職手当,42416466
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,03職員手当等,01児童手当,990000
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,04共済費,01共済組合市負担金,18238080
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,04共済費,01地方公務員災害補償基金負担金,109132
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,09旅費,01職員普通旅費,74723
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,09旅費,01職員管外旅費,343498
01一般会計,01議会費,01議会費,01議会費,03議員研修関係費,08報償費,01講師謝礼,170000
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,11需用費,01諸印刷費,5209414
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,12役務費,01郵便料,11938
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,13委託料,01配布委託料,4375119
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,13委託料,02声の議会だより作成委託料,172800
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,13委託料,03ＰＤＦファイル作成委託料,51408
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,13委託料,04読み上げ用テキスト作成委託料,55080
01一般会計,01議会費,01議会費,01議会費,05交際費,10交際費,01議長交際費,315206
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,07賃金,01臨時職員賃金,476484
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,08報償費,01記念品購入費,32270
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,08報償費,02手話通訳者謝礼,20000
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,01新聞雑誌購読料,592440
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,02事務機器用消耗品費,305555
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,03諸消耗品費,1030610
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,04法規追録代,960472
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,05貸与被服購入費,187920
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,01概要印刷費,157140
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,02会議録等原本製本代,39312
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,01諸修繕料,81129
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,01暖房用燃料費,12992
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,01諸賄費,34472
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,12役務費,01郵便料,38000
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,12役務費,01洗濯代,4100
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,12役務費,02口座振替手数料,9395
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13委託料,01速記反訳委託料,2250720
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13委託料,02機器保守委託料,2268864
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13委託料,03テープ反訳委託料,3283200
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13委託料,04総合管理業務委託料,343980
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,14使用料及び賃借料,01事務機器使用料,58320
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,14使用料及び賃借料,02電子複写機使用料,199548
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,14使用料及び賃借料,03有料道路通行料等,99420
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,14使用料及び賃借料,04データベース使用料,155123
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,14使用料及び賃借料,05自動車借上料,16880
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,19負担金補助及び交付金,01議長会関係負担金,899000
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,19負担金補助及び交付金,02諸負担金,74000
01一般会計,01議会費,01議会費,01議会費,07市議会情報化関係費,12役務費,01回線使用料,315144
01一般会計,01議会費,01議会費,01議会費,07市議会情報化関係費,13委託料,01会議録検索システム管理委託料,1174662
01一般会計,01議会費,01議会費,01議会費,07市議会情報化関係費,13委託料,02市議会ホームページ管理委託料,2046168
01一般会計,01議会費,01議会費,01議会費,07市議会情報化関係費,13委託料,03市議会インターネット配信委託料,1944000
01一般会計,01議会費,01議会費,01議会費,07市議会情報化関係費,13委託料,04市議会ネットワーク運営委託料,5852161
01一般会計,01議会費,01議会費,01議会費,08自動車管理費,11需用費,01自動車用燃料費,125028
01一般会計,01議会費,01議会費,01議会費,08自動車管理費,12役務費,01自動車電話料,30348
01一般会計,01議会費,01議会費,01議会費,08自動車管理費,12役務費,01洗濯代,3174
01一般会計,01議会費,01議会費,01議会費,08自動車管理費,13委託料,01自動車運行管理業務等委託料,5640058
01一般会計,01議会費,01議会費,01議会費,08自動車管理費,14使用料及び賃借料,01自動車借上料,640080
01一般会計,01議会費,01議会費,01議会費,09政務活動費,19負担金補助及び交付金,01政務活動費交付金,7064678
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,02給料,01特別職給料　３人,30630000
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,02給料,01一般職給料　１３３人,540141807
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,03職員手当等,01職員手当,1213319840
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,03職員手当等,01児童手当,6095000
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,04共済費,01共済組合市負担金,187313366
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,04共済費,01地方公務員災害補償基金負担金,1107881
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,04共済費,01再任用職員共済費,5714078
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,09旅費,01職員普通旅費,1771302
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,09旅費,01職員管外旅費,651320
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,19負担金補助及び交付金,01会議負担金,90000
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,01報酬,01市政嘱託員報酬　１３人,25848377
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,04共済費,01市政嘱託員共済費,4161197
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,08報償費,01要約筆記者等謝礼,61400
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,11需用費,01諸消耗品費,1140924
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,11需用費,02法規追録代,415059
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,11需用費,03新聞雑誌購読料,121912
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,11需用費,01諸印刷費,361341
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,12役務費,01郵便料,4087
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,12役務費,01広告料,647784
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,12役務費,01筆耕料,28749
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,13委託料,01採用試験関係委託料,2710908
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,13委託料,02昇任選考委託料,894625
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,13委託料,03賞状盆等作成委託料,120960
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,14使用料及び賃借料,01会場使用料,552895
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,08報償費,01講師謝礼,4191654
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,08報償費,02個別相談カウンセラー謝礼,432030
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,09旅費,01職員研修旅費,345947
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,11需用費,01諸消耗品費,48156
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,11需用費,01諸賄費,4678
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,13委託料,01職員研修委託料,900000
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,14使用料及び賃借料,01会場使用料,28000
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,19負担金補助及び交付金,01講習会等負担金,3479121
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,19負担金補助及び交付金,01自主グループ等助成金,1193956
01一般会計,02総務費,01総務管理費,01一般管理費,04臨時職員関係費,04共済費,01臨時職員共済費,1676690
