01会計,02款,03項,04目,05節,06細節,07細々節,08決算額
01一般会計,01市税,01市民税,01個人,01現年課税分,02個人市民税（普通徴収分）,0,4850579631
01一般会計,01市税,01市民税,01個人,01現年課税分,03個人市民税（特別徴収分）,0,12478789508
01一般会計,01市税,01市民税,01個人,01現年課税分,04個人市民税（年金特別徴収分）,0,518236255
01一般会計,01市税,01市民税,01個人,02滞納繰越分,01滞納繰越分,0,177555164
01一般会計,01市税,01市民税,02法人,01現年課税分,01現年課税分,0,2602472536
01一般会計,01市税,01市民税,02法人,02滞納繰越分,01滞納繰越分,0,3761788
01一般会計,01市税,02固定資産税,01固定資産税,01現年課税分,01現年課税分,0,13430970635
01一般会計,01市税,02固定資産税,01固定資産税,02滞納繰越分,01滞納繰越分,0,66537329
01一般会計,01市税,02固定資産税,02国有資産等所在市町村交付金,01現年課税分,01交付金,01都有資産分,293282200
01一般会計,01市税,02固定資産税,02国有資産等所在市町村交付金,01現年課税分,01交付金,02国有資産分,37885700
01一般会計,01市税,03軽自動車税,01軽自動車税,01現年課税分,01現年課税分,0,95409300
01一般会計,01市税,03軽自動車税,01軽自動車税,02滞納繰越分,01滞納繰越分,0,1519307
01一般会計,01市税,04市たばこ税,01市たばこ税,01現年課税分,01市たばこ税,0,748120755
01一般会計,01市税,05入湯税,01入湯税,01現年課税分,01入湯税,0,1950
01一般会計,01市税,06事業所税,01事業所税,01現年課税分,01現年課税分,0,378658500
01一般会計,01市税,07都市計画税,01都市計画税,01現年課税分,01現年課税分,0,2596255168
01一般会計,01市税,07都市計画税,01都市計画税,02滞納繰越分,01滞納繰越分,0,14286289
01一般会計,02地方譲与税,01地方揮発油譲与税,01地方揮発油譲与税,01地方揮発油譲与税,01地方揮発油譲与税,0,75829000
01一般会計,02地方譲与税,02自動車重量譲与税,01自動車重量譲与税,01自動車重量譲与税,01自動車重量譲与税,0,186793000
01一般会計,02地方譲与税,03航空機燃料譲与税,01航空機燃料譲与税,01航空機燃料譲与税,01航空機燃料譲与税,0,124000
01一般会計,03利子割交付金,01利子割交付金,01利子割交付金,01利子割交付金,01利子割交付金,0,77854000
01一般会計,04配当割交付金,01配当割交付金,01配当割交付金,01配当割交付金,01配当割交付金,0,259299000
01一般会計,05株式等譲渡所得割交付金,01株式等譲渡所得割交付金,01株式等譲渡所得割交付金,01株式等譲渡所得割交付金,01株式等譲渡所得割交付金,0,211351000
01一般会計,06地方消費税交付金,01地方消費税交付金,01地方消費税交付金,01地方消費税交付金,01地方消費税交付金,0,3211430000
01一般会計,07自動車取得税交付金,01自動車取得税交付金,01自動車取得税交付金,01自動車取得税交付金,01自動車取得税交付金,0,155205000
01一般会計,08地方特例交付金,01地方特例交付金,01地方特例交付金,01地方特例交付金,01減収補填特例交付金,0,123129000
01一般会計,09地方交付税,01地方交付税,01地方交付税,01地方交付税,01特別交付税,0,40919000
01一般会計,09地方交付税,01地方交付税,01地方交付税,01地方交付税,02震災復興特別交付税,0,123000
01一般会計,10交通安全対策特別交付金,01交通安全対策特別交付金,01交通安全対策特別交付金,01交通安全対策特別交付金,01交通安全対策特別交付金,0,18561000
01一般会計,11分担金及び負担金,01負担金,01民生費負担金,01高齢者措置費負担金,01高齢者施設入所措置費負担金,0,11707157
01一般会計,11分担金及び負担金,01負担金,01民生費負担金,02保育所保育料負担金,01市立保育所保育料負担金,01現年度分,342498350
01一般会計,11分担金及び負担金,01負担金,01民生費負担金,02保育所保育料負担金,01市立保育所保育料負担金,02過年度分,1557110
01一般会計,11分担金及び負担金,01負担金,01民生費負担金,02保育所保育料負担金,02私立保育所保育料負担金,01現年度分,601088850
01一般会計,11分担金及び負担金,01負担金,01民生費負担金,02保育所保育料負担金,02私立保育所保育料負担金,02過年度分,2845650
