01会計,02款,03項,04目,05節,06細節,07細々節,08決算額
01一般会計,01市税,01市民税,01個人,01現年課税分,02個人市民税（普通徴収分）,0,4980189301
01一般会計,01市税,01市民税,01個人,01現年課税分,03個人市民税（特別徴収分）,0,11244484398
01一般会計,01市税,01市民税,01個人,01現年課税分,04個人市民税（年金特別徴収分）,0,494570889
01一般会計,01市税,01市民税,01個人,02滞納繰越分,01滞納繰越分,0,267297510
01一般会計,01市税,01市民税,02法人,01現年課税分,01現年課税分,0,2879577530
01一般会計,01市税,01市民税,02法人,02滞納繰越分,01滞納繰越分,0,4265032
01一般会計,01市税,02固定資産税,01固定資産税,01現年課税分,01現年課税分,0,13067369058
01一般会計,01市税,02固定資産税,01固定資産税,02滞納繰越分,01滞納繰越分,0,86432034
01一般会計,01市税,02固定資産税,02国有資産等所在市町村交付金,01現年課税分,01交付金,01都有資産分,297332100
01一般会計,01市税,02固定資産税,02国有資産等所在市町村交付金,01現年課税分,01交付金,02国有資産分,47338200
01一般会計,01市税,03軽自動車税,01軽自動車税,01現年課税分,01現年課税分,0,70300000
01一般会計,01市税,03軽自動車税,01軽自動車税,02滞納繰越分,01滞納繰越分,0,1281193
01一般会計,01市税,04市たばこ税,01市たばこ税,01現年課税分,01市たばこ税,0,852089007
01一般会計,01市税,05入湯税,01入湯税,01現年課税分,01入湯税,0,5250
01一般会計,01市税,06事業所税,01事業所税,01現年課税分,01現年課税分,0,432365600
01一般会計,01市税,07都市計画税,01都市計画税,01現年課税分,01現年課税分,0,2504633384
01一般会計,01市税,07都市計画税,01都市計画税,02滞納繰越分,01滞納繰越分,0,18622365
01一般会計,02地方譲与税,01地方揮発油譲与税,01地方揮発油譲与税,01地方揮発油譲与税,01地方揮発油譲与税,0,80155000
01一般会計,02地方譲与税,02自動車重量譲与税,01自動車重量譲与税,01自動車重量譲与税,01自動車重量譲与税,0,183728000
01一般会計,02地方譲与税,03航空機燃料譲与税,01航空機燃料譲与税,01航空機燃料譲与税,01航空機燃料譲与税,0,121000
01一般会計,02地方譲与税,04地方道路譲与税,01地方道路譲与税,01地方道路譲与税,01地方道路譲与税,0,3
