（輸入）,, 5-(1)外貿貨物主要国別表（累計上位20位）,,,,(単位：トン）
,,当月,前年比,1月以降累計,前年比,構成比
総計,,"2,178,145",70.2%,"7,228,030",83.1%,100.0%
1,中国,"803,313",63.3%,"2,643,017",73.7%,36.6%
,(香港),"66,970",51.2%,"262,183",64.9%,3.6%
2,アメリカ,"301,269",83.5%,"927,924",94.1%,12.8%
3,タイ,"127,572",55.4%,"485,766",80.8%,6.7%
4,ベトナム,"151,917",78.7%,"479,349",91.4%,6.6%
5,台湾,"86,128",61.8%,"338,867",85.9%,4.7%
6,韓国,"75,954",63.8%,"291,992",87.4%,4.0%
7,シンガポール,"85,396",93.8%,"269,963",94.0%,3.7%
8,カナダ,"85,898",60.5%,"260,134",76.5%,3.6%
9,マレーシア,"85,624",99.4%,"251,699",96.1%,3.5%
10,フィリピン,"69,236",64.3%,"247,407",85.8%,3.4%
11,インドネシア,"58,612",71.1%,"192,528",83.3%,2.7%
12,ドイツ,"36,010",81.1%,"121,629",92.4%,1.7%
13,オランダ,"36,384",104.4%,"117,809",104.5%,1.6%
14,チリ,"21,125",91.3%,"81,171",83.5%,1.1%
15,ニュージーランド,"17,478",93.4%,"52,250",98.4%,0.7%
16,フランス,"12,190",50.5%,"47,899",64.6%,0.7%
17,イタリア,"12,866",104.1%,"44,780",122.0%,0.6%
18,ブラジル,"10,160",83.2%,"35,589",131.5%,0.5%
19,イギリス,"7,870",75.0%,"33,679",92.6%,0.5%
20,オーストラリア,"4,432",81.8%,"32,945",393.5%,0.5%
,その他,"88,711",92.6%,"271,633",94.0%,3.8%
3,タイ,"127,"7,914,415",
,,10号西岸壁,767,"7,718,456","12,980",767,"7,718,456",
,,10号東岸壁,462,"197,510","11,452",455,"195,959",
,,東京港フェリーふ頭,347,"4,384,692","4,221",-,-,
10号地その1,,,29,"73,700","4,537",1,698,
,,多目的ふ頭,29,"73,700","4,537",1,698,
辰巳,,,"1,006","358,420","41,986",834,"277,640",
,,辰巳ふ頭,"1,006","358,420","41,986",834,"277,640",
13号地その2,,,"2,999","47,276,685","49,584","2,761","46,961,649",
,,青海コンテナふ頭（公共）,"1,620","19,121,226","17,854","1,486","18,971,414",
,,青海コンテナふ頭(埠頭㈱),948,"24,388,601","9,662",864,"24,259,655",
,,お台場ライナーふ頭,431,"3,766,858","22,068",411,"3,730,580",
13号地その1,,,124,"90,973","23,219",-,-,
,,有明ふ頭,111,"58,512","19,050",-,-,
,,官公庁（有明）,13,"32,461","4,169",-,-,
大井,,,"3,486","79,308,325","37,632","3,149","78,927,069",
,,大井コンテナふ頭,"3,170","77,259,575","31,708","2,981","77,039,147",
,,大井水産物ふ頭,14,"143,679","1,150",12,"32,543",
,,大井食品ふ頭（OL）,191,"891,612","2,612",47,"867,220",
,,大井食品ふ頭（OM）,102,"916,167","1,167",102,"916,167",
,,大井食品ふ頭（ON）,9,"97,292",995,7,"71,992",
若洲,,,673,"2,057,647","4,617",554,"2,049,920",
,,若洲内貿ふ頭,140,"1,404,760","1,262",140,"1,404,760",
,,15号地木材ふ頭,43,"411,650",506,14,"407,267",
,,若洲建材ふ頭,490,"241,237","2,849",400,"237,893",
城南島,,,"1,827","1,113,454","36,344","1,601","955,256",
,,大井建材ふ頭,"1,163","670,720","7,232","1,136","655,465",
,,城南島建設発生土ふ頭,664,"442,734","29,112",465,"299,791",
中央防波堤,,,411,"3,052,729","6,436",408,"3,052,443",
,,中央防波堤内側ばら物ふ頭,56,"282,201","1,093",53,"281,915",
,,中央防波堤内側建設発生土ふ頭,104,"123,463",421,104,"123,463",
,,中央防波堤内側内貿ふ頭,251,"2,647,065","4,922",251,"2,647,065",
民間,,,"8,102","11,987,611","54,349","7,424","11,478,783",
,,,,,,,,
* 荷役船は、客船、カーフェリー、軍艦、パトロール船、曳舟・押船、訓練船、作業船、その他船舶を除く船,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,-,136,30,-,30,19,鉄鉱石,,,,,,
20,金属鉱,"4,891",4,"4,887",150,-,150,150,-,150,-,-,-,213,3,210,165,-,165,20,金属鉱,,,,,,
21,砂利・砂,"20,372",417,"19,955","2,490",30,"2,460","2,490",30,"2,460",-,-,-,"9,835",280,"9,555","5,171",261,"4,910",21,砂利・砂,,,,,,
22,石材,"102,097","6,082","96,015","5,367",514,"4,853","5,367",514,"4,853",-,-,-,"26,244",103,"26,141","18,498",88,"18,410",22,石材,,,,,,
23,原油,"2,266",-,"2,266",-,-,-,-,-,-,-,-,-,120,-,120,30,-,30,23,原油,,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,,
25,石灰石,"1,057",1,"1,056",-,-,-,-,-,-,-,-,-,960,-,960,780,-,780,25,石灰石,,,,,,
26,原塩,"12,413",50,"12,363",75,-,75,75,-,75,-,-,-,"5,566",-,"5,566","3,782",-,"3,782",26,原塩,,,,,,
27,非金属鉱物,"134,676","16,902","117,774","19,579","3,575","16,004","19,549","3,575","15,974",30,-,30,"66,641","5,606","61,035","31,486","3,783","27,703",27,非金属鉱物,,,,,,
金属機械工業品,,"13,597,425","5,238,154","8,359,271","1,062,864","191,718","871,146","1,051,788","190,216","861,572","11,076","1,502","9,574","4,258,294","1,036,188","3,222,106","2,590,739","525,881","2,064,858",金属機械工業品,,,,,,,
28,鉄鋼,"55,443","25,215","30,228","2,433",924,"1,509","2,433",924,"1,509",-,-,-,"17,518","9,832","7,686","9,244","6,264","2,980",28,鉄鋼,,,,,,
29,鋼材,"361,459","239,511","121,948","53,123","12,641","40,482","52,768","12,611","40,157",355,30,325,"138,750","97,422","41,328","63,176","33,809","29,367",29,鋼材,,,,,,
30,非鉄金属,"254,990","97,423","157,567","34,591","4,527","30,064","34,418","4,518","29,900",173,9,164,"72,882","31,968","40,914","47,501","17,669","29,832",30,非鉄金属,,,,,,
31,金属製品,"1,744,473","308,221","1,436,252","167,808","17,665","150,143","165,884","17,665","148,219","1,924",-,"1,924","655,774","86,865","568,909","411,777","44,980","366,797",31,金属製品,,,,,,
32,鉄道車両,"4,530",725,"3,805",86,86,-,86,86,-,-,-,-,581,175,406,305,97,208,32,鉄道車両,,,,,,
33,完成自動車,"136,797","113,828","22,969","1,018",471,547,"1,018",471,547,-,-,-,"66,981","62,119","4,862","40,259","38,085","2,174",33,完成自動車,,,,,,
34,その他輸送用車両,"92,639","2,691","89,948","8,303",152,"8,151","8,303",152,"8,151",-,-,-,"41,384","1,124","40,260","30,963",488,"30,475",34,その他輸送用車両,,,,,,
35,二輪自動車,"78,596","24,405","54,191",584,27,557,584,27,557,-,-,-,"7,061",681,"6,380","4,176",446,"3,730",35,二輪自動車,,,,,,
36,自動車部品,"2,392,338","1,582,558","809,780","83,696","18,504","65,192","82,429","18,504","63,925","1,267",-,"1,267","444,642","248,735","195,907","231,831","125,762","106,069",36,自動車部品,,,,,,
37,その他輸送機械,"407,124","68,020","339,104","10,113",910,"9,203","10,113",910,"9,203",-,-,-,"215,227","10,321","204,906","132,484","9,197","123,287",37,その他輸送機械,,,,,,
38,産業機械,"3,303,724","1,804,182","1,499,542","224,124","79,097","145,027","222,640","78,314","144,326","1,484",783,701,"769,312","306,420","462,892","443,299","164,540","278,759",38,産業機械,,,,,,
39,電気機械,"3,963,658","701,533","3,262,125","417,040","44,712","372,328","411,558","44,153","367,405","5,482",559,"4,923","1,584,039","132,136","1,451,903","1,040,523","67,318","973,205",39,電気機械,,,,,,
40,測量・光学・医療機械,"569,910","229,044","340,866","39,341","10,491","28,850","39,051","10,370","28,681",290,121,169,"167,374","39,424","127,950","87,239","14,013","73,226",40,測量・光学・医療機械,,,,,,
41,事務用機器,"195,528","29,151","166,377","18,760",705,"18,055","18,712",705,"18,007",48,-,48,"63,988","3,957","60,031","40,614",877,"39,737",41,事務用機器,,,,,,
42,その他機械,"36,216","11,647","24,569","1,844",806,"1,038","1,791",806,985,53,-,53,"12,781","5,009","7,772","7,348","2,336","5,012",42,その他機械,,,,,,
化学工業品,,"5,860,736","2,381,380","3,479,356","699,556","220,048","479,508","693,067","219,134","473,933","6,489",914,"5,575","1,710,046","685,111","1,024,935","897,303","335,394","561,909",化学工業品,,,,,,,
