（輸入）,, 5-(2)外貿コンテナ貨物主要国別表（累計上位20位）,,,,(単位：トン）
,,当月,前年比,1月以降累計,前年比,構成比
総計,,"2,082,361",69.3%,"6,964,012",82.7%,100.0%
1,中国,"803,313",63.6%,"2,628,195",73.7%,37.7%
,(香港),"66,970",51.2%,"262,183",64.9%,3.8%
2,アメリカ,"287,255",81.8%,"899,887",93.9%,12.9%
3,タイ,"127,572",55.4%,"485,766",80.8%,7.0%
4,ベトナム,"151,917",78.7%,"479,349",91.4%,6.9%
5,台湾,"86,128",61.8%,"338,867",85.9%,4.9%
6,韓国,"71,631",62.7%,"280,064",87.2%,4.0%
7,シンガポール,"85,396",93.8%,"269,963",94.0%,3.9%
8,マレーシア,"83,624",97.0%,"249,699",97.9%,3.6%
9,カナダ,"85,898",75.0%,"244,711",87.2%,3.5%
10,インドネシア,"58,612",71.1%,"192,528",83.3%,2.8%
11,ドイツ,"36,010",81.1%,"121,629",92.4%,1.7%
12,オランダ,"36,384",104.4%,"117,809",104.5%,1.7%
13,フィリピン,"25,330",42.5%,"113,774",73.4%,1.6%
14,チリ,"21,125",91.3%,"81,171",83.5%,1.2%
15,フランス,"12,190",50.5%,"47,899",64.6%,0.7%
16,ニュージーランド,"11,366",60.7%,"46,138",86.9%,0.7%
17,イタリア,"12,866",104.1%,"44,780",122.0%,0.6%
18,ブラジル,"10,160",83.2%,"35,589",131.5%,0.5%
19,イギリス,"7,870",75.0%,"33,679",92.6%,0.5%
20,インド,"8,286",98.3%,"27,650",113.6%,0.4%
,その他,"59,428",66.3%,"224,865",90.8%,3.2%
15,フランス-,9,羊毛,,,,,
10,その他畜産品,-,-,87,-,-,475,80,-,-,-,-,-,-,-,-,-,-,-,-,-,10,その他畜産品,,,,,
11,水産品,979,-,185,-,-,"2,419",993,-,-,-,-,-,-,-,-,-,-,-,-,-,11,水産品,,,,,
林産品,,-,-,745,-,-,101,15,-,-,-,-,-,-,-,-,-,-,-,-,-,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,-,740,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,5,-,-,101,15,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,12,9,52,-,-,337,327,2,-,-,-,-,-,-,-,-,-,-,-,-,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
