"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","本人について","Q7. 障害の種類をおたずねします。（あてはまるものすべてに○）","視覚障害","80","5.7","5.9"
"202003","本人について","Q7. 障害の種類をおたずねします。（あてはまるものすべてに○）","聴覚・平衡機能障害","143","10.3","10.5"
"202003","本人について","Q7. 障害の種類をおたずねします。（あてはまるものすべてに○）","音声・言語・そしゃく機能障害","44","3.2","3.2"
"202003","本人について","Q7. 障害の種類をおたずねします。（あてはまるものすべてに○）","肢体不自由","575","41.2","42.3"
"202003","本人について","Q7. 障害の種類をおたずねします。（あてはまるものすべてに○）","心臓機能障害","300","21.5","22.1"
"202003","本人について","Q7. 障害の種類をおたずねします。（あてはまるものすべてに○）","じん臓機能障害","152","10.9","11.2"
"202003","本人について","Q7. 障害の種類をおたずねします。（あてはまるものすべてに○）","呼吸器機能障害","24","1.7","1.8"
"202003","本人について","Q7. 障害の種類をおたずねします。（あてはまるものすべてに○）","ぼうこうまたは直腸機能障害","87","6.2","6.4"
"202003","本人について","Q7. 障害の種類をおたずねします。（あてはまるものすべてに○）","小腸機能障害","14","1.0","1.0"
"202003","本人について","Q7. 障害の種類をおたずねします。（あてはまるものすべてに○）","免疫機能障害","40","2.9","2.9"
"202003","本人について","Q7. 障害の種類をおたずねします。（あてはまるものすべてに○）","肝臓機能障害","17","1.2","1.3"
"202003","本人について","Q7. 障害の種類をおたずねします。（あてはまるものすべてに○）","無回答","36","2.6",

"港区保健福祉基礎調査（身体障害者）・単純集計表・本人についてQ7","Ver202003",,,,,
