年次,Year,月次 ,Month,調査産業計 Industries covered,鉱業，採石業，砂利採取業 Mining and quarruing of stone and gravel,建設業 Construction,製造業 Manufacturing,電気・ガス・熱供給・水道業 Electricity， gas， heat supply and water,情報通信業 Information and communications,運輸業，郵便業 Transport and postal activities,卸売業，小売業 Wholesale and retail trade,金融業，保険業 Finance and insurance,不動産業，物品賃貸業 Real estate and goods rental and leasing,学術研究，専門・技術サービス業 Scientific research， professional and technical services,宿泊業，飲食サービス業 Accommodations， eating and drinking services,生活関連サービス業，娯楽業 Living-related and personal services and amusement services,教育，学習支援業 Education， learning support,医療，福祉 Medical， health care and welfare,複合サービス事業 Compound services,サービス業 (他に分類されないもの) Services， n.e.c.
平成20,2008,平均,Average,100.9,100,100.9,101.9,101.1,101.7,98.1,101,102.6,-,-,-,-,100.3,98.3,100.1,-
平成21,2009,平均,Average,99,96.8,98.9,98.7,100.3,99.9,98.4,100.6,100.3,-,-,-,-,95.9,96.9,99.2,-
平成22,2010,平均,Average,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
平成23,2011,平均,Average,99.6,100.8,101.2,98.8,101.4,100.3,101.8,98.6,98.9,99,98.2,103.7,100.8,97.3,97,95.9,100.6
平成24,2012,平均,Average,101.2,103.5,105.3,100.8,101.3,102.6,100,99.8,99.5,98.3,103.2,107.2,101.1,99.8,99.4,91.5,102.2
平成24,2012,1,Jan.,94.2,98.8,95.5,89.8,92.3,94.8,98,93.6,93.9,93.9,90.7,104.5,98,90.7,93.3,88,95.4
平成24,2012,2,Feb.,102,105.8,105.2,102.8,105,103.8,97.8,101.1,98.9,97.6,107.9,104.6,100.4,104.5,99.6,90.9,102.6
平成24,2012,3,Mar.,103.1,104.9,108.6,103.8,104.9,105.5,99.6,100.6,102,102.1,104.9,108.9,98.5,101.5,100.1,92.8,104.2
平成24,2012,4,Apr.,103.4,106.5,107.6,103.8,101.1,102.6,100.8,101.7,99.9,101.6,110.9,106.1,101,107.5,101.5,91.2,104.8
平成24,2012,5,May,100.5,101.4,102.8,98.1,100.7,101,98.7,98.2,102.5,99,107.4,107,101.3,104.9,99.7,90.5,99.2
平成24,2012,6,June,104.1,105.5,107,104.7,103.8,105.3,101.5,103,101.6,102,106.1,107,104.3,105.4,102.4,91.1,105.4
平成24,2012,7,July,102.9,103.7,108.1,103.3,104.3,104.3,100.6,100.7,101.5,100.2,102.1,109.1,103.4,101.5,100.7,93.9,104.7
平成24,2012,8,Aug.,100.3,105.2,104.9,99.1,104.8,103.7,100.9,98.4,101.6,97.4,102.8,106.9,103.9,82.3,101.2,90.8,100.8
平成24,2012,9,Sept.,98.1,97.3,103.1,96.6,93.6,99,98.7,97.4,93.3,95,97.7,106.9,96.8,96.4,97.1,83.6,100.3
平成24,2012,10,Oct.,102.8,107.5,106.1,101.1,109,107.1,99.1,100.5,103,97.3,105.2,108.3,101,107.6,99.7,98.2,102.6
平成24,2012,11,Nov.,104.6,108.2,110.1,106.3,103.6,105.8,102.8,103.2,101.6,98.8,107.9,107.2,105,104.8,102.1,95.9,105.6
平成24,2012,12,Dec.,98.5,97.5,104.5,99.6,92.4,98.4,101.3,98.7,94.3,94.6,95.3,109.7,99.2,90.1,95.6,90.7,100.7
,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成24年）TOKYO STATISTICAL YEARBOOK ( 2012 )　7  労働 7  LABOR,,,,,,,,,,,,,,,,,,,,
7-11  産業別常用労働者労働時間指数 (総実労働時間) (平成20～24年) 7-11  HOURS WORKED INDICES OF REGULAR WORKERS BY INDUSTRY ( TOTAL HOURS WORKED ) ( 2008-2012 ),,,,,,,,,,,,,,,,,,,,
「毎月勤労統計地方調査」 による。 本表は，常用労働者30人以上の事業所約1700カ所を対象とした第1種事業所調査の結果である。なお、平成22年1月分から平成19年11月改定の日本標準産業分類による表章に変更しているが、平成21年以前の指数(旧産業分類)と接続しない産業の指数、前年比等については算出できないため、「-」と表記している。,,,,,,,,,,,,,,,,,,,,
Data are based on the Monthly Labor Prefectural Survey . In this table，figures are as of 1700 establishments with 30 or more regular workers. ,,,,,,,,,,,,,,,,,,,,
資料：都総務局統計部人口統計課 「東京都の賃金、労働時間及び雇用の動き」 Source: Bureau of General Affairs， TMG,,,,,,,,,,,,,,,,,,,,
（平成22年平均＝100）  (2010 average＝100),,,,,,,,,,,,,,,,,,,,
