年次,Year,地域階層,地域コード,地域,District,マーク Mark,面積 Area (km2),千分比 Permillage (‰)
平成20,2008,0,13000,東京都,Tokyo-to,,2187.65,-
平成21,2009,0,13000,東京都,Tokyo-to,,2187.65,-
平成22,2010,0,13000,東京都,Tokyo-to,,2187.65,-
平成23,2011,0,13000,東京都,Tokyo-to,,2188.67,-
平成24,2012,0,13000,東京都,Tokyo-to,,2188.67,1000
平成24,2012,1,13100,区部,All ku,,622.99,284.64
平成24,2012,3,13101,千代田区,Chiyoda-ku,,11.64,5.32
平成24,2012,3,13102,中央区,Chuo-ku,,10.18,4.65
平成24,2012,3,13103,港区,Minato-ku,,20.34,9.29
平成24,2012,3,13104,新宿区,Shinjuku-ku,,18.23,8.33
平成24,2012,3,13105,文京区,Bunkyo-ku,,11.31,5.17
平成24,2012,3,13106,台東区,Taito-ku,,10.08,4.61
平成24,2012,3,13107,墨田区,Sumida-ku,,13.75,6.28
平成24,2012,3,13108,江東区,Koto-ku,,39.99,18.27
平成24,2012,3,13109,品川区,Shinagawa-ku,,22.72,10.38
平成24,2012,3,13110,目黒区,Meguro-ku,,14.7,6.72
平成24,2012,3,13111,大田区,Ota-ku,,60.42,27.61
平成24,2012,3,13112,世田谷区,Setagaya-ku,,58.08,26.54
平成24,2012,3,13113,渋谷区,Shibuya-ku,,15.11,6.9
平成24,2012,3,13114,中野区,Nakano-ku,,15.59,7.12
平成24,2012,3,13115,杉並区,Suginami-ku,,34.02,15.54
平成24,2012,3,13116,豊島区,Toshima-ku,,13.01,5.94
平成24,2012,3,13117,北区,Kita-ku,,20.59,9.41
平成24,2012,3,13118,荒川区,Arakawa-ku,,10.2,4.66
平成24,2012,3,13119,板橋区,Itabashi-ku,,32.17,14.7
平成24,2012,3,13120,練馬区,Nerima-ku,,48.16,22
平成24,2012,3,13121,足立区,Adachi-ku,,53.2,24.31
平成24,2012,3,13122,葛飾区,Katsushika-ku,,34.84,15.92
平成24,2012,3,13123,江戸川区,Edogawa-ku,,49.86,22.78
平成24,2012,3,,荒川河口部,Mouth of Arakawa river,1),1.15,0.53
平成24,2012,3,,中央防波堤外側埋立地,Outer central breakwater landfill site,2),3.65,1.67
平成24,2012,1,13200,市部,All shi,,783.94,358.18
平成24,2012,3,13201,八王子市,Hachioji-shi,,186.31,85.12
平成24,2012,3,13202,立川市,Tachikawa-shi,,24.38,11.14
平成24,2012,3,13203,武蔵野市,Musashino-shi,,10.73,4.9
平成24,2012,3,13204,三鷹市,Mitaka-shi,,16.5,7.54
平成24,2012,3,13205,青梅市,Ome-shi,,103.26,47.18
平成24,2012,3,13206,府中市,Fuchu-shi,,29.34,13.41
平成24,2012,3,13207,昭島市,Akishima-shi,,17.33,7.92
平成24,2012,3,13208,調布市,Chofu-shi,,21.53,9.84
平成24,2012,3,13209,町田市,Machida-shi,,71.64,32.73
平成24,2012,3,13210,小金井市,Koganei-shi,,11.33,5.18
平成24,2012,3,13211,小平市,Kodaira-shi,,20.46,9.35
平成24,2012,3,13212,日野市,Hino-shi,,27.53,12.58
平成24,2012,3,13213,東村山市,Higashimurayama-shi,,17.17,7.84
平成24,2012,3,13214,国分寺市,Kokubunji-shi,,11.48,5.25
平成24,2012,3,13215,国立市,Kunitachi-shi,,8.15,3.72
平成24,2012,3,13218,福生市,Fussa-shi,,10.24,4.68
平成24,2012,3,13219,狛江市,Komae-shi,,6.39,2.92
平成24,2012,3,13220,東大和市,Higashiyamato-shi,,13.54,6.19
平成24,2012,3,13221,清瀬市,Kiyose-shi,,10.19,4.66
平成24,2012,3,13222,東久留米市,Higashikurume-shi,,12.92,5.9
平成24,2012,3,13223,武蔵村山市,Musashimurayama-shi,,15.37,7.02
平成24,2012,3,13224,多摩市,Tama-shi,,21.08,9.63
平成24,2012,3,13225,稲城市,Inagi-shi,,17.97,8.21
平成24,2012,3,13227,羽村市,Hamura-shi,,9.91,4.53
平成24,2012,3,13228,あきる野市,Akiruno-shi,,73.34,33.51
平成24,2012,3,13229,西東京市,Nishitokyo-shi,,15.85,7.24
平成24,2012,1,13300,郡部,All gun,,375.96,171.78
平成24,2012,3,13303,瑞穂町,Mizuho-machi,,16.83,7.69
平成24,2012,3,13305,日の出町,Hinode-machi,,28.08,12.83
平成24,2012,3,13307,檜原村,Hinohara-mura,,105.42,48.17
平成24,2012,3,13308,奥多摩町,Okutama-machi,,225.63,103.09
平成24,2012,1,13350,島部,All islands,,405.78,185.4
平成24,2012,2,13360,大島支庁,Oshima-shicho,,141.88,64.82
平成24,2012,3,13361,大島町,Oshima-machi,,91.06,41.61
平成24,2012,3,13362,利島村,Toshima-mura,,4.12,1.88
平成24,2012,3,13363,新島村,Niijima-mura,,27.83,12.72
平成24,2012,3,13364,神津島村,Kozushima-mura,,18.87,8.62
平成24,2012,2,13380,三宅支庁,Miyake-shicho,,76.08,34.76
平成24,2012,3,13381,三宅村,Miyake-mura,,55.5,25.36
平成24,2012,3,13382,御蔵島村,Mikurajima-mura,,20.58,9.4
平成24,2012,2,13400,八丈支庁,Hachijo-shicho,,83.41,38.11
平成24,2012,3,13401,八丈町,Hachijo-machi,,72.62,33.18
平成24,2012,3,13402,青ヶ島村,Aogashima-mura,,5.98,2.73
平成24,2012,3,,その他,Others ,3),4.81,2.2
平成24,2012,2,13420,小笠原支庁,Ogasawara-shicho,,104.41,47.7
平成24,2012,3,13421,小笠原村,Ogasawara-mura,,104.41,47.7
,,,,,,,,
東京都統計年鑑 （平成24年）TOKYO STATISTICAL YEARBOOK ( 2012 )　1  土地・気象 1   LAND AND CLIMATE,,,,,,,,
1-1  地域別土地面積（平成20～24年） 1-1  LAND AREA BY DISTRICT ( 2008-2012 ),,,,,,,,
各年10月1日現在,,,,,,,,
Figures are as of Oct. 1 of each year. ,,,,,,,,
この面積は，国土交通省国土地理院が公表した「全国都道府県市区町村別面積調」及び都総務局行政部が算出した基準で区分した。,,,,,,,,
"Land area is classified according to the ""Statistical reports on the land area by prefectures and municipalities in Japan"" prepared by the Geospatial Information Authority of Japan， Ministry of Land， Infrastructure， Transport and Tourism， and standards determined by the Local Administration Division， Bureau of General Affairs，   TMG.",,,,,,,,
注1) 荒川河口部は境界の一部が未定のため，未定部分の面積を表示している。,,,,,,,,
2) 中央防波堤埋立地は所属未定のため，未定部分の面積を表示している。,,,,,,,,
3) 八丈支庁の 「その他」 は， 鳥島， ベヨネース列岩， 須美寿島及び孀婦岩である。,,,,,,,,
Note:1) Area that does not fall under any municipality jurisdiction due to undetermined borders.,,,,,,,,
2) Area that does not fall under any municipality jurisdiction due to undetermined jurisdiction.,,,,,,,,
"3) ""Others"" of Hachijo-shicho refer to Tori-shima， Beyonesu-retsugan， Sumisu-jima and Sofu-gan.",,,,,,,,
資料：国土交通省国土地理院「全国都道府県市区町村別面積調」 Source: Ministry of Land， Infrastructure， Transport and Tourism,,,,,,,,
地域階層（0:東京都　1:区部・市部・郡部・島部　2:各支庁　3:区市町村),,,,,,,,
