年度,Fiscal year,地域階層,地域コード,地域,District,総数 Total,大気汚染 Air pollution,水質汚濁 Water pollution,土壌汚染 Soil pollution,騒音 Noises,振動 Vibration,地盤沈下 Ground subsidence,悪臭 Offensive odors,典型7公害以外計 Other pollution
平成20,2008,0,13000,東京都 1),Tokyo-to,7241,1623,100,13,2922,426,2,923,1232
平成21,2009,0,13000,東京都 1),Tokyo-to,7165,1445,95,17,2992,365,3,1019,1229
平成22,2010,0,13000,東京都 1),Tokyo-to,7243,1474,91,9,3105,483,3,983,1095
平成23,2011,0,13000,東京都,Tokyo-to,7131,1458,59,16,3160,519,1,940,978
平成24,2012,0,13000,東京都,Tokyo-to,7388,1447,75,15,3334,509,2,988,1018
平成24,2012,1,13100,区部,All ku,4526,596,11,6,2501,429,1,574,408
平成24,2012,2,13101,千代田区,Chiyoda-ku,194,16,1,-,87,11,1,41,37
平成24,2012,2,13102,中央区,Chuo-ku,129,8,-,-,90,6,-,25,0
平成24,2012,2,13103,港区,Minato-ku,261,20,2,-,171,11,-,34,23
平成24,2012,2,13104,新宿区,Shinjuku-ku,200,14,-,-,145,15,-,20,6
平成24,2012,2,13105,文京区,Bunkyo-ku,84,16,-,-,40,13,-,7,8
平成24,2012,2,13106,台東区,Taito-ku,163,25,-,-,57,8,-,15,58
平成24,2012,2,13107,墨田区,Sumida-ku,297,15,-,1,128,19,-,44,90
平成24,2012,2,13108,江東区,Koto-ku,194,26,2,-,112,13,-,40,1
平成24,2012,2,13109,品川区,Shinagawa-ku,229,23,-,-,129,22,-,31,24
平成24,2012,2,13110,目黒区,Meguro-ku,165,25,-,-,80,14,-,17,29
平成24,2012,2,13111,大田区,Ota-ku,272,25,-,-,133,28,-,41,45
平成24,2012,2,13112,世田谷区,Setagaya-ku,277,43,2,-,153,33,-,33,13
平成24,2012,2,13113,渋谷区,Shibuya-ku,113,16,-,1,58,16,-,21,1
平成24,2012,2,13114,中野区,Nakano-ku,77,10,-,-,43,19,-,5,-
平成24,2012,2,13115,杉並区,Suginami-ku,213,24,-,-,128,28,-,30,3
平成24,2012,2,13116,豊島区,Toshima-ku,139,14,-,-,90,19,-,15,1
平成24,2012,2,13117,北区,Kita-ku,195,26,2,-,122,23,-,20,2
平成24,2012,2,13118,荒川区,Arakawa-ku,86,8,-,-,37,1,-,8,32
平成24,2012,2,13119,板橋区,Itabashi-ku,236,51,-,1,146,24,-,8,6
平成24,2012,2,13120,練馬区,Nerima-ku,190,55,-,-,103,19,-,13,-
平成24,2012,2,13121,足立区,Adachi-ku,269,41,1,-,141,30,-,50,6
平成24,2012,2,13122,葛飾区,Katsushika-ku,240,46,-,2,118,29,-,24,21
平成24,2012,2,13123,江戸川区,Edogawa-ku,303,49,1,1,190,28,-,32,2
平成24,2012,1,13200,市部,All shi,2713,837,60,7,825,80,1,405,498
平成24,2012,2,13201,八王子市,Hachioji-shi,294,180,1,1,74,6,-,31,1
平成24,2012,2,13202,立川市,Tachikawa-shi,120,33,-,-,40,5,-,30,12
平成24,2012,2,13203,武蔵野市,Musashino-shi,100,13,-,-,65,8,-,13,1
平成24,2012,2,13204,三鷹市,Mitaka-shi,135,37,-,-,44,17,-,37,-
平成24,2012,2,13205,青梅市,Ome-shi,170,88,10,-,45,1,-,24,2
平成24,2012,2,13206,府中市,Fuchu-shi,109,46,-,-,45,1,-,15,2
平成24,2012,2,13207,昭島市,Akishima-shi,62,14,1,1,10,-,-,3,33
平成24,2012,2,13208,調布市,Chofu-shi,102,11,1,1,50,-,-,15,24
平成24,2012,2,13209,町田市,Machida-shi,228,111,6,-,77,10,-,24,-
平成24,2012,2,13210,小金井市,Koganei-shi,104,33,-,-,24,2,-,9,36
平成24,2012,2,13211,小平市,Kodaira-shi,99,15,-,-,40,6,1,6,31
平成24,2012,2,13212,日野市,Hino-shi,118,5,2,-,38,5,-,68,-
平成24,2012,2,13213,東村山市,Higashimurayama-shi,37,16,-,-,16,-,-,5,-
平成24,2012,2,13214,国分寺市,Kokubunji-shi,9,8,-,-,1,-,-,-,-
平成24,2012,2,13215,国立市,Kunitachi-shi,44,3,-,-,29,-,-,11,1
平成24,2012,2,13218,福生市,Fussa-shi,71,5,-,-,5,-,-,8,53
平成24,2012,2,13219,狛江市,Komae-shi,86,17,-,1,21,-,-,5,42
平成24,2012,2,13220,東大和市,Higashiyamato-shi,42,21,4,1,9,1,-,6,-
平成24,2012,2,13221,清瀬市,Kiyose-shi,77,33,1,1,17,2,-,7,16
平成24,2012,2,13222,東久留米市,Higashikurume-shi,80,44,15,-,14,5,-,-,2
平成24,2012,2,13223,武蔵村山市,Musashimurayama-shi,144,11,-,-,27,-,-,23,83
平成24,2012,2,13224,多摩市,Tama-shi,100,26,17,-,49,2,-,6,-
平成24,2012,2,13225,稲城市,Inagi-shi,72,2,1,-,13,1,-,22,33
平成24,2012,2,13227,羽村市,Hamura-shi,76,13,-,-,24,1,-,9,29
平成24,2012,2,13228,あきる野市,Akiruno-shi,155,31,1,-,14,-,-,17,92
平成24,2012,2,13229,西東京市,Nishitokyo-shi,79,21,-,1,34,7,-,11,5
平成24,2012,1,13300,郡部,All gun,149,14,4,2,8,0,0,9,112
平成24,2012,2,13303,瑞穂町,Mizuho-machi,58,8,4,1,8,-,-,5,32
平成24,2012,2,13305,日の出町,Hinode-machi,43,6,-,1,-,-,-,3,33
平成24,2012,2,13307,檜原村,Hinohara-mura,-,-,-,-,-,-,-,-,-
平成24,2012,2,13308,奥多摩町,Okutama-machi,48,-,-,-,-,-,-,1,47
平成24,2012,1,13350,島部,All islands,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,
東京都統計年鑑（平成24年）TOKYO STATISTICAL YEARBOOK ( 2012 )　19  医療・衛生・環境 19  MEDICAL CARE， SANITATION， AND ENVIRONMENT,,,,,,,,,,,,,,
19-11 公害の種類別苦情件数（平成20～平成24年度） 19-11 COMPLAINTS ABOUT POLLUTIONS BY KIND  ( Fiscal Years 2008-2012 ),,,,,,,,,,,,,,
注.1) 東京都の窓口への苦情件数分を含む。,,,,,,,,,,,,,,
Note.1)  Includes received cases of complaints at Metropolitan office windows,,,,,,,,,,,,,,
資料：都環境局環境政策部総務課 Source: Bureau of Environment， TMG,,,,,,,,,,,,,,
地域階層（0:東京都　1:区部・市部・郡部・島部　2:区市町村),,,,,,,,,,,,,,
