"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","余暇活動、文化芸術活動について","Q13. あなたは、この１年間に、次のような文化芸術活動（練習・発表、参加、創作、企画）をしましたか。（あてはまるものすべてに○）","音楽（楽器の演奏・合唱など）","40","16.3","17.1"
"202003","余暇活動、文化芸術活動について","Q13. あなたは、この１年間に、次のような文化芸術活動（練習・発表、参加、創作、企画）をしましたか。（あてはまるものすべてに○）","演劇やミュージカル","3","1.2","1.3"
"202003","余暇活動、文化芸術活動について","Q13. あなたは、この１年間に、次のような文化芸術活動（練習・発表、参加、創作、企画）をしましたか。（あてはまるものすべてに○）","舞踊（日本舞踊・バレエ・ダンスなど）","10","4.1","4.3"
"202003","余暇活動、文化芸術活動について","Q13. あなたは、この１年間に、次のような文化芸術活動（練習・発表、参加、創作、企画）をしましたか。（あてはまるものすべてに○）","伝統芸能（歌舞伎・文楽・能・狂言など）","1","0.4","0.4"
"202003","余暇活動、文化芸術活動について","Q13. あなたは、この１年間に、次のような文化芸術活動（練習・発表、参加、創作、企画）をしましたか。（あてはまるものすべてに○）","演芸（落語・漫才など）","1","0.4","0.4"
"202003","余暇活動、文化芸術活動について","Q13. あなたは、この１年間に、次のような文化芸術活動（練習・発表、参加、創作、企画）をしましたか。（あてはまるものすべてに○）","美術（絵画・陶芸・写真など）","31","12.7","13.2"
"202003","余暇活動、文化芸術活動について","Q13. あなたは、この１年間に、次のような文化芸術活動（練習・発表、参加、創作、企画）をしましたか。（あてはまるものすべてに○）","文芸・俳句など","2","0.8","0.9"
"202003","余暇活動、文化芸術活動について","Q13. あなたは、この１年間に、次のような文化芸術活動（練習・発表、参加、創作、企画）をしましたか。（あてはまるものすべてに○）","メディア芸術（映像やアニメーション・コンピュータグラフィクスの制作など）","0","0.0","0.0"
"202003","余暇活動、文化芸術活動について","Q13. あなたは、この１年間に、次のような文化芸術活動（練習・発表、参加、創作、企画）をしましたか。（あてはまるものすべてに○）","くらしの文化（茶道・華道・書道・ファッション・手芸・盆栽・園芸・囲碁・将棋など）","17","6.9","7.3"
"202003","余暇活動、文化芸術活動について","Q13. あなたは、この１年間に、次のような文化芸術活動（練習・発表、参加、創作、企画）をしましたか。（あてはまるものすべてに○）","食文化（日本の郷土料理や外国の食文化を学ぶ教室や講座など）","5","2.0","2.1"
"202003","余暇活動、文化芸術活動について","Q13. あなたは、この１年間に、次のような文化芸術活動（練習・発表、参加、創作、企画）をしましたか。（あてはまるものすべてに○）","地域のおまつり","95","38.8","40.6"
"202003","余暇活動、文化芸術活動について","Q13. あなたは、この１年間に、次のような文化芸術活動（練習・発表、参加、創作、企画）をしましたか。（あてはまるものすべてに○）","文化財・地域の歴史を学ぶツアーなど","5","2.0","2.1"
"202003","余暇活動、文化芸術活動について","Q13. あなたは、この１年間に、次のような文化芸術活動（練習・発表、参加、創作、企画）をしましたか。（あてはまるものすべてに○）","１～12で参加したものはない","106","43.3","45.3"
"202003","余暇活動、文化芸術活動について","Q13. あなたは、この１年間に、次のような文化芸術活動（練習・発表、参加、創作、企画）をしましたか。（あてはまるものすべてに○）","無回答","11","4.5",

"港区保健福祉基礎調査（知的障害者）・単純集計表・余暇活動文化芸術活動についてQ13","Ver202003",,,,,
