区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
15歳以上人口,11385,11354,31,0.3,5640,5630,10,0.2,5745,5724,21,0.4
〔就業状態〕／労働力人口,7092,7175,-83,-1.2,4161,4264,-103,-2.4,2931,2912,19,0.7
〔就業状態〕／労働力人口／就業者数,6749,6907,-158,-2.3,3963,4118,-155,-3.8,2786,2789,-3,-0.1
〔就業状態〕／労働力人口／就業者数／自営業主数,618,584,34,5.8,434,413,21,5.1,184,171,13,7.6
〔就業状態〕／労働力人口／就業者数／家族従業者数,124,118,6,5.1,16,17,-1,-5.9,109,101,8,7.9
〔就業状態〕／労働力人口／就業者数／雇用者数,5980,6172,-192,-3.1,3497,3666,-169,-4.6,2483,2505,-22,-0.9
〔就業状態〕／労働力人口／就業者数／雇用者数／うち常雇,5158,5348,-190,-3.6,3213,3347,-134,-4,1944,2002,-58,-2.9
〔就業状態〕／労働力人口／完全失業者数,343,268,75,28,198,146,52,35.6,145,123,22,17.9
〔就業状態〕／非労働力人口,4293,4177,116,2.8,1479,1365,114,8.4,2814,2812,2,0.1
〔就業者の活動状況別内訳〕／就業者数（再掲）,6749,6907,-158,-2.3,3963,4118,-155,-3.8,2786,2789,-3,-0.1
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数,6594,6785,-191,-2.8,3895,4055,-160,-3.9,2699,2730,-31,-1.1
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数／主に仕事,5627,5846,-219,-3.7,3754,3890,-136,-3.5,1873,1956,-83,-4.2
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数／家事などのかたわらに仕事,802,727,75,10.3,59,47,12,25.5,743,680,63,9.3
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数／通学のかたわらに仕事,164,212,-48,-22.6,82,118,-36,-30.5,82,94,-12,-12.8
〔就業者の活動状況別内訳〕／就業者数（再掲）／休業者数,155,122,33,27,68,63,5,7.9,87,59,28,47.5
〔就業者の主な産業別内訳〕／建設業,474,506,-32,-6.3,416,434,-18,-4.1,58,72,-14,-19.4
〔就業者の主な産業別内訳〕／製造業,778,888,-110,-12.4,576,655,-79,-12.1,202,233,-31,-13.3
〔就業者の主な産業別内訳〕／情報通信業,591,594,-3,-0.5,437,422,15,3.6,154,171,-17,-9.9
〔就業者の主な産業別内訳〕／運輸業，郵便業,401,310,91,29.4,273,253,20,7.9,129,57,72,126.3
