"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","将来の生活について","Q41. あなたは将来の生活について、特にどのようなことに不安を感じていますか。（あてはまるものすべてに○）","何かあったときに相談できる人がいるか不安","280","20.1","21.3"
"202003","将来の生活について","Q41. あなたは将来の生活について、特にどのようなことに不安を感じていますか。（あてはまるものすべてに○）","介助してくれる人がいるか不安","287","20.6","21.8"
"202003","将来の生活について","Q41. あなたは将来の生活について、特にどのようなことに不安を感じていますか。（あてはまるものすべてに○）","一緒に暮らす配偶者や家族がいるか不安","358","25.7","27.2"
"202003","将来の生活について","Q41. あなたは将来の生活について、特にどのようなことに不安を感じていますか。（あてはまるものすべてに○）","学校等希望する進路に進めるか不安","4","0.3","0.3"
"202003","将来の生活について","Q41. あなたは将来の生活について、特にどのようなことに不安を感じていますか。（あてはまるものすべてに○）","働く場があるか不安","155","11.1","11.8"
"202003","将来の生活について","Q41. あなたは将来の生活について、特にどのようなことに不安を感じていますか。（あてはまるものすべてに○）","十分な収入があるか不安","486","34.9","36.9"
"202003","将来の生活について","Q41. あなたは将来の生活について、特にどのようなことに不安を感じていますか。（あてはまるものすべてに○）","財産の管理ができるかどうか不安","147","10.5","11.2"
"202003","将来の生活について","Q41. あなたは将来の生活について、特にどのようなことに不安を感じていますか。（あてはまるものすべてに○）","趣味や生きがいを持てるか不安","180","12.9","13.7"
"202003","将来の生活について","Q41. あなたは将来の生活について、特にどのようなことに不安を感じていますか。（あてはまるものすべてに○）","生活する上で必要な情報が入手できるか不安","121","8.7","9.2"
"202003","将来の生活について","Q41. あなたは将来の生活について、特にどのようなことに不安を感じていますか。（あてはまるものすべてに○）","今住んでいる場所に住み続けられるか不安","381","27.3","29.0"
"202003","将来の生活について","Q41. あなたは将来の生活について、特にどのようなことに不安を感じていますか。（あてはまるものすべてに○）","健康や体力が不安","849","60.9","64.5"
"202003","将来の生活について","Q41. あなたは将来の生活について、特にどのようなことに不安を感じていますか。（あてはまるものすべてに○）","その他","38","2.7","2.9"
"202003","将来の生活について","Q41. あなたは将来の生活について、特にどのようなことに不安を感じていますか。（あてはまるものすべてに○）","不安はない","125","9.0","9.5"
"202003","将来の生活について","Q41. あなたは将来の生活について、特にどのようなことに不安を感じていますか。（あてはまるものすべてに○）","無回答","78","5.6",

"港区保健福祉基礎調査（身体障害者）・単純集計表・将来の生活についてQ41","Ver202003",,,,,
