表６-１,,環境大気中のダイオキシン類調査結果  2021（令和３）年度,,,,,,,（単位：pg-TEQ/m3）,
地点番号,2021（令和3）年度結果,,,,,,,"2020
(令和2）年度",,"2019
(令和元）年度"
,調査地点,,"5月19日
～5月26日","8月18日
～8月25日","11月12日
～11月19日","2月3日
～2月9日   *",平均,平均,,平均
1,中央区晴海局,,0.013,0.0087,0.032,0.013,0.017,0.018,,0.019
2,大田区東糀谷局,,0.014,0.011,0.015,0.013,0.013,0.015,,0.018
3,世田谷区世田谷局,,0.0087,0.0082,0.022,0.012,0.013,0.011,,0.016
4,板橋区氷川町局,,0.013,0.0093,0.024,0.012,0.015,0.016,,0.021
5,練馬区石神井町局,,0.0067,0.0065,0.021,0.0095,0.011,0.011,,0.014
6,足立区西新井局,,0.015,0.016,0.036,0.016,0.021,0.026,,0.027
7,葛飾区鎌倉,,0.012,0.019,0.041,0.019,0.023,0.02,,0.03
8,江戸川区春江町局,,0.012,0.011,0.038,0.018,0.02,0.018,,0.026
9,八王子市片倉町局,,0.012,0.0097,0.0095,0.0076    *,0.0097,0.013,,0.016
10,八王子市大楽寺町局,,0.0091,0.0073,0.0072,0.0072    *,0.0077,0.012,,0.0096
11,立川市錦町,,0.0095,0.014,0.017,0.01,0.013,0.021,,0.02
12,町田市能ヶ谷局,,0.0074,0.009,0.017,0.0093,0.011,0.011,,0.012
13,小金井市貫井北町,,0.0087,0.0086,0.014,0.011,0.011,0.011,,0.015
14,福生市本町局,,0.012,0.011,0.01,0.0088,0.01,0.023,,0.013
15,東大和市奈良橋局,,0.0071,0.011,0.01,0.0096,0.0094,0.01,,0.011
16,清瀬市下宿,,0.011,0.011,0.043,0.022,0.022,0.012,,0.019
17,西多摩郡檜原局,,0.031,0.083,0.015,0.0045,0.033,0.0098,,0.0061
平均,,,0.012,0.015,0.022,0.012,0.015,0.015,,0.017
最大,,,0.031,0.083,0.043,0.022,0.033,0.026,,0.03
最小,,,0.0067,0.0065,0.0072,0.0045,0.0077,0.0098,,0.0061
"備考： (1)毒性等価係数：WHO-TEF 2006。
(2)TEQを換算する際に、分析値が検出下限未満のものについては［検出下限×1/2］として扱った。 (3)測定地点毎の年平均値に対する最大、最小を年平均値欄の下方に示した。
* 調査期間は令和4年2月3日（木）～2月10日（木）の予定であったが、2月10日(木)について関東地方に大雪の予報が出たため、安全性を考慮し2月9日(水)に試料回収、調査機器撤去を行った。
但し、八王子市片倉町局及び大楽寺町局は令和4年2月3日（木）～2月10日（木）で試料採取を行った。",,,,,,,,,,
