［資料1-3］  ベンゼン等28物質の調査結果詳細（物質別）,,,,,,,,,,,,,,,,
注）定量下限未満検出下限以上の値は斜体数字 で、検出下限未満の値は < で示した。また年平均値は、定量下限未満検出下限以上のときはそのまま値を、検出下限未満のときは検出下限値の1/2を用いて計算した。,,,,,,,,,,,,,,,,
ベンゼン,,,,,,,,,,基準値等  ：,,3,(環境基準),,,
,,,,,,,,,,定量下限値：,,0.08,,,,
,,2021(令和３)年度,,,,,,,,検出下限値：,,0.03,,,(単位:μg/m3）,
測定地点（局）,,"4月
13日(火)","5月
11日(火)","6月
8日(火)","7月
6日(火)","8月
3日(火)","9月
7日(火)","10月
5日(火)","11月
9日(火)","12月
7日(火)","1月
12日(水)","2月
1日(火)","3月
1日(火)",最大,最小,平 均
,中央区晴海,1.2,0.47,1.2,2.6,0.95,0.30,1.2,1.0,0.69,0.73,1.4,1.2,2.6,0.30,1.1
区,国設東京新宿,0.52,0.51,0.89,2.5,0.18,0.29,0.63,0.90,0.65,0.76,1.4,0.96,2.5,0.18,0.85
部,目黒区碑文谷,0.43,0.65,0.97,2.2,0.19,0.34,0.57,1.0,0.62,0.85,1.6,0.93,2.2,0.19,0.86
一,大田区東糀谷,2.3,0.75,3.0,3.4,2.2,0.30,2.2,1.3,0.60,0.86,1.6,1.4,3.4,0.30,1.7
般,板橋区氷川町,0.47,0.60,0.81,2.2,0.28,0.40,0.64,0.77,0.72,0.76,1.4,0.92,2.2,0.28,0.83
環,練馬区石神井町,0.48,0.71,0.79,1.4,0.14,0.37,0.60,0.86,0.61,0.91,1.6,0.84,1.6,0.14,0.78
境,足立区西新井,0.74,0.41,0.79,2.3,0.45,0.35,0.90,0.88,0.63,0.82,1.4,1.0,2.3,0.35,0.89
,江戸川区春江町,0.75,0.45,0.82,2.3,0.30,0.39,0.88,0.80,0.67,0.84,1.3,1.4,2.3,0.30,0.91
,区部一般平均,0.86,0.57,1.2,2.4,0.59,0.34,0.95,0.94,0.65,0.82,1.5,1.1,3.4,0.14,0.98
多,八王子市片倉町,0.40,0.87,0.74,0.93,0.22,0.28,0.60,0.95,0.51,1.1,1.1,0.91,1.1,0.22,0.72
摩,八王子市大楽寺町,0.45,0.74,0.61,0.66,0.19,0.30,0.43,0.82,0.52,1.0,1.1,0.91,1.1,0.19,0.64
一,小金井市貫井北町,0.36,0.93,0.94,1.2,0.16,0.34,0.56,1.1,0.63,1.0,1.5,0.93,1.5,0.16,0.80
般,東大和市奈良橋,0.48,0.95,0.79,1.2,0.23,0.29,0.58,0.70,0.55,1.3,1.4,1.2,1.4,0.23,0.81
,多摩部一般平均,0.42,0.87,0.77,1.0,0.20,0.30,0.54,0.89,0.55,1.1,1.3,0.99,1.5,0.16,0.74
都一般平均,,0.72,0.67,1.0,1.9,0.46,0.33,0.82,0.92,0.62,0.91,1.4,1.1,3.4,0.14,0.90
沿,京葉道路亀戸,1.1,0.54,0.99,2.6,0.86,0.40,0.89,1.0,0.63,0.88,1.4,1.2,2.6,0.40,1.0
道,環八通り八幡山,0.45,0.93,1.1,1.7,0.15,0.74,0.61,1.3,0.83,1.0,1.9,1.0,1.9,0.15,0.98
,沿道平均,0.78,0.74,1.0,2.2,0.51,0.57,0.75,1.2,0.73,0.94,1.7,1.1,2.6,0.15,1.0
檜原(ﾊﾞｯｸｸﾞﾗｳﾝﾄﾞ),,0.29,0.51,0.50,0.26,0.15,0.28,0.24,0.35,0.35,0.72,0.95,0.85,0.95,0.15,0.45
トリクロロエチレン,,,,,,,,,,基準値等  ：,,130,(環境基準),,,
,,,,,,,,,,定量下限値：,,0.12,,,,
,,2021(令和３)年度,,,,,,,,検出下限値：,,0.04,,,(単位:μg/m3）,
測定地点（局）,,"4月
13日(火)","5月
11日(火)","6月
8日(火)","7月
6日(火)","8月
3日(火)","9月
7日(火)","10月
5日(火)","11月
9日(火)","12月
7日(火)","1月
12日(水)","2月
1日(火)","3月
1日(火)",最大,最小,平 均
,中央区晴海,0.34,0.30,0.52,2.2,0.31,0.64,0.42,1.2,1.1,0.21,0.56,0.77,2.2,0.21,0.71
区,国設東京新宿,0.20,0.29,0.82,2.2,0.14,0.52,0.46,0.92,0.72,0.36,0.66,0.66,2.2,0.14,0.66
部,目黒区碑文谷,0.24,0.22,0.78,1.5,0.17,0.52,0.45,1.2,0.53,0.37,0.80,0.54,1.5,0.17,0.61
一,大田区東糀谷,0.27,6.8,2.4,3.0,0.18,5.0,1.2,16,8.9,0.66,1.2,2.0,16,0.18,4.0
般,板橋区氷川町,0.64,0.52,1.0,2.1,0.27,0.83,0.80,0.87,0.71,0.54,1.1,0.79,2.1,0.27,0.85
環,練馬区石神井町,0.51,1.1,2.7,1.0,0.13,0.51,0.49,1.4,0.56,1.2,1.5,0.70,2.7,0.13,0.98
境,足立区西新井,2.1,0.56,1.2,4.6,0.40,1.0,1.3,2.7,0.84,1.2,1.7,1.2,4.6,0.40,1.6
,江戸川区春江町,0.09,0.07,0.81,2.2,0.05,0.43,0.58,1.1,1.0,1.2,1.7,1.3,2.2,0.05,0.88
,区部一般平均,0.55,1.2,1.3,2.4,0.21,1.2,0.71,3.2,1.8,0.72,1.2,1.0,16,0.05,1.3
多,八王子市片倉町,0.14,0.43,0.38,0.52,0.07,0.27,0.18,1.4,0.35,0.34,0.34,0.55,1.4,0.07,0.41
摩,八王子市大楽寺町,0.23,0.80,0.49,0.45,0.14,0.31,0.33,1.4,0.20,0.92,0.35,0.50,1.4,0.14,0.51
一,小金井市貫井北町,0.18,0.47,0.82,0.77,0.10,0.48,0.38,1.9,0.42,0.55,0.76,0.50,1.9,0.10,0.61
般,東大和市奈良橋,0.31,0.63,0.86,0.75,0.16,0.49,0.40,0.36,0.35,0.62,0.81,0.38,0.86,0.16,0.51
,多摩部一般平均,0.22,0.58,0.64,0.62,0.12,0.39,0.32,1.3,0.33,0.61,0.57,0.48,1.9,0.07,0.51
都一般平均,,0.44,1.0,1.1,1.8,0.18,0.92,0.58,2.5,1.3,0.68,0.96,0.82,16,0.05,1.0
沿,京葉道路亀戸,0.20,0.33,1.5,3.7,0.11,1.2,1.7,3.1,3.0,1.1,1.5,2.5,3.7,0.11,1.7
道,環八通り八幡山,0.22,0.36,0.99,1.3,0.18,0.43,0.40,1.1,0.63,0.42,0.89,0.53,1.3,0.18,0.62
,沿道平均,0.21,0.35,1.2,2.5,0.15,0.82,1.1,2.1,1.8,0.76,1.2,1.5,3.7,0.11,1.1
檜原(ﾊﾞｯｸｸﾞﾗｳﾝﾄﾞ),,0.07,0.44,0.36,0.17,0.07,0.21,0.20,0.11,0.06,0.13,0.09,0.32,0.44,0.06,0.19
テトラクロロエチレン,,,,,,,,,,基準値等  ：,,200,(環境基準),,,
,,,,,,,,,,定量下限値：,,0.15,,,,
,,2021(令和３)年度,,,,,,,,検出下限値：,,0.05,,,(単位:μg/m3）,
測定地点（局）,,"4月
13日(火)","5月
11日(火)","6月
8日(火)","7月
6日(火)","8月
3日(火)","9月
7日(火)","10月
5日(火)","11月
9日(火)","12月
7日(火)","1月
12日(水)","2月
1日(火)","3月
1日(火)",最大,最小,平 均
,中央区晴海,0.08,0.07,0.17,0.42,0.11,0.12,0.21,0.30,0.19,0.08,0.14,0.16,0.42,0.07,0.17
区,国設東京新宿,0.12,0.08,0.26,0.40,0.10,0.06,0.26,0.38,0.12,0.07,0.24,0.13,0.40,0.06,0.19
部,目黒区碑文谷,0.09,0.09,0.23,0.39,0.07,0.11,0.15,0.38,0.18,0.11,0.18,0.17,0.39,0.07,0.18
一,大田区東糀谷,0.07,0.06,0.20,0.45,<0.05,0.08,0.12,0.41,0.11,0.08,0.18,0.16,0.45,<0.05,0.16
般,板橋区氷川町,0.14,0.16,0.22,0.51,0.08,0.07,0.18,0.28,0.09,0.09,0.20,0.15,0.51,0.07,0.18
環,練馬区石神井町,0.24,0.29,0.34,0.54,0.07,0.14,0.11,0.32,0.21,0.25,0.27,0.17,0.54,0.07,0.25
境,足立区西新井,0.22,<0.05,0.79,0.47,0.08,0.35,0.19,0.42,0.43,0.25,0.41,0.46,0.79,<0.05,0.34
,江戸川区春江町,0.05,<0.05,0.23,0.32,<0.05,0.08,0.09,0.16,0.10,0.19,0.16,0.19,0.32,<0.05,0.14
,区部一般平均,0.13,0.10,0.31,0.44,0.07,0.13,0.16,0.33,0.18,0.14,0.22,0.20,0.79,<0.05,0.20
多,八王子市片倉町,<0.05,0.10,0.10,0.27,<0.05,<0.05,0.05,0.30,<0.05,<0.05,0.07,0.11,0.30,<0.05,0.09
摩,八王子市大楽寺町,0.09,0.10,0.13,0.15,<0.05,<0.05,0.09,0.37,<0.05,0.09,0.07,0.22,0.37,<0.05,0.12
一,小金井市貫井北町,0.09,0.18,0.22,0.36,0.08,0.13,0.13,0.22,0.20,0.07,0.13,0.22,0.36,0.07,0.17
般,東大和市奈良橋,0.08,0.14,0.16,0.35,0.06,0.08,0.06,0.09,<0.05,0.05,0.11,0.08,0.35,<0.05,0.11
