曜日,月,月,月,月,月,月,月,月,月,月,月,月,月,月,月,月,月,月,月,月,月,月,月,月,火,火,火,火,火,火,火,火,火,火,火,火,火,火,火,火,火,火,火,火,火,火,火,火,水,水,水,水,水,水,水,水,水,水,水,水,水,水,水,水,水,水,水,水,水,水,水,水,木,木,木,木,木,木,木,木,木,木,木,木,木,木,木,木,木,木,木,木,木,木,木,木,金,金,金,金,金,金,金,金,金,金,金,金,金,金,金,金,金,金,金,金,金,金,金,金,土,土,土,土,土,土,土,土,土,土,土,土,土,土,土,土,土,土,土,土,土,土,土,土,日,日,日,日,日,日,日,日,日,日,日,日,日,日,日,日,日,日,日,日,日,日,日,日
時間,1(μｇ/m3）,2(μｇ/m3）,3(μｇ/m3）,4(μｇ/m3）,5(μｇ/m3）,6(μｇ/m3）,7(μｇ/m3）,8(μｇ/m3）,9(μｇ/m3）,10(μｇ/m3）,11(μｇ/m3）,12(μｇ/m3）,13(μｇ/m3）,14(μｇ/m3）,(μｇ/m3）,16(μｇ/m3）,17(μｇ/m3）,18(μｇ/m3）,19(μｇ/m3）,20(μｇ/m3）,21(μｇ/m3）,22(μｇ/m3）,23(μｇ/m3）,24(μｇ/m3）,1(μｇ/m3）,2(μｇ/m3）,3(μｇ/m3）,4(μｇ/m3）,5(μｇ/m3）,6(μｇ/m3）,7(μｇ/m3）,8(μｇ/m3）,9(μｇ/m3）,10(μｇ/m3）,11(μｇ/m3）,12(μｇ/m3）,13(μｇ/m3）,14(μｇ/m3）,(μｇ/m3）,16(μｇ/m3）,17(μｇ/m3）,18(μｇ/m3）,19(μｇ/m3）,20(μｇ/m3）,21(μｇ/m3）,22(μｇ/m3）,23(μｇ/m3）,24(μｇ/m3）,1(μｇ/m3）,2(μｇ/m3）,3(μｇ/m3）,4(μｇ/m3）,5(μｇ/m3）,6(μｇ/m3）,7(μｇ/m3）,8(μｇ/m3）,9(μｇ/m3）,10(μｇ/m3）,11(μｇ/m3）,12(μｇ/m3）,13(μｇ/m3）,14(μｇ/m3）,(μｇ/m3）,16(μｇ/m3）,17(μｇ/m3）,18(μｇ/m3）,19(μｇ/m3）,20(μｇ/m3）,21(μｇ/m3）,22(μｇ/m3）,23(μｇ/m3）,24(μｇ/m3）,1(μｇ/m3）,2(μｇ/m3）,3(μｇ/m3）,4(μｇ/m3）,5(μｇ/m3）,6(μｇ/m3）,7(μｇ/m3）,8(μｇ/m3）,9(μｇ/m3）,10(μｇ/m3）,11(μｇ/m3）,12(μｇ/m3）,13(μｇ/m3）,14(μｇ/m3）,(μｇ/m3）,16(μｇ/m3）,17(μｇ/m3）,18(μｇ/m3）,19(μｇ/m3）,20(μｇ/m3）,21(μｇ/m3）,22(μｇ/m3）,23(μｇ/m3）,24(μｇ/m3）,1(μｇ/m3）,2(μｇ/m3）,3(μｇ/m3）,4(μｇ/m3）,5(μｇ/m3）,6(μｇ/m3）,7(μｇ/m3）,8(μｇ/m3）,9(μｇ/m3）,10(μｇ/m3）,11(μｇ/m3）,12(μｇ/m3）,13(μｇ/m3）,14(μｇ/m3）,(μｇ/m3）,16(μｇ/m3）,17(μｇ/m3）,18(μｇ/m3）,19(μｇ/m3）,20(μｇ/m3）,21(μｇ/m3）,22(μｇ/m3）,23(μｇ/m3）,24(μｇ/m3）,1(μｇ/m3）,2(μｇ/m3）,3(μｇ/m3）,4(μｇ/m3）,5(μｇ/m3）,6(μｇ/m3）,7(μｇ/m3）,8(μｇ/m3）,9(μｇ/m3）,10(μｇ/m3）,11(μｇ/m3）,12(μｇ/m3）,13(μｇ/m3）,14(μｇ/m3）,(μｇ/m3）,16(μｇ/m3）,17(μｇ/m3）,18(μｇ/m3）,19(μｇ/m3）,20(μｇ/m3）,21(μｇ/m3）,22(μｇ/m3）,23(μｇ/m3）,24(μｇ/m3）,1(μｇ/m3）,2(μｇ/m3）,3(μｇ/m3）,4(μｇ/m3）,5(μｇ/m3）,6(μｇ/m3）,7(μｇ/m3）,8(μｇ/m3）,9(μｇ/m3）,10(μｇ/m3）,11(μｇ/m3）,12(μｇ/m3）,13(μｇ/m3）,14(μｇ/m3）,(μｇ/m3）,16(μｇ/m3）,17(μｇ/m3）,18(μｇ/m3）,19(μｇ/m3）,20(μｇ/m3）,21(μｇ/m3）,22(μｇ/m3）,23(μｇ/m3）,24(μｇ/m3）
Benzene,1.4,1.2,1.2,1.2,1.2,1.2,1.3,1.3,1.4,1.2,1.2,1.1,1.1,1.1,1.3,1.3,1.5,1.6,1.6,1.8,1.6,1.4,1.4,1.3,1.3,1.3,1.2,1.1,1.2,1.3,1.3,1.4,1.5,1.4,1.3,1.3,1.3,1.3,1.2,1.2,1.6,1.9,1.7,1.5,1.5,1.3,1.3,1.2,1.3,1.2,1.2,1.1,1.2,1.2,1.6,1.4,1.3,1.3,1.3,1.2,1.1,1.2,1.2,1.3,1.3,1.5,1.5,1.7,1.7,1.6,1.5,1.5,1.5,1.4,1.3,1.2,1.2,1.4,1.5,1.5,1.6,1.4,1.3,1.4,1.3,1.3,1.5,1.6,1.5,1.7,1.9,1.8,1.6,1.7,1.7,1.5,1.4,1.3,1.2,1.5,1.2,1.2,1.3,1.4,1.4,1.3,1.3,1.2,1.3,1.2,1.3,1.3,1.6,1.9,1.8,1.7,1.6,1.8,1.5,1.4,1.4,1.4,1.2,1.3,1.4,1.5,1.5,1.5,1.6,1.5,1.4,1.4,1.2,1.2,1.3,1.4,1.5,1.6,2,1.7,1.7,1.5,1.5,1.4,1.3,1.2,1.2,1.1,1.1,1.2,1.3,1.3,1.4,1.3,1.3,1.4,1.3,1.3,1.3,1.3,1.5,1.5,1.6,1.6,1.5,1.4,1.4,1.4
Trichloroethene,0.2,0.18,0.17,0.17,0.18,0.17,0.17,0.16,0.17,0.19,0.3,0.43,0.4,0.53,0.55,0.48,0.66,0.69,0.57,0.56,0.51,0.55,0.5,0.5,0.57,0.65,0.64,0.61,0.54,0.48,0.55,0.42,0.37,0.42,0.51,0.52,0.75,0.67,0.6,0.77,0.8,0.8,0.64,0.58,0.65,0.68,0.62,0.84,0.82,0.72,0.65,0.65,0.71,0.82,0.58,0.52,0.55,0.55,0.56,0.54,0.57,0.46,0.48,0.59,0.53,0.5,0.48,0.41,0.44,0.49,0.47,0.43,0.47,0.46,0.57,0.56,0.56,0.65,0.73,0.67,0.59,0.48,0.5,0.59,0.59,0.6,0.7,0.62,0.67,0.74,0.75,0.69,0.65,0.5,0.58,0.58,0.68,0.71,0.7,0.72,0.67,0.68,0.63,0.58,0.53,0.49,0.43,0.38,0.49,0.5,0.52,0.5,0.57,0.64,0.69,0.5,0.54,0.54,0.48,0.44,0.55,0.6,0.57,0.54,0.58,0.56,0.59,0.51,0.42,0.31,0.35,0.25,0.23,0.21,0.21,0.19,0.2,0.21,0.25,0.25,0.31,0.28,0.3,0.3,0.23,0.26,0.3,0.27,0.28,0.26,0.28,0.31,0.31,0.22,0.18,0.17,0.15,0.13,0.13,0.13,0.14,0.16,0.14,0.17,0.18,0.17,0.17,0.2
Tetrachloroethene,0.13,0.098,0.11,0.097,0.11,0.096,0.12,0.093,0.12,0.11,0.14,0.15,0.12,0.16,0.16,0.17,0.31,0.21,0.16,0.18,0.21,0.17,0.17,0.16,0.14,0.16,0.17,0.14,0.19,0.15,0.16,0.16,0.18,0.19,0.21,0.35,0.21,0.22,0.18,0.16,0.18,0.34,0.2,0.21,0.21,0.16,0.19,0.2,0.23,0.2,0.2,0.18,0.2,0.21,0.17,0.15,0.16,0.14,0.18,0.16,0.13,0.17,0.13,0.12,0.23,0.22,0.15,0.12,0.13,0.14,0.12,0.11,0.12,0.12,0.13,0.17,0.15,0.16,0.19,0.16,0.21,0.22,0.21,0.15,0.19,0.12,0.14,0.13,0.14,0.22,0.15,0.32,0.18,0.17,0.18,0.14,0.14,0.17,0.17,0.15,0.14,0.17,0.15,0.15,0.14,0.18,0.23,0.16,0.18,0.2,0.21,0.18,0.2,0.2,0.25,0.18,0.16,0.13,0.11,0.14,0.15,0.19,0.19,0.16,0.18,0.2,0.17,0.15,0.19,0.2,0.17,0.22,0.17,0.13,0.13,0.12,0.12,0.12,0.16,0.2,0.2,0.15,0.14,0.13,0.12,0.12,0.15,0.14,0.13,0.13,0.14,0.13,0.1,0.12,0.15,0.11,0.12,0.14,0.14,0.19,0.14,0.16,0.16,0.14,0.13,0.13,0.14,0.14
Dichloromethane,1.6,1.5,1.6,1.6,1.5,1.4,1.5,1.4,1.3,1.4,2.9,1.3,1.5,1.5,13,9,12,20,5.4,3,2.9,2.2,2.2,1.9,2.1,2,2.1,2,1.9,2.3,2,2,1.7,1.9,3.8,2.2,2.1,1.9,2.9,2.5,1.9,1.9,2.2,2.8,2.2,2.7,2.1,2.2,2.7,2.2,2.4,2.1,2.1,2.2,2,2,1.7,2.5,2,8.1,1.7,1.8,1.5,1.7,1.6,1.8,1.7,1.7,1.8,2.3,1.7,1.9,1.7,1.7,1.7,2.1,2,2.1,2.1,2.2,1.8,2,2,15,39,11,34,30,33,16,12,12,7.2,4.5,13,27,17,5.6,4.3,6.8,4,6,3.5,3.2,5.3,2.5,3.2,7.1,86,8.1,6.6,4.5,8.5,16,10,4.4,3.8,4.1,2.8,3.2,3.5,5.7,3.6,5.4,2.9,2.6,3.4,2.8,2.7,2,2.3,17,8.4,4.2,7.4,8.7,2.9,3.1,2.1,2.2,2,1.8,1.9,1.7,1.7,2,2.1,1.8,1.8,1.7,1.9,1.7,1.6,1.5,1.4,1.4,1.3,1.2,1.2,1.2,1.2,1.4,1.5,1.5,1.5,1.5,1.5,1.5
Vinylchloride,0.027,0.025,0.026,0.027,0.025,0.026,0.025,0.022,0.022,0.022,0.022,0.024,0.025,0.029,0.041,0.03,0.044,0.052,0.039,0.03,0.027,0.03,0.036,0.037,0.03,0.028,0.025,0.022,0.021,0.021,0.02,0.025,0.021,0.025,0.031,0.028,0.042,0.041,0.034,0.029,0.046,0.051,0.04,0.031,0.036,0.032,0.041,0.036,0.034,0.041,0.034,0.034,0.026,0.029,0.028,0.026,0.029,0.026,0.027,0.032,0.028,0.028,0.025,0.032,0.032,0.032,0.031,0.038,0.032,0.034,0.032,0.033,0.039,0.033,0.03,0.023,0.022,0.022,0.021,0.021,0.021,0.024,0.032,0.038,0.04,0.047,0.057,0.082,0.075,0.074,0.05,0.046,0.06,0.048,0.048,0.032,0.034,0.034,0.028,0.028,0.027,0.025,0.024,0.025,0.024,0.027,0.025,0.024,0.029,0.055,0.03,0.035,0.032,0.071,0.059,0.036,0.034,0.038,0.043,0.05,0.038,0.035,0.023,0.026,0.026,0.026,0.024,0.021,0.021,0.023,0.024,0.033,0.024,0.025,0.04,0.049,0.046,0.12,0.085,0.087,0.078,0.052,0.047,0.033,0.029,0.025,0.025,0.024,0.023,0.022,0.023,0.019,0.02,0.022,0.026,0.024,0.03,0.026,0.03,0.029,0.042,0.047,0.042,0.041,0.036,0.029,0.027,0.024
"1,3-Butadiene",0.5,0.31,0.32,0.28,0.29,0.35,0.48,0.38,0.43,0.35,0.33,0.34,0.31,0.25,0.31,0.32,0.56,0.78,0.48,0.65,0.54,0.4,0.42,0.34,0.33,0.34,0.27,0.28,0.32,0.61,0.4,0.52,0.54,0.4,0.39,0.32,0.38,0.35,0.37,0.32,0.48,1.5,0.8,0.55,0.53,0.54,0.55,0.41,0.38,0.35,0.36,0.34,0.9,0.4,1.5,0.51,0.4,0.36,0.4,0.3,0.27,0.28,0.35,0.38,0.37,0.47,0.59,0.81,0.62,0.63,0.72,0.4,0.46,0.31,0.27,0.54,0.43,0.59,0.64,0.4,0.54,0.41,0.3,0.3,0.29,0.28,0.29,0.3,0.29,0.38,0.53,0.77,0.66,0.55,0.6,0.45,0.31,0.52,0.36,0.98,0.45,0.41,0.5,0.4,0.5,0.32,0.37,0.26,0.25,0.23,0.31,0.35,0.47,0.56,0.65,0.55,3.2,0.77,0.65,0.51,0.52,0.54,0.36,0.41,0.49,0.63,0.41,0.5,0.45,0.37,0.35,0.38,0.26,0.28,0.28,0.32,0.36,0.42,0.82,0.63,0.62,0.63,0.66,0.55,0.44,0.31,0.3,0.33,0.34,0.31,0.43,0.57,0.5,0.42,0.44,0.6,0.42,0.41,0.4,0.37,0.47,0.53,0.6,0.56,0.57,0.47,0.55,0.41
Acrylonitrile,0.18,0.12,0.15,0.14,0.12,0.15,0.15,0.15,0.14,0.13,0.15,0.12,0.12,0.089,0.14,0.14,0.24,0.23,0.26,0.23,0.17,0.18,0.18,0.19,0.14,0.16,0.095,0.12,0.15,0.23,0.17,0.18,0.19,0.15,0.13,0.12,0.14,0.17,0.17,0.13,0.27,0.48,0.33,0.22,0.21,0.18,0.22,0.16,0.14,0.15,0.14,0.15,0.22,0.19,0.39,0.17,0.14,0.13,0.14,0.11,0.1,0.12,0.14,0.17,0.15,0.25,0.28,0.29,0.24,0.24,0.2,0.17,0.22,0.12,0.1,0.15,0.15,0.18,0.23,0.15,0.22,0.15,0.11,0.18,0.16,0.15,0.16,0.18,0.15,0.24,0.2,0.24,0.39,0.25,0.26,0.17,0.14,0.17,0.13,0.72,0.17,0.17,0.21,0.17,0.17,0.13,0.13,0.11,0.12,0.14,0.13,0.16,0.2,0.27,0.28,0.24,0.17,0.26,0.19,0.2,0.18,0.17,0.12,0.14,0.17,0.25,0.19,0.17,0.2,0.16,0.15,0.16,0.097,0.11,0.12,0.17,0.15,0.26,0.48,0.32,0.26,0.24,0.24,0.23,0.21,0.11,0.12,0.14,0.16,0.13,0.22,0.19,0.2,0.17,0.21,0.23,0.17,0.17,0.19,0.18,0.22,0.26,0.27,0.32,0.25,0.18,0.22,0.14
Chloroform,0.21,0.19,0.19,0.19,0.18,0.19,0.19,0.18,0.16,0.17,0.19,0.16,0.17,0.16,0.17,0.17,0.21,0.18,0.19,0.21,0.2,0.2,0.19,0.2,0.21,0.2,0.21,0.2,0.2,0.19,0.19,0.19,0.19,0.17,0.2,0.21,0.22,0.23,0.21,0.24,0.21,0.21,0.21,0.2,0.2,0.22,0.22,0.23,0.21,0.21,0.22,0.23,0.21,0.22,0.19,0.19,0.19,0.17,0.18,0.18,0.19,0.18,0.18,0.17,0.2,0.16,0.17,0.18,0.19,0.2,0.19,0.21,0.22,0.2,0.19,0.21,0.21,0.21,0.21,0.19,0.19,0.19,0.21,0.25,0.22,0.31,0.19,0.2,0.19,0.22,0.2,0.22,0.22,0.22,0.23,0.21,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.17,0.18,0.17,0.16,0.18,0.17,0.16,0.17,0.18,0.19,0.2,0.2,0.2,0.21,0.19,0.2,0.21,0.2,0.2,0.2,0.21,0.22,0.21,0.19,0.19,0.16,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.28,0.21,0.21,0.23,0.2,0.2,0.2,0.19,0.18,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.16,0.16,0.15,0.15,0.16,0.16,0.16,0.18,0.32,0.19,0.27,0.32,0.24,0.19,0.21
"1,2-Dichloroethane",0.13,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.12,0.12,0.11,0.11,0.12,0.12,0.13,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.15,0.13,0.12,0.12,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.13,0.14,0.13,0.12,0.13,0.14,0.15,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.12,0.11,0.11,0.12,0.13,0.18,0.13,0.13,0.13,0.12,0.11,0.12
