"［経年報2］
ダイオキシン類（1996(平成8)～2015（平成27）年度)  2016(平成28)年度以降は次ページへ",,,,,,,,,,,,,,,,,,,,,,,,,,,
単位：pg-TEQ/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,
年度,,"平成8
(1996)","平成9
(1997)","平成10
(1998)","平成11
(1999)","平成12
(2000)","平成13
(2001)","平成14
(2002)","平成15
(2003)","平成16
(2004)","平成17
(2005)","平成18
(2006)","平成19
(2007)","平成20
(2008)","平成21
(2009)","平成22
(2010)","平成23
(2011)","平成24
(2012)","平成25
(2013)","平成26
(2014)","平成27
(2015)","平成28
(2016)","平成29
(2017)","平成30
(2018)","令和元
(2019)","令和2
(2020)","令和3
(2021)"
中央区晴海局,,,,,,,,,,,,,,,,0.039,0.031,0.054,0.022,0.027,0.025,0.022,0.026,0.021,0.019,0.018,0.017
港区白金局,,0.46,0.49,0.25,0.22,0.19,0.12,0.12,0.057,0.074,0.061,0.049,0.046,0.039,0.034,,,,,,,,,,,,
目黒区碑文谷局,,,,0.22,0.18,0.15,0.14,0.12,0.047,0.064,0.052,0.044,0.044,0.035,0.030,0.027,0.024,0.019,0.018,0.022,0.015,0.013,,,,,
大田区東糀谷局,,0.36,0.67,0.30,0.19,0.23,0.16,0.11,0.058,0.082,0.061,0.056,0.055,0.041,0.048,0.034,0.028,0.097,0.022,0.026,0.020,0.028,0.017,0.024,0.018,0.015,0.013
世田谷区世田谷局,,1.2,0.73,0.25,0.30,0.21,0.22,0.11,0.050,0.069,0.054,0.050,0.047,0.042,0.039,0.032,0.026,0.027,0.025,0.023,0.016,0.015,0.016,0.020,0.016,0.011,0.013
中野区若宮局,,,,0.37,0.31,0.22,0.25,0.14,0.060,0.070,0.059,0.053,0.049,0.050,0.037,0.034,0.028,0.030,0.020,0.024,0.015,,,,,,
荒川区南千住局,,,,0.36,0.35,0.29,0.28,0.17,0.090,0.12,0.090,0.076,0.086,0.052,0.053,0.041,0.047,0.051,0.041,0.036,0.028,,,,,,
板橋区氷川町局,,,,0.33,0.26,0.25,0.24,0.16,0.075,0.11,0.078,0.073,0.058,0.052,0.048,0.047,0.034,0.032,0.028,0.030,0.029,0.022,0.018,0.022,0.021,0.016,0.015
練馬区石神井町局,,0.48,0.74,0.44,0.28,0.23,0.23,0.12,0.057,0.084,0.062,0.060,0.050,0.042,0.036,0.032,0.031,0.030,0.030,0.020,0.018,0.016,0.019,0.017,0.014,0.011,0.011
足立区西新井局,,,0.96,0.32,0.34,0.31,0.26,0.16,0.095,0.10,0.086,0.083,0.071,0.054,0.049,0.048,0.048,0.036,0.028,0.037,0.028,0.028,0.029,0.025,0.027,0.026,0.021
葛飾区鎌倉,,,,0.41,0.51,0.26,0.21,0.16,0.090,0.12,0.088,0.088,0.076,0.051,0.045,0.047,0.046,0.030,0.035,0.038,0.027,0.027,0.033,0.030,0.030,0.020,0.023
