［資料1-2］,,,,ベンゼン等28物質の調査結果詳細（2022(令和４)年度平均）,,,,,,,,,,,,,,,,,,,,,,  ← 貼付用 *,
,,,,,,,,,,,,,,,,,,,,,,,,単位:μg/m3（ただし、＃を付した物質の単位はng/m3）,,,
分類,,物 質 名,基準値等,"定  量
下限値","検　出
下限値",区部一般環境,,,,,,,,,多摩部一般環境,,,,,"都
一般
平均",沿道,,,檜原（ﾊﾞｯｸｸﾞﾗｳﾝﾄﾞ）,,,
,,,,,,"中央区
晴海","国設東京
新宿","目黒区
碑文谷","大田区
東糀谷","板橋区
氷川町","練馬区
石神井町","足立区
西新井","江戸川区
春江町","区部
一般
平均","八王子市
片倉町","八王子市
大楽寺町","小金井市
貫井北町","東大和市
奈良橋","多摩部
一般
平均",,"京葉道路
亀戸","環八通り
八幡山","沿道
平均",中央区晴海,,,
優　先　取　組　物　質,揮発性有機化合物,ベンゼン,3,0.05,0.02,1.0,0.87,0.76,2.1,0.84,0.67,1.0,0.83,1.0,0.59,0.56,0.70,0.71,0.64,0.89,0.89,0.79,0.84,0.49,済,,
,,トリクロロエチレン,130,0.13,0.04,0.50,0.60,0.47,2.7,1.1,0.70,1.8,1.5,1.2,0.31,0.27,0.45,0.54,0.39,0.91,1.8,0.48,1.1,0.17,済,,
,,テトラクロロエチレン,200,0.12,0.04,0.11,0.22,0.14,0.12,0.15,0.18,0.36,0.13,0.18,0.05,0.07,0.13,0.09,0.08,0.14,0.13,0.13,0.13,<0.04,済,,
,,ジクロロメタン,150,0.12,0.04,1.1,1.3,1.2,1.4,1.7,1.5,2.0,1.4,1.5,1.2,1.2,1.3,1.2,1.2,1.4,1.4,1.2,1.3,0.71,済,,
,,アクリロニトリル,2,0.12,0.04,0.25,0.11,0.09,0.24,0.11,0.08,0.16,0.12,0.15,<0.04,<0.04,0.07,0.10,0.05,0.11,0.12,0.12,0.12,0.05,済,,
,,塩化ビニルモノマー,10,0.07,0.03,0.15,<0.03,<0.03,0.03,<0.03,<0.03,0.10,0.04,0.05,<0.03,<0.03,<0.03,<0.03,<0.03,0.04,0.17,<0.03,0.10,<0.03,済,,
,,クロロホルム,18,0.12,0.04,0.28,0.23,0.25,0.29,0.27,0.25,0.35,0.26,0.27,0.15,0.12,0.22,0.18,0.16,0.23,0.27,0.19,0.23,0.13,済,,
,,"1,2-ジクロロエタン",1.6,0.13,0.04,0.10,0.11,0.10,0.12,0.10,0.10,0.10,0.10,0.10,0.06,0.06,0.09,0.10,0.08,0.09,0.10,0.10,0.10,0.08,済,,
,,"1,3-ブタジエン",2.5,0.08,0.03,0.24,0.14,0.15,0.38,0.15,0.12,0.20,0.17,0.19,0.07,0.06,0.09,0.11,0.08,0.16,0.20,0.16,0.18,0.05,済,,
,,酸化エチレン,　 －,0.010,0.003,0.14,0.087,0.065,0.10,0.092,0.063,0.11,0.080,0.093,0.044,0.045,0.060,0.060,0.052,0.079,0.087,0.066,0.076,0.055,済,,
,,塩化メチル,94,0.08,0.03,1.4,1.4,1.4,1.4,1.4,1.5,1.5,1.4,1.4,1.4,1.4,1.3,1.4,1.4,1.4,1.4,1.4,1.4,1.2,済,,
,,トルエン,　 －,0.06,0.02,4.7,5.4,5.2,6.9,7.4,5.5,12,6.4,6.7,4.8,4.5,5.1,14,7.1,6.8,7.0,5.3,6.1,4.9,済,,
,ｱﾙﾃﾞ,アセトアルデヒド,120,0.8,0.3,2.1,2.4,2.2,2.5,2.6,2.1,2.7,2.2,2.3,2.2,2.7,2.4,2.1,2.3,2.3,2.0,2.4,2.2,1.2,済,,
,ﾋﾄﾞ類,ホルムアルデヒド,0.8,0.8,0.3,3.4,3.0,3.4,3.4,3.8,2.8,3.6,3.2,3.3,2.2,2.4,3.2,2.8,2.7,3.1,3.0,3.4,3.2,2.0,済,,
,PAH,ベンゾ[a]ピレン #,0.12,0.05,0.02,0.21,0.15,0.12,1.1,0.12,0.08,0.48,0.13,0.29,0.07,0.07,0.06,0.06,0.07,0.22,0.18,0.09,0.14,0.08,済,,
,重金属類,ニッケル化合物 #,25,4,1,4,2,2,6,3,2,3,3,3,1,1,1,2,1,3,3,2,2,<1,済,,
,,ヒ素化合物 #,6,0.20,0.06,0.54,0.61,0.61,0.62,0.58,0.63,0.65,0.50,0.59,0.58,0.47,0.48,0.49,0.51,0.56,0.55,0.73,0.64,0.22,済,,
,,ベリリウム化合物 #,4,0.06,0.02,<0.02,<0.02,<0.02,0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,0.02,<0.02,<0.02,<0.02,0.02,<0.02,<0.02,済,,
,,マンガン化合物 #,140,5,2,27,28,21,46,24,15,23,16,25,19,12,14,21,17,22,23,23,23,5,済,,
,,クロム化合物 #,　 －,1.0,0.3,6.8,4.9,4.3,14,4.7,3.1,5.4,3.7,5.9,1.7,1.3,2.0,2.2,1.8,4.5,4.7,4.9,4.8,0.8,済,,
