規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,8006398,4548766,3457632,131954,68249,63705,154197,75396,78801,7984155,4541619,3442536,24.4,14.5,37.3
５人以上,"鉱業,採石業,砂利採取業",1416,1029,387,16,16,0,33,32,1,1399,1013,386,1.1,1.1,1
５人以上,建設業,400095,323515,76580,3458,2795,663,3606,2575,1031,399947,323735,76212,3.9,2.4,10
５人以上,製造業,561737,384978,176759,4910,3202,1708,5973,3502,2471,560674,384678,175996,11.5,4.2,27.4
５人以上,電気・ガス・熱供給・水道業,26920,22662,4258,97,73,24,208,193,15,26809,22542,4267,2.7,2.1,5.8
５人以上,情報通信業,868153,609879,258274,13769,9641,4128,13575,9659,3916,868347,609861,258486,3.9,1.4,10
５人以上,"運輸業,郵便業",460875,351092,109783,3962,2668,1294,7798,5089,2709,457039,348671,108368,15.1,13.1,21.6
５人以上,"卸売業,小売業",1655821,943496,712325,26677,14764,11913,27320,13795,13525,1655178,944465,710713,25.4,13.8,40.9
５人以上,"金融業,保険業",394565,201023,193542,6778,3751,3027,11875,7092,4783,389468,197682,191786,6.6,1.3,12.1
５人以上,"不動産業,物品賃貸業",220028,142885,77143,2214,1367,847,2343,1253,1090,219899,142999,76900,12.6,9.3,18.7
５人以上,"学術研究,専門・技術サービス業",390973,228860,162113,7224,3002,4222,6759,3299,3460,391438,228563,162875,8,4.3,13.2
５人以上,"宿泊業,飲食サービス業",594087,271566,322521,17486,8767,8719,18725,9348,9377,592848,270985,321863,76,64.5,85.7
５人以上,"生活関連サービス業,娯楽業",236670,95010,141660,5217,1771,3446,5279,699,4580,236608,96082,140526,35,24.9,41.9
５人以上,"教育,学習支援業",411155,229492,181663,6815,3320,3495,12565,6908,5657,405405,225904,179501,44,40,49
５人以上,"医療,福祉",789731,213805,575926,16433,5406,11027,15126,3287,11839,791038,215924,575114,35,26.9,38.1
５人以上,複合サービス事業,37125,21833,15292,186,104,82,1139,362,777,36172,21575,14597,21.2,7.9,40.9
５人以上,サービス業（他に分類されないもの）,957047,507641,449406,16712,7602,9110,21873,8303,13570,951886,506940,444946,27.3,15.2,41.1
30人以上,調査産業計,5627108,3343129,2283979,89517,47440,42077,108149,57005,51144,5608476,3333564,2274912,18.6,11,29.7
30人以上,"鉱業,採石業,砂利採取業",1416,1029,387,16,16,0,33,32,1,1399,1013,386,1.1,1.1,1
30人以上,建設業,263888,215469,48419,1838,1314,524,2315,1548,767,263411,215235,48176,1.8,1.2,4.7
30人以上,製造業,414039,288343,125696,3923,2632,1291,4738,3024,1714,413224,287951,125273,9.7,3.5,24
30人以上,電気・ガス・熱供給・水道業,22304,18442,3862,97,73,24,208,193,15,22193,18322,3871,2.1,2,2.6
30人以上,情報通信業,762945,540259,222686,12807,8805,4002,12879,8998,3881,762873,540066,222807,3.4,1.3,8.6
30人以上,"運輸業,郵便業",389540,294323,95217,2900,1889,1011,7219,4629,2590,385221,291583,93638,15,13.1,20.7
30人以上,"卸売業,小売業",1032574,624320,408254,17682,9493,8189,15030,8528,6502,1035226,625285,409941,16.2,7.4,29.6
30人以上,"金融業,保険業",321942,167830,154112,3668,2023,1645,8846,5588,3258,316764,164265,152499,6.6,1.4,12.1
30人以上,"不動産業,物品賃貸業",151907,97091,54816,1781,1064,717,1822,921,901,151866,97234,54632,12.9,11.9,14.7
30人以上,"学術研究,専門・技術サービス業",276930,159919,117011,4303,2123,2180,5020,2365,2655,276213,159677,116536,5.4,3.4,8.2
30人以上,"宿泊業,飲食サービス業",187490,86038,101452,5851,3238,2613,6748,3498,3250,186593,85778,100815,67.1,53.3,78.7
30人以上,"生活関連サービス業,娯楽業",128649,57318,71331,2339,992,1347,1992,699,1293,128996,57611,71385,38.9,25,50.1
30人以上,"教育,学習支援業",319822,191071,128751,5927,2954,2973,11764,6804,4960,313985,187221,126764,39.7,36.5,44.6
30人以上,"医療,福祉",522562,167292,355270,11286,4291,6995,10058,2383,7675,523790,169200,354590,28.4,24.6,30.3
30人以上,複合サービス事業,23962,16367,7595,123,104,19,957,295,662,23128,16176,6952,21.5,8.1,52.7
30人以上,サービス業（他に分類されないもの）,807138,418018,389120,14976,6429,8547,18520,7500,11020,803594,416947,386647,29.1,16.7,42.5
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和４年１月分（暫定版）,,,,,,,,,,,,,,,,
第３表  規模、産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
