規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,7979363,4467210,3512153,139127,64044,75083,124652,62756,61896,7993838,4468498,3525340,24.5,14.2,37.7
５人以上,"鉱業,採石業,砂利採取業",1295,977,318,20,16,4,33,28,5,1282,965,317,0.3,0.3,0.3
５人以上,建設業,404206,324931,79275,2656,2128,528,3070,2682,388,403792,324377,79415,3.5,2.2,8.7
５人以上,製造業,472193,321616,150577,4520,2426,2094,4012,2457,1555,472701,321585,151116,11.9,4.5,27.9
５人以上,電気・ガス・熱供給・水道業,20816,17319,3497,671,502,169,305,256,49,21182,17565,3617,2.4,2.2,3.4
５人以上,情報通信業,893555,620897,272658,7684,4283,3401,11118,6611,4507,890121,618569,271552,5.6,1.9,14
５人以上,"運輸業,郵便業",409136,310229,98907,4222,2635,1587,4899,3088,1811,408459,309776,98683,11.4,10.6,13.9
５人以上,"卸売業,小売業",1679780,933455,746325,23099,11287,11812,21814,11959,9855,1681065,932783,748282,24.4,12.6,39.2
５人以上,"金融業,保険業",399578,198950,200628,2657,1407,1250,5255,2617,2638,396980,197740,199240,6.2,1.5,10.8
５人以上,"不動産業,物品賃貸業",249770,162734,87036,3533,2049,1484,3276,2193,1083,250027,162590,87437,12.3,9,18.4
５人以上,"学術研究,専門・技術サービス業",414614,237723,176891,5617,3169,2448,5080,2460,2620,415151,238432,176719,7.6,4.3,12.1
５人以上,"宿泊業,飲食サービス業",663010,296641,366369,29210,12258,16952,22536,10108,12428,669684,298791,370893,73.3,59.9,84.1
５人以上,"生活関連サービス業,娯楽業",231573,115392,116181,5439,2617,2822,3086,1228,1858,233926,116781,117145,37.7,32.7,42.7
５人以上,"教育,学習支援業",388290,216888,171402,13387,7204,6183,9888,5721,4167,391789,218371,173418,34.8,28.7,42.3
５人以上,"医療,福祉",800344,202805,597539,14938,3207,11731,12871,3863,9008,802411,202149,600262,38.6,29.6,41.7
５人以上,複合サービス事業,28553,17249,11304,56,27,29,142,102,40,28467,17174,11293,20.5,11,35.1
５人以上,サービス業（他に分類されないもの）,922650,489404,433246,21418,8829,12589,17267,7383,9884,926801,490850,435951,28.7,16.4,42.5
30人以上,調査産業計,5609615,3283717,2325898,85031,41119,43912,78667,40580,38087,5615979,3284256,2331723,17.6,9.5,29.1
30人以上,"鉱業,採石業,砂利採取業",1295,977,318,20,16,4,33,28,5,1282,965,317,0.3,0.3,0.3
30人以上,建設業,264992,212408,52584,1924,1623,301,2123,1735,388,264793,212296,52497,1.6,0.9,4.3
30人以上,製造業,343759,238143,105616,2742,1767,975,2858,1864,994,343643,238046,105597,9.4,3.3,23.1
30人以上,電気・ガス・熱供給・水道業,16774,14048,2726,596,427,169,193,144,49,17177,14331,2846,2,1.7,3.1
30人以上,情報通信業,796916,555110,241806,6341,3710,2631,8466,4947,3519,794791,553873,240918,5.1,1.3,13.8
30人以上,"運輸業,郵便業",341734,257347,84387,3641,2054,1587,3626,1968,1658,341749,257433,84316,9.7,9.6,10.2
30人以上,"卸売業,小売業",1075246,635643,439603,10336,5215,5121,10017,5566,4451,1075565,635292,440273,14.4,5.8,26.9
30人以上,"金融業,保険業",328433,169569,158864,1974,1109,865,3867,2160,1707,326540,168518,158022,6.5,1.7,11.6
30人以上,"不動産業,物品賃貸業",178354,115978,62376,1531,976,555,1716,916,800,178169,116038,62131,11.7,10,14.9
30人以上,"学術研究,専門・技術サービス業",305051,172422,132629,4364,2339,2025,4121,2188,1933,305294,172573,132721,5.5,3.1,8.7
30人以上,"宿泊業,飲食サービス業",218494,104698,113796,8482,2817,5665,6365,2545,3820,220611,104970,115641,56.8,40.5,71.5
30人以上,"生活関連サービス業,娯楽業",117519,60516,57003,3827,1978,1849,1820,1119,701,119526,61375,58151,35.6,30.8,40.6
30人以上,"教育,学習支援業",294797,172326,122471,10989,6511,4478,8605,4777,3828,297181,174060,123121,30.3,24.3,38.8
30人以上,"医療,福祉",520363,155001,365362,7596,2185,5411,9340,3721,5619,518619,153465,365154,32.3,25.5,35.2
30人以上,複合サービス事業,17211,12437,4774,56,27,29,142,102,40,17125,12362,4763,22.3,14,44
30人以上,サービス業（他に分類されないもの）,788677,407094,381583,20612,8365,12247,15375,6800,8575,793914,408659,385255,29.5,16.5,43.2
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和４年９月分,,,,,,,,,,,,,,,,
第３表  規模、産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
